blend_name,origin,variety,notes,intensifier,user_id,dt_current_timestamp
Melty America,"Granada, Nicaragua",Pink Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",pointed,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 00:03:38
Strong Forrester,"Mattari, Yemen",Red Bourbon,"astringent, tea-like, toast, cacao nibs, barley",astringent,85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",S288,"bright, velvety, liquorice, red currant, bakers chocolate",pointed,e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",Liberica,"astringent, tea-like, green grape, wheat, rubber",astringent,9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 00:03:38
American Volcano,"Kigeyo Washing Station, Rwanda",S288,"delicate, coating, sundried tomato, grapefruit, coriander",astringent,f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 00:03:38
American Volcano,"Sul Minas, Brazil",Pink Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",astringent,e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 00:03:38
American Volcano,"Mattari, Yemen",Java,"astringent, tea-like, green grape, wheat, rubber",juicy,0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 00:03:38
Major Solstice,"Kigeyo Washing Station, Rwanda",Red Bourbon,"mild, coating, cinnamon, dill, dates",astringent,b33913f2-cbe9-4132-8a02-c4f5d4ee643d,2024-01-17 00:03:38
American Volcano,"Sul Minas, Brazil",Liberica,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,77d3d2ab-58ee-4964-b232-6bdc472bdc6e,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",Java,"bright, velvety, liquorice, red currant, bakers chocolate",deep,cc2c1ce6-898b-45e5-a778-07d58e619a67,2024-01-17 00:03:38
Major Solstice,"Kigeyo Washing Station, Rwanda",Red Bourbon,"mild, coating, cinnamon, dill, dates",soft,95a32c11-aea4-4b18-b42c-e3e83fd1bb7e,2024-01-17 00:03:38
Strong Forrester,"Sul Minas, Brazil",Pink Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",juicy,06d06416-ec8c-4d6d-addd-7247eb000ec1,2024-01-17 00:03:38
Strong Forrester,"Sul Minas, Brazil",S288,"delicate, coating, sundried tomato, grapefruit, coriander",juicy,4b809d6d-7e9b-4382-aecd-c2c5134c955d,2024-01-17 00:03:38
American Volcano,"Sul Minas, Brazil",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",astringent,1dc6149a-d366-4b25-99aa-7000cb185432,2024-01-17 00:03:38
The Blend,"Kigeyo Washing Station, Rwanda",S288,"mild, coating, cinnamon, dill, dates",pointed,fad3a13f-fbc6-40ac-8146-c0b1acb4ee1c,2024-01-17 00:03:38
American Volcano,"Mount Elgon, Uganda",Java,"astringent, tea-like, toast, cacao nibs, barley",deep,f7a9c783-6e7c-42a6-91b4-123acb4fb8cb,2024-01-17 00:03:38
Major Solstice,"Granada, Nicaragua",Pink Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,944d7a59-625a-4ff3-837d-9386d77401de,2024-01-17 00:03:38
The Blend,"Mount Elgon, Uganda",Liberica,"bright, velvety, liquorice, red currant, bakers chocolate",astringent,50f6338f-a125-4eaf-8251-5edbd966e385,2024-01-17 00:03:38
Strong Forrester,"Mattari, Yemen",Pink Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",soft,ed2dadda-09ce-4e94-9107-f99e1ed8c9a6,2024-01-17 00:03:38
Melty America,"Mattari, Yemen",Pink Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",juicy,d9202a07-30c6-4b45-b45d-8cceefb766ee,2024-01-17 00:03:38
Melty America,"Mount Elgon, Uganda",Liberica,"astringent, tea-like, green grape, wheat, rubber",juicy,2442dec7-3a87-4d94-aa23-ab44c76b4d5f,2024-01-17 00:03:38
Strong Forrester,"Mattari, Yemen",S288,"delicate, coating, sundried tomato, grapefruit, coriander",astringent,ce615021-431d-4a20-aeaf-d8e37330dd25,2024-01-17 00:03:38
American Volcano,"Kigeyo Washing Station, Rwanda",Pink Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",juicy,2a7de911-4ae0-4dbc-927c-fc5523a2eb01,2024-01-17 00:03:38
Strong Forrester,"Granada, Nicaragua",S288,"mild, coating, cinnamon, dill, dates",juicy,a9bffb59-1fd0-491d-baf2-89dcf68f15d5,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",Liberica,"astringent, tea-like, toast, cacao nibs, barley",pointed,59419a33-0f7e-4ff5-abe7-53284898c612,2024-01-17 00:03:38
The Blend,"Kigeyo Washing Station, Rwanda",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",soft,4c32e9e1-a951-4bbb-9a47-81c15d4b4097,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",S288,"astringent, tea-like, green grape, wheat, rubber",soft,7922e6ad-46c0-45da-90b3-4a8cd0852530,2024-01-17 00:03:38
The Blend,"Mattari, Yemen",Red Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",deep,3ae1c98e-64c0-4fc3-996a-0e58439af6fa,2024-01-17 00:03:38
The Blend,"Mount Elgon, Uganda",Liberica,"delicate, coating, sundried tomato, grapefruit, coriander",juicy,6a780881-dfc3-4415-86c9-59213928e572,2024-01-17 00:03:38
American Volcano,"Mount Elgon, Uganda",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",pointed,40869200-b277-4cdb-aa65-1847690673a1,2024-01-17 00:03:38
Major Solstice,"Mount Elgon, Uganda",S288,"astringent, tea-like, toast, cacao nibs, barley",deep,cfce04f8-575d-484d-909a-c3bb896c7d3e,2024-01-17 00:03:38
Strong Forrester,"Granada, Nicaragua",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",soft,f8161cd7-09bc-4a67-8a60-7f3ca5e3a873,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",Pink Bourbon,"astringent, tea-like, toast, cacao nibs, barley",pointed,8b544838-169e-4dce-a186-a5f837390bc4,2024-01-17 00:03:38
Melty America,"Granada, Nicaragua",Pink Bourbon,"astringent, tea-like, toast, cacao nibs, barley",juicy,6f286029-f95f-45a5-ae77-6f74fea34c65,2024-01-17 00:03:38
Major Solstice,"Granada, Nicaragua",Liberica,"delicate, coating, sundried tomato, grapefruit, coriander",soft,f41b947d-7d9e-4277-b76f-0ff107e1c68f,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",S288,"bright, velvety, liquorice, red currant, bakers chocolate",pointed,fd733daf-21b0-4109-b609-28870a53fff5,2024-01-17 00:03:38
American Volcano,"Mount Elgon, Uganda",S288,"delicate, coating, sundried tomato, grapefruit, coriander",deep,9704d1a5-b350-430e-a742-9a12eeb4e9b7,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",Pink Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,24eeea71-316e-4492-bc39-9a2a5b9c0011,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",S288,"mild, coating, cinnamon, dill, dates",soft,8b9e6a5a-d904-4f5f-bfe5-78ddb793653a,2024-01-17 00:03:38
The Blend,"Mattari, Yemen",Red Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",soft,5981e045-a62b-4df9-8c92-2baac45a9fc5,2024-01-17 00:03:38
Major Solstice,"Sul Minas, Brazil",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",astringent,124a2070-33d7-47c7-bcbe-2d0b3a6c5611,2024-01-17 00:03:38
American Volcano,"Mattari, Yemen",Red Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",soft,ebfb555c-c899-423d-98e0-cd5543937377,2024-01-17 00:03:38
The Blend,"Kigeyo Washing Station, Rwanda",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",astringent,471248e9-df80-4992-82d9-50c544700983,2024-01-17 00:03:38
The Blend,"Sul Minas, Brazil",Pink Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",deep,4e230943-0634-489f-9e62-d25730853e45,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",Java,"astringent, tea-like, green grape, wheat, rubber",astringent,02bbefc4-401a-47e4-8462-dab274e41f40,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",Pink Bourbon,"astringent, tea-like, green grape, wheat, rubber",juicy,16c8232d-4a88-4237-8d9d-3d67dba8f2df,2024-01-17 00:03:38
Melty America,"Mount Elgon, Uganda",Liberica,"astringent, tea-like, toast, cacao nibs, barley",soft,788478b5-ffa7-4fbe-b814-b99a50f1a1c4,2024-01-17 00:03:38
Strong Forrester,"Sul Minas, Brazil",Red Bourbon,"mild, coating, cinnamon, dill, dates",deep,bf425931-2a98-4096-97ce-5a6ab4da9c94,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",Liberica,"astringent, tea-like, toast, cacao nibs, barley",deep,2b4dccd5-be10-402f-a9e7-aa63f144ece8,2024-01-17 00:03:38
Strong Forrester,"Sul Minas, Brazil",Red Bourbon,"astringent, tea-like, toast, cacao nibs, barley",pointed,802dd58d-1410-4b2b-8449-8db2aed8db27,2024-01-17 00:03:38
American Volcano,"Sul Minas, Brazil",S288,"bright, velvety, liquorice, red currant, bakers chocolate",astringent,42f6b369-0428-4bc9-a298-5394b44ccd7f,2024-01-17 00:03:38
American Volcano,"Mattari, Yemen",Red Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",soft,6abd0b7b-abcd-43ce-a52d-d1b4d1d1873a,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",S288,"astringent, tea-like, green grape, wheat, rubber",astringent,498b821d-ec61-4094-a11d-63b5f9479638,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",Liberica,"mild, coating, cinnamon, dill, dates",juicy,5f425ecb-65c4-46a9-a190-6a68e8c55418,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",Pink Bourbon,"mild, coating, cinnamon, dill, dates",soft,167120fc-aa57-495f-95c2-3fde36d48071,2024-01-17 00:03:38
Strong Forrester,"Kigeyo Washing Station, Rwanda",Liberica,"mild, coating, cinnamon, dill, dates",soft,1a3f04d0-f558-420e-a98f-520ea9b99e9f,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",Java,"astringent, tea-like, toast, cacao nibs, barley",deep,6a1ca0dd-c1f2-4041-bb89-f2b464995c94,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",Liberica,"bright, velvety, liquorice, red currant, bakers chocolate",soft,1349a254-2315-4b03-8d00-78916c2539a6,2024-01-17 00:03:38
Melty America,"Granada, Nicaragua",S288,"astringent, tea-like, green grape, wheat, rubber",deep,560d5e99-5c01-478e-b7fe-d9ee9942762d,2024-01-17 00:03:38
Melty America,"Mattari, Yemen",Liberica,"mild, coating, cinnamon, dill, dates",soft,726a2cd8-d431-4757-bf84-8f4be8eb095f,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",Pink Bourbon,"astringent, tea-like, toast, cacao nibs, barley",soft,2330f58a-3274-494a-9106-576aca118a22,2024-01-17 00:03:38
Major Solstice,"Granada, Nicaragua",S288,"astringent, tea-like, toast, cacao nibs, barley",astringent,446332d9-6e5a-4911-ae86-8685f75c63ef,2024-01-17 00:03:38
Strong Forrester,"Mount Elgon, Uganda",Java,"bright, velvety, liquorice, red currant, bakers chocolate",soft,21d55943-15ec-42b7-b36c-22c875a33ee7,2024-01-17 00:03:38
Melty America,"Granada, Nicaragua",Liberica,"astringent, tea-like, green grape, wheat, rubber",pointed,06c8536d-235d-4c06-91ab-18b8a4bc05dc,2024-01-17 00:03:38
The Blend,"Kigeyo Washing Station, Rwanda",Pink Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",deep,b035909b-9e90-408b-9ca5-1c1d461513e4,2024-01-17 00:03:38
Strong Forrester,"Kigeyo Washing Station, Rwanda",Java,"bright, velvety, liquorice, red currant, bakers chocolate",pointed,af4e84e1-aa18-446e-a382-ea4ea645366c,2024-01-17 00:03:38
Melty America,"Kigeyo Washing Station, Rwanda",Red Bourbon,"mild, coating, cinnamon, dill, dates",pointed,5c5ff3d3-78ff-4454-869d-4a2d4286840a,2024-01-17 00:03:38
Melty America,"Mattari, Yemen",Red Bourbon,"bright, velvety, liquorice, red currant, bakers chocolate",soft,01bd1878-23fc-47d2-80a2-398455b20e6a,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",Pink Bourbon,"astringent, tea-like, green grape, wheat, rubber",astringent,b15971c9-d904-4b73-ae2e-834198c7f51a,2024-01-17 00:03:38
Strong Forrester,"Mattari, Yemen",S288,"bright, velvety, liquorice, red currant, bakers chocolate",soft,757a3e8e-b76a-408a-8f5e-7fd407e7abec,2024-01-17 00:03:38
The Blend,"Mount Elgon, Uganda",Pink Bourbon,"astringent, tea-like, toast, cacao nibs, barley",pointed,22c4d37f-29c7-4dfb-aadb-ccde43a78b8b,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",S288,"astringent, tea-like, green grape, wheat, rubber",astringent,73f6adf8-a33e-47ce-832a-51f15d0e0a2d,2024-01-17 00:03:38
Melty America,"Kigeyo Washing Station, Rwanda",Pink Bourbon,"astringent, tea-like, green grape, wheat, rubber",soft,5647b2c9-5711-4a65-8f61-afcd3f274878,2024-01-17 00:03:38
Strong Forrester,"Kigeyo Washing Station, Rwanda",Pink Bourbon,"mild, coating, cinnamon, dill, dates",soft,6db57a5f-f586-460b-9f13-4f445bccd14e,2024-01-17 00:03:38
Strong Forrester,"Kigeyo Washing Station, Rwanda",Red Bourbon,"astringent, tea-like, toast, cacao nibs, barley",soft,95675d73-9403-4f8c-8277-3fa1836aa5d5,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",Liberica,"astringent, tea-like, green grape, wheat, rubber",deep,de245399-512d-48b1-b454-9bb1f55217b3,2024-01-17 00:03:38
Melty America,"Sul Minas, Brazil",S288,"astringent, tea-like, toast, cacao nibs, barley",pointed,fecb7633-9d14-41ba-af1a-d75ea948c66c,2024-01-17 00:03:38
Melty America,"Mount Elgon, Uganda",Red Bourbon,"astringent, tea-like, toast, cacao nibs, barley",juicy,01517a9b-2ae9-4e76-b099-fbf70a1c79a3,2024-01-17 00:03:38
Melty America,"Mattari, Yemen",Red Bourbon,"delicate, coating, sundried tomato, grapefruit, coriander",juicy,946bc9d1-6fc3-4179-a202-2ee44b5bfa2e,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",S288,"delicate, coating, sundried tomato, grapefruit, coriander",astringent,52114217-6081-403f-8424-8f208318df0d,2024-01-17 00:03:38
Major Solstice,"Mount Elgon, Uganda",Pink Bourbon,"mild, coating, cinnamon, dill, dates",pointed,e3afbaaf-f50e-4d22-a0b9-e999dda8f956,2024-01-17 00:03:38
Strong Forrester,"Granada, Nicaragua",Java,"astringent, tea-like, toast, cacao nibs, barley",soft,0a514e3f-5f25-4fc5-b95b-207d951a3c8f,2024-01-17 00:03:38
Strong Forrester,"Sul Minas, Brazil",Red Bourbon,"astringent, tea-like, toast, cacao nibs, barley",deep,f0ce8775-6650-4ecc-af56-659551552459,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",Pink Bourbon,"astringent, tea-like, toast, cacao nibs, barley",soft,ee0c61aa-f2a6-45dc-b9c1-c797dfa59a47,2024-01-17 00:03:38
Strong Forrester,"Granada, Nicaragua",Java,"bright, velvety, liquorice, red currant, bakers chocolate",astringent,0f35a613-06e7-4612-a229-e24fa1db7108,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",Java,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,03220aec-3a6e-4b75-aeb5-233da63cd4dd,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",S288,"astringent, tea-like, green grape, wheat, rubber",astringent,8221f891-c55e-4bfb-bf53-8c6eef9fc1be,2024-01-17 00:03:38
Major Solstice,"Kigeyo Washing Station, Rwanda",S288,"astringent, tea-like, green grape, wheat, rubber",juicy,affc5fa2-762d-4b98-b833-51ac056f1529,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",Java,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,6412be83-bd01-466f-b763-adbea1833880,2024-01-17 00:03:38
American Volcano,"Sul Minas, Brazil",Pink Bourbon,"mild, coating, cinnamon, dill, dates",juicy,90f74189-c3c4-45c7-ab7d-77e30564df4b,2024-01-17 00:03:38
