id,uid,platform,type,os,stack,user_id,dt_current_timestamp
9516,57924f1a-78d2-4c3e-9a8a-158595b776de,macOS,server,Windows 10,"macOS, RHEL",c4a322cf-721d-46f7-8ad3-9ce6d263445b,2026-03-05 09:25:48
8185,bf1f3868-0552-4760-81b3-7f56d3baab2e,Linux,server,CentOS 8,"Windows, Linux",4484d1bc-2c7e-463b-9658-aa68df2f5623,2026-03-05 09:25:48
7041,195f131e-c739-4a77-807b-5e68f3d8e84d,Windows,server,CentOS 8,"macOS, Ubuntu",f6c3b406-8027-473e-ae59-e79bd6cdbd0f,2026-03-05 09:25:48
2075,4b644f1d-fd8d-4f50-abf1-5729dc8eb27d,Windows,workstation,High Sierra (10.13),"Windows, macOS",5c2217e2-dc2b-4b69-ade4-50eb6bf3388c,2026-03-05 09:25:48
2717,45e804ec-2eb3-4c7b-90db-a0a47e61e317,Linux,server,RHEL 7.7,"Ubuntu, Linux",73709089-53b5-470a-97d5-d98d364eb661,2026-03-05 09:25:48
9323,8535bbec-4bf2-4189-9a18-f65941b2858a,macOS,server,Windows 10,"Linux, RHEL",9d089b05-407d-4427-b7ef-b7d8f1f8b9fc,2026-03-05 09:25:48
9933,a916b4b0-978e-4bcf-80a1-cbd172738e84,Linux,workstation,CentOS 8,"RHEL, Ubuntu",11399368-be50-4291-a60a-3d6d8237ab74,2026-03-05 09:25:48
6007,a0889b80-476e-4e8a-b531-7ee293ffe9b2,macOS,workstation,CentOS 8,"macOS, RHEL",1f1282a8-d58f-498d-a469-e22847dcbe8a,2026-03-05 09:25:48
8452,85631289-c09d-49db-a2bf-4fac018c25d4,macOS,workstation,Ubuntu Desktop 18.04,"Linux, Windows",55819234-f199-4d31-afb0-f1d59f3297df,2026-03-05 09:25:48
4060,bfd47a5a-c46a-4b3f-bbcf-0d537f65dc06,macOS,server,Ubuntu Desktop 18.04,"RHEL, Linux",e51c6fae-43cc-49c8-9ed3-566eec2f57a4,2026-03-05 09:25:48
4283,55c337a0-af30-45fb-8c15-bb097e7b8e12,Linux,workstation,Ubuntu Desktop 18.04,"Windows, Ubuntu",9675d9f9-2fbf-44a1-a4a0-7e243f31c957,2026-03-05 09:25:48
8663,c5c795ec-5064-4033-a5bd-de9dee423274,Linux,server,High Sierra (10.13),"macOS, Ubuntu",5cc8bbb6-5310-4886-9a7e-fa396ae49c9a,2026-03-05 09:25:48
3583,74b30b89-2972-480e-bd5d-d87e6c311727,Linux,server,High Sierra (10.13),"Ubuntu, Linux",78a3f447-84dd-4b76-8323-af6c75f348c1,2026-03-05 09:25:48
4496,7c118c7e-bda9-4048-833d-f3db80f57b1a,macOS,workstation,High Sierra (10.13),"RHEL, macOS",9c846483-07ed-4506-9fdc-521c22ca6177,2026-03-05 09:25:48
4907,42afa02a-248a-4ba0-bf07-c3be467f7471,macOS,server,Ubuntu Desktop 18.04,"Windows, macOS",24ec6374-c5b7-47d9-b6ce-2a5d292d4077,2026-03-05 09:25:48
8662,02517cc8-010e-416a-959a-c0dbb9f8f25c,Windows,server,Windows 10,"Windows, Ubuntu",ba4f5227-5679-4f0b-93e4-ddd5957d7e5a,2026-03-05 09:25:48
1284,4eee7c9d-ee17-4060-90e6-ba3860e43a4d,Windows,workstation,High Sierra (10.13),"macOS, Ubuntu",95abc716-3a4d-47bb-95ce-0581027ca531,2026-03-05 09:25:48
7849,0ff1f386-be02-45f5-b34d-b03cd60e2b51,macOS,server,High Sierra (10.13),"Windows, Ubuntu",17bc3e7c-7a16-4b97-8def-6975480d19d6,2026-03-05 09:25:48
8480,05e17ca3-3229-4dc9-8d21-f9f3a443bc0e,Windows,server,Ubuntu Desktop 18.04,"Linux, RHEL",3bbe0f08-b620-48e5-a124-bd309f7f7813,2026-03-05 09:25:48
2585,1324acbb-8eed-42d5-88c1-fab912ec70f2,macOS,server,CentOS 8,"Windows, Linux",2dfd527f-530b-4d85-9cf5-cf9bc0df2723,2026-03-05 09:25:48
9026,9d81bce2-9a97-4f44-ae1f-763f5b03030f,macOS,workstation,CentOS 8,"Linux, Windows",e35da9f9-de77-4d7a-a129-6004e3f2873c,2026-03-05 09:25:48
8431,3ae69062-1a19-445d-99c3-2158a38762d5,macOS,workstation,High Sierra (10.13),"Ubuntu, macOS",b7ccb60f-9fa9-413a-9cdd-13189b926982,2026-03-05 09:25:48
2167,8d7f6b57-7054-4627-a7fd-5e542c617bb6,Windows,workstation,Ubuntu Desktop 18.04,"Windows, RHEL",b7109efd-9046-49bc-8b97-a9edea911f47,2026-03-05 09:25:48
9435,8fe93f9f-797c-4543-8932-6f8ca64320fe,Windows,workstation,High Sierra (10.13),"Linux, Windows",374e1f62-3dcc-4100-9571-14221ece8f39,2026-03-05 09:25:48
6807,ae085a34-4c20-43f2-9184-62fc786fb2b8,Linux,workstation,Windows 10,"macOS, Linux",29de7946-c892-42cd-b6db-b87b10ab57ed,2026-03-05 09:25:48
5758,66eecca4-8d85-4b12-99f6-70d32e92efbb,Linux,workstation,Ubuntu Desktop 18.04,"macOS, Linux",a51d80d2-fc3d-4307-8ca0-dd44854c38a8,2026-03-05 09:25:48
8443,e64207ec-a0a9-4178-9c84-963ba3319b3c,Linux,server,High Sierra (10.13),"RHEL, macOS",54f06b87-53fb-422d-8dc6-8a5bb64dc3ef,2026-03-05 09:25:48
4863,edeaf680-5afa-43c8-a8f5-53ad564a7451,macOS,server,Ubuntu Desktop 18.04,"RHEL, Ubuntu",86b6f12f-6fd0-4f68-b805-ad8a36ef264b,2026-03-05 09:25:48
9375,af0a3335-9fbd-4347-ba19-5469173e1c34,macOS,workstation,Windows 10,"Windows, macOS",4d82bd39-04af-4c7a-b581-6843e7c42aa3,2026-03-05 09:25:48
3997,fc25aef0-1868-4e78-9d32-9ca1de9eeb08,Windows,workstation,Windows 10,"Linux, Windows",1bd669e0-7d26-4463-9913-3bf9e6e14af4,2026-03-05 09:25:48
6856,7d56ec47-5865-4bb6-8d71-651bf59e2481,Linux,server,CentOS 8,"Linux, macOS",25a66ef6-e3dd-451e-a665-0b3450fd6ef8,2026-03-05 09:25:48
3022,5ba6f55d-9dee-4e58-9e80-47eae0925204,macOS,server,Ubuntu Desktop 18.04,"Ubuntu, macOS",a32ed961-7f50-4834-b36f-7e099acfca82,2026-03-05 09:25:48
6222,acc0b60c-42d1-43fc-a053-8cc04a36e5f4,Windows,server,Ubuntu Desktop 18.04,"Linux, macOS",44fb7521-93f8-46f9-829b-9f7bbfa152d7,2026-03-05 09:25:48
6015,48edfa3b-2762-4e5c-a9f0-293b370ef7ff,macOS,server,Ubuntu Desktop 18.04,"Linux, macOS",e0511673-e477-4ad8-bff7-da3be9a5f7a0,2026-03-05 09:25:48
5314,a05b296e-e033-414d-b604-b06378fe496d,Windows,server,Windows 10,"Ubuntu, Windows",09692551-4cf5-4548-b46e-f0ec33cbacea,2026-03-05 09:25:48
1567,550646ca-ffce-46d9-9ad5-2853e873171f,Windows,workstation,Windows 10,"Ubuntu, RHEL",255c9b9f-b24a-4267-b716-3874403e0f31,2026-03-05 09:25:48
2184,5905dcc0-04e3-4157-bab0-786f8221665e,Linux,server,RHEL 7.7,"Windows, Linux",5e6437ec-05c4-44a5-b49a-70983868e8e6,2026-03-05 09:25:48
9373,d3a8cbd9-bcac-4022-8ce7-ff04c7c30a18,macOS,server,High Sierra (10.13),"macOS, RHEL",6cb0afb1-2399-4cdc-9354-85cc621878a7,2026-03-05 09:25:48
8474,c6e9b6b9-1130-444e-a5d4-0dba1e3123b7,Windows,workstation,RHEL 7.7,"RHEL, macOS",01ef68a1-657e-4f3b-abef-1c3d0dfcb2ba,2026-03-05 09:25:48
9742,40eb0e49-0a3d-458b-9e04-aee55bfbed12,Windows,workstation,Windows 10,"RHEL, Ubuntu",4ae160ac-e63e-4e8f-a50f-e0b0c92c5e84,2026-03-05 09:25:48
6380,5a894230-c6ba-48cb-98ac-3e227f812576,Windows,server,CentOS 8,"Linux, RHEL",32dff85f-cc83-403f-b679-85c056c0bd8b,2026-03-05 09:25:48
5760,c34ae0f0-db7f-4c23-92bb-759ce0cddbc2,Linux,server,Windows 10,"RHEL, Ubuntu",32b4cc26-beea-46c2-9b11-142ea5351354,2026-03-05 09:25:48
8581,10e9ac58-a028-4466-a3bf-e397273c1d8a,macOS,workstation,CentOS 8,"Linux, Ubuntu",33869b16-ecd0-45b7-9dfb-3fbdd003083b,2026-03-05 09:25:48
8961,70adf11e-87a1-40fb-9ff4-9c590d244110,Windows,server,RHEL 7.7,"Ubuntu, RHEL",fbc93659-25c5-4838-9602-90259e4fb472,2026-03-05 09:25:48
5839,31918041-ac49-4fe5-8b29-17f4df3cbb14,Linux,workstation,Windows 10,"RHEL, macOS",5dc5e88c-b2da-40b1-8009-db5fa0c7057c,2026-03-05 09:25:48
6512,cbeb23d0-7a4e-4e94-acf1-d71b01f8d137,Windows,server,CentOS 8,"macOS, Linux",7cfd9b90-2073-44c1-8ab6-428141c5b18f,2026-03-05 09:25:48
9645,a5664bbf-b893-4a7c-b54f-b2b87d2d528a,macOS,workstation,High Sierra (10.13),"macOS, Ubuntu",ff177a10-0242-424b-a0b3-5988176fa8c3,2026-03-05 09:25:48
6140,1f834c03-6990-409f-9e64-5278339e33e5,Windows,server,CentOS 8,"Windows, RHEL",ce806746-b155-4324-8ed7-4b573208a334,2026-03-05 09:25:48
9485,0d215bc7-9ce0-4d69-ac9b-00ce786bf324,Linux,workstation,Ubuntu Desktop 18.04,"Linux, macOS",7bca156e-1b9f-4898-8806-e7014b8c04f5,2026-03-05 09:25:48
8233,1baa84a4-da85-4b4b-b0f4-63de214200a8,Linux,server,CentOS 8,"macOS, RHEL",fca809ff-b727-44da-ad86-216ed0b8a1f1,2026-03-05 09:25:48
5743,69d77544-70d4-4732-8d90-7b322bf01144,Linux,workstation,High Sierra (10.13),"macOS, Linux",3950347c-24e5-42c9-abaa-3f691189f8d8,2026-03-05 09:25:48
4889,ee33ea62-ef42-4123-befb-ce5447cf720e,macOS,server,Ubuntu Desktop 18.04,"Linux, macOS",16bc44ba-6cfb-4393-97e8-5f060c55b3d9,2026-03-05 09:25:48
6100,51f77445-be18-4000-b3e6-28e6cad01d12,Windows,workstation,RHEL 7.7,"RHEL, Windows",433463c3-313f-4c87-afd6-f9136463d1c5,2026-03-05 09:25:48
4799,21fe9be4-764c-48fa-99dd-e115848d31d1,Windows,workstation,Ubuntu Desktop 18.04,"Ubuntu, Windows",1ed1533f-10e9-4520-a002-2f1008a9757a,2026-03-05 09:25:48
9309,fd73b76d-420e-4bbc-bcdc-65407cb65c3c,macOS,server,CentOS 8,"macOS, Linux",6f7f052d-0a84-42cf-9a6e-dc3c7b6f7acb,2026-03-05 09:25:48
3238,0b676701-1b0b-43b9-819f-0edafcd7fa24,macOS,server,CentOS 8,"Windows, RHEL",083007f6-ca14-405c-a191-92fea7d68cbf,2026-03-05 09:25:48
4194,c5dd5ae8-4574-4e52-9fb2-5d85c3a09ad4,macOS,workstation,CentOS 8,"RHEL, macOS",cae4eea0-39af-4787-9b27-db69ebe3bee5,2026-03-05 09:25:48
7097,28d53ec3-b4bd-4753-a4c4-83a134b400e5,macOS,server,High Sierra (10.13),"Windows, Linux",b019149e-15c5-451f-b8ae-9dbe668225a5,2026-03-05 09:25:48
8933,baa6f056-f3e0-46cc-8f1f-ff9d06eea07b,Windows,workstation,High Sierra (10.13),"macOS, RHEL",d980befd-4dbc-449d-a860-ae795fe725a8,2026-03-05 09:25:48
9423,7cce91f0-13c1-42d7-bec4-2ff21629fad6,Windows,workstation,Ubuntu Desktop 18.04,"RHEL, macOS",66b9b505-5efa-4031-a98e-30cb46a89153,2026-03-05 09:25:48
6924,b6c11338-c9d3-48b1-adb8-2ab56aa2bb5e,Windows,workstation,High Sierra (10.13),"Linux, Ubuntu",2ad5b2f2-d556-4456-95f8-8d92a85ba2d7,2026-03-05 09:25:48
5288,1bfa0c26-ab36-494f-ae95-5e08c33a9df4,Windows,workstation,RHEL 7.7,"Linux, macOS",a51a683c-4e4f-4152-952c-78bf0a9f72ad,2026-03-05 09:25:48
8281,ab7264c9-43d6-4c6f-8dc3-90ec96de3cbe,Windows,workstation,Ubuntu Desktop 18.04,"RHEL, macOS",0d2b9005-e221-420f-8ff4-ee491f3b4243,2026-03-05 09:25:48
5048,2a690758-be7c-467a-b9fa-c167df021492,macOS,server,Ubuntu Desktop 18.04,"macOS, Linux",3938819e-6fbe-4825-a910-3ae6762f4b1c,2026-03-05 09:25:48
9523,7bc1fafe-b18b-4057-915d-5475aaff03fb,Windows,workstation,RHEL 7.7,"RHEL, Windows",3fd17dc7-4f03-4e03-9940-7e1d61deeb33,2026-03-05 09:25:48
7172,3c263544-3e66-4eed-91a3-ae795e486b68,macOS,workstation,Windows 10,"Windows, macOS",6c567a01-a98a-46ef-9818-abe30df3476e,2026-03-05 09:25:48
2918,b132733d-111e-4808-8b56-4714c6e2566d,Linux,workstation,CentOS 8,"macOS, Windows",a8ccf3b0-2cb1-4f75-a71b-308a88662f6e,2026-03-05 09:25:48
9025,a8f1baff-b5bc-497c-bc7f-4726ee77aebe,Linux,server,High Sierra (10.13),"Linux, RHEL",992e8fca-bcfd-404e-b5d1-566cc8a0364e,2026-03-05 09:25:48
3561,750a67e3-fac7-4d00-afa2-a60099ece0e9,Windows,server,Ubuntu Desktop 18.04,"macOS, Windows",8fb82026-71c3-4b3c-8ddb-abb468e7ac15,2026-03-05 09:25:48
3596,5a238147-694b-4877-976f-2fda1444c565,macOS,server,Ubuntu Desktop 18.04,"RHEL, Windows",df58b874-2371-423f-8d62-66764a5edbab,2026-03-05 09:25:48
6919,0ff21c44-2e7e-4aa8-95db-e8141e1dd202,Windows,server,High Sierra (10.13),"Ubuntu, macOS",d2578561-28e5-4325-a6e9-8423e04d72d3,2026-03-05 09:25:48
4234,acdaaab5-e8cc-4035-8722-f2a33b787e58,Linux,workstation,Windows 10,"Ubuntu, Linux",8bced1cf-0a34-4696-80a7-bcd12b70edb3,2026-03-05 09:25:48
3558,c728740e-4c60-47fa-9488-22b5e4934896,macOS,workstation,High Sierra (10.13),"Ubuntu, Windows",1a79c9f6-c676-4d77-86fe-b97ecf62b367,2026-03-05 09:25:48
5631,1d10b991-e434-474f-bd16-69ee7713aea6,Windows,server,Ubuntu Desktop 18.04,"macOS, RHEL",06e0715d-576c-4387-a3af-414d436f7ae1,2026-03-05 09:25:48
5908,514b282b-253b-44b1-bcb6-3b324a18a378,macOS,server,RHEL 7.7,"macOS, Ubuntu",b9651ae5-2a99-45e5-b9e2-9ff18387b7c2,2026-03-05 09:25:48
3746,7e8931b3-b063-494c-a68b-da6ae597d7b1,Windows,workstation,Ubuntu Desktop 18.04,"Ubuntu, Windows",27ce3d22-64e2-4451-be99-6c5a281d88ec,2026-03-05 09:25:48
1259,f43a2902-3e42-4602-9c68-463be50bec7d,Linux,workstation,CentOS 8,"RHEL, Ubuntu",e24ac637-612d-42c9-a1b2-d77061109763,2026-03-05 09:25:48
9616,ae53220b-188d-4f75-ab47-a5237a7e59c8,Windows,workstation,Windows 10,"RHEL, Windows",d1ba9577-7ea7-4870-aa38-632a88bfde5f,2026-03-05 09:25:48
6630,5635d5a6-f211-49ae-8b32-a65d6f3cccab,Linux,workstation,RHEL 7.7,"RHEL, macOS",c1789ded-91aa-4c15-9fcf-4d221dd88db4,2026-03-05 09:25:48
4249,bbc43e50-0b7a-48be-ab80-0385084dd133,Windows,server,CentOS 8,"Linux, RHEL",223f19d0-b24d-4636-87a0-7868f05cb6fe,2026-03-05 09:25:48
1766,3e150220-3e0d-4f69-ac44-404a1dded018,Windows,server,Ubuntu Desktop 18.04,"RHEL, Windows",39837223-d196-405b-b09a-ca466e1869ab,2026-03-05 09:25:48
9353,c9b8e76c-996f-4b6f-81c6-3bd3f59170e3,Linux,workstation,Ubuntu Desktop 18.04,"Linux, RHEL",db15767e-21bf-40f0-b2b0-33f2a92ae8ae,2026-03-05 09:25:48
2616,37561489-8b41-4917-8dad-90fd929523f1,Linux,workstation,Windows 10,"Linux, Ubuntu",852a3c88-1f07-4b94-8483-4d12b06d65b5,2026-03-05 09:25:48
2949,652f8dba-56e5-407c-b66a-ddd808cb1d75,Windows,workstation,Ubuntu Desktop 18.04,"Windows, RHEL",fc09bfdf-ba85-4c50-9ef5-652271d7b84d,2026-03-05 09:25:48
4092,61f212fe-1d8c-43c4-961b-57ac29957e69,Windows,server,CentOS 8,"Windows, RHEL",66f87020-4e03-48a3-ac3f-fad6caeef7e8,2026-03-05 09:25:48
2036,a4f63d72-80bc-4bef-ab11-ec532b548b04,Linux,server,RHEL 7.7,"RHEL, Ubuntu",d9bec4de-0272-4298-8d3b-8977f8fd1558,2026-03-05 09:25:48
7441,4ff9e7cc-7841-4bc2-864c-f33a118eda45,macOS,workstation,CentOS 8,"Ubuntu, Windows",8255f5c8-0a18-4d79-a46b-f72c8c03a583,2026-03-05 09:25:48
1532,fd082746-0732-479b-ace2-e4e3f44cec1a,Linux,server,High Sierra (10.13),"Linux, RHEL",87ac9eb9-21cd-4717-b315-b61291ef6e88,2026-03-05 09:25:48
9140,ddb03914-66fc-461d-a63e-ed8c9c2068fe,Windows,server,High Sierra (10.13),"Linux, macOS",1f11aa65-f8c5-4293-b142-82fc74287c75,2026-03-05 09:25:48
6324,8dc17957-20f3-48c0-ba3b-8f4d00a05432,macOS,workstation,RHEL 7.7,"RHEL, Ubuntu",2116cc24-add6-4e94-87ea-bc8c8f2029d7,2026-03-05 09:25:48
5799,dc47412d-0521-4692-b84a-d0187d833cee,Linux,workstation,RHEL 7.7,"Windows, Ubuntu",d760518d-843b-477a-adc2-e4ab371b0fc2,2026-03-05 09:25:48
7206,985be704-5c9e-4570-a0d0-2a59422affa4,Windows,server,Ubuntu Desktop 18.04,"Ubuntu, macOS",021629cd-c48e-4e89-833b-181e8ba67a10,2026-03-05 09:25:48
3841,a57147c9-1b92-47dd-ad6e-4d9b6bc3ef63,macOS,workstation,CentOS 8,"Ubuntu, macOS",88611404-a4cb-40d8-834d-a850ac25d438,2026-03-05 09:25:48
1132,e7ce37c5-346c-4f43-ba5d-2c5fee79e3bb,macOS,server,Windows 10,"Windows, Linux",0c562ae8-bdd4-4131-b64d-2c1282c946ea,2026-03-05 09:25:48
6839,aba6c615-0d03-4448-af57-7034852ec864,macOS,workstation,Windows 10,"Linux, Ubuntu",4e452efc-55e7-456f-901e-b1fe32c62489,2026-03-05 09:25:48
4628,0b07fe2b-3f9b-476d-ac2a-0aa5d2204a2b,Linux,workstation,High Sierra (10.13),"RHEL, Ubuntu",17aec680-7828-4743-9393-4fef113c1116,2026-03-05 09:25:48
7017,34af778f-da83-4990-99b7-9aefd03fd830,macOS,server,Ubuntu Desktop 18.04,"Windows, RHEL",1d6b75af-e8a8-4f3c-b92d-c08b7747cb2d,2026-03-05 09:25:48
1779,55b5a4cb-9179-4e01-89d7-b5cd74728e92,Windows,server,Ubuntu Desktop 18.04,"Windows, RHEL",cdcc5bdb-a0f2-4a8b-b8f9-b3bf2330f6c4,2026-03-05 09:25:48
9946,96d8fdc6-cd7c-4e3d-bf9b-8f91ebe91fed,Windows,workstation,Windows 10,"Ubuntu, Linux",9b6a1a7e-65b6-4fd3-b722-79eee889fd18,2026-03-05 09:25:48
4691,eb4a42f2-6863-4143-b517-583cea4d2797,Windows,workstation,High Sierra (10.13),"Linux, Ubuntu",83f8c03e-b45d-43be-a813-f85d75e59e8d,2026-03-05 09:25:48
5701,5b1ee01a-0286-4aae-81b9-eb0801674300,Windows,server,Ubuntu Desktop 18.04,"Linux, macOS",132a25a4-67d7-4f50-8fa4-1f91ac5d4570,2026-03-05 09:25:48
8533,094af603-542b-4493-8307-a18dde8aa939,Linux,workstation,High Sierra (10.13),"macOS, Ubuntu",6f1a8c77-3660-415f-9b6e-33036c63cc5d,2026-03-05 09:25:48
9058,92d9b5c4-2a03-40d5-ab29-6fcb434a5e3c,Windows,workstation,Windows 10,"Windows, Ubuntu",0d02977d-3ff5-49a1-99be-a4091df21eb6,2026-03-05 09:25:48
2611,511a6774-b38a-4173-8d8d-bb24d07b8416,Windows,workstation,CentOS 8,"macOS, Linux",4fa19018-e28c-407f-b52c-d9a13a4c427b,2026-03-05 09:25:48
5993,f3bb66e9-7eae-47cb-b265-f0023fba0954,Windows,server,RHEL 7.7,"Ubuntu, Windows",0cd3a59e-e935-4a48-8c6c-aea151e02798,2026-03-05 09:25:48
6261,eb406745-5223-4739-9223-faac3590deb0,Windows,workstation,CentOS 8,"Ubuntu, Linux",69ea0dc4-5908-489f-9c48-1c5ac50c52b3,2026-03-05 09:25:48
1310,0f5291c6-30e7-46e1-b73a-e2bcb7b399b6,macOS,workstation,Ubuntu Desktop 18.04,"Windows, Ubuntu",ae0735e0-9feb-4ce1-b4bd-cc8340a20317,2026-03-05 09:25:48
9682,1b9c146c-0099-4604-9d95-510a8cbf9b4c,Linux,server,Ubuntu Desktop 18.04,"RHEL, Linux",e482907d-9ddb-479d-ba91-73a029b2d182,2026-03-05 09:25:48
8513,309f5037-a048-456e-911d-3ccba1651243,Linux,server,High Sierra (10.13),"Ubuntu, RHEL",286cff7d-341d-4ce6-93d9-03613b51540c,2026-03-05 09:25:48
2541,15e203a3-bbde-44af-8dac-ed0c6d087227,Windows,workstation,High Sierra (10.13),"macOS, Ubuntu",95dc3cf7-6275-49e6-9992-e37e7ae08113,2026-03-05 09:25:48
9953,fb064555-f3d3-4749-a790-57e60c38f15f,Linux,workstation,RHEL 7.7,"Windows, Ubuntu",f854aae1-2441-4827-9da4-4db48f04af10,2026-03-05 09:25:48
4317,3fc59ae3-eabf-4dfd-8942-91a2d9bf0685,macOS,server,Ubuntu Desktop 18.04,"Ubuntu, RHEL",8686c82d-3888-43ee-8e37-59f062c3351a,2026-03-05 09:25:48
4338,8cfa7bbc-615a-495a-be14-8238d9730420,Windows,workstation,RHEL 7.7,"macOS, RHEL",d3422be7-99f5-465a-8684-fcd663587b4b,2026-03-05 09:25:48
7722,94559a16-04e8-4c88-9a44-ce7afa17c169,macOS,server,CentOS 8,"Windows, macOS",b45173fb-85ee-4514-afb1-5cf74d548080,2026-03-05 09:25:48
3506,5e201cde-b22f-40bc-8db2-315410755d6f,Windows,server,CentOS 8,"RHEL, macOS",f68a94a1-2d33-4cad-bb62-aa4f2a3f1719,2026-03-05 09:25:48
1852,21d2227c-28dc-4d0b-a1c7-6dd258de2b0f,Linux,server,RHEL 7.7,"macOS, Windows",5e895dad-cd6e-41b2-8e5f-b0fb4a970376,2026-03-05 09:25:48
2191,dea42929-223c-4d7b-ad9d-231384a66fb1,Linux,server,High Sierra (10.13),"RHEL, Ubuntu",07bc2e51-4465-492c-9466-f3ee1a50775d,2026-03-05 09:25:48
8913,b0d795b0-16c3-4dce-a3f3-2abf892979b4,Linux,server,High Sierra (10.13),"RHEL, Linux",46a54796-6193-47d5-97bd-e3f05ccdf327,2026-03-05 09:25:48
5861,ed3088e1-be28-409e-8069-70f782032a7c,Linux,workstation,Windows 10,"macOS, Windows",4a9c6fda-2ab3-4850-84e6-22d52c10145a,2026-03-05 09:25:48
9645,88aa9379-7027-4b0b-af5d-3c572017c940,Linux,server,Windows 10,"macOS, Ubuntu",6d80065b-394f-4b29-93e8-cdea8aa5929b,2026-03-05 09:25:48
2899,fc3e534a-3143-42bf-935b-4614d2597e6a,Windows,server,Windows 10,"Ubuntu, Linux",d1363173-d05f-40e1-b02d-032ad7771472,2026-03-05 09:25:48
2780,39a09bf8-178d-469b-a4a9-798f85e663bb,macOS,workstation,High Sierra (10.13),"Linux, Ubuntu",5bc9e7fe-8d87-4bc8-a8e9-06afbb0ce267,2026-03-05 09:25:48
2465,f3007da3-729b-4c3c-9c86-3eae7e068f92,macOS,workstation,High Sierra (10.13),"Ubuntu, Linux",50c0bf8f-12b8-4366-897d-eb5f5cb7f6f6,2026-03-05 09:25:48
6830,9b1d7bcd-4a89-44e1-b8c0-84e6377c1bde,Linux,server,High Sierra (10.13),"RHEL, Windows",5e265986-849f-4b9b-b2bd-9a9f701ba061,2026-03-05 09:25:48
4097,cbf6b36a-92fa-484d-81f7-f04a9e2e178f,Linux,server,CentOS 8,"RHEL, macOS",97a82b4d-8ed2-48c1-925e-cbf7c907c18d,2026-03-05 09:25:48
8781,ad25f8bd-85db-4d90-af01-501f84f33259,macOS,server,Ubuntu Desktop 18.04,"Linux, Ubuntu",62ba0c79-058d-40a6-8f59-a9aa1619666f,2026-03-05 09:25:48
