id,uid,build_number,manufacturer,model,platform,serial_number,version,user_id,dt_current_timestamp
2874,27df6855-4bc6-4a06-b495-d0473ada6263,463,Apple,iPhone X,iOS,ztlsyARtD3vUZ38i,905,0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 17:09:35
3723,1680a760-48c1-4b2b-8d58-ccb76341b683,289,Apple,iPhone X,iOS,3DRQG9BuT5ImlJsT,571,b33913f2-cbe9-4132-8a02-c4f5d4ee643d,2024-01-17 17:09:35
5286,4620f3a9-5509-47fe-9560-f1f32da5ece8,160,ASUS,VivoBook,Windows,jjadTdXwgL4nXMNm,412,77d3d2ab-58ee-4964-b232-6bdc472bdc6e,2024-01-17 17:09:35
1615,8d65eff8-8a3a-4ff8-967c-650d83ea578d,209,HP,ProBook,Windows,orljNhlCNlA1nja9,113,cc2c1ce6-898b-45e5-a778-07d58e619a67,2024-01-17 17:09:35
8812,1db8eb8a-ba1a-45c7-92f1-7910a5b065eb,151,HP,EliteBook,Windows,kkXiJwTUrwvN9Vm8,722,95a32c11-aea4-4b18-b42c-e3e83fd1bb7e,2024-01-17 17:09:35
1337,b79ebb22-23f2-4b84-ab7e-38f231de49af,266,ASUS,ZenBook,Windows,qdS6pVIfSL1wziHx,149,06d06416-ec8c-4d6d-addd-7247eb000ec1,2024-01-17 17:09:35
4566,1e34933c-edac-41ca-af0f-2582c073a267,209,Apple,iPhone 3GS,iOS,WbOPoIBvkAu7qpZ1,758,4b809d6d-7e9b-4382-aecd-c2c5134c955d,2024-01-17 17:09:35
5583,541938de-7876-4226-81b0-09c59be467ef,374,Samsung,Galaxy Note 10,Android,XZyDCttRpEOXWKjr,312,1dc6149a-d366-4b25-99aa-7000cb185432,2024-01-17 17:09:35
2620,3a7938aa-f115-4455-acd2-a2c51391f26e,255,Google,Pixel 5,Android,RvXw7oQGoTTeyEg0,270,fad3a13f-fbc6-40ac-8146-c0b1acb4ee1c,2024-01-17 17:09:35
5719,000c6834-ea8c-46f6-b389-a443190c3555,83,ASUS,VivoBook,Windows,3wljM9bBPKOoKsEJ,200,f7a9c783-6e7c-42a6-91b4-123acb4fb8cb,2024-01-17 17:09:35
8039,bb8ed0d3-d2be-4290-8837-f6878ebe8873,184,ASUS,VivoBook,Windows,3CKEI2caj51QBwQm,542,944d7a59-625a-4ff3-837d-9386d77401de,2024-01-17 17:09:35
6112,1b8594fd-8ac2-4cd4-a639-e8dee148f488,455,HP,ProBook,Windows,xdPhRn6scmFVuNkv,410,50f6338f-a125-4eaf-8251-5edbd966e385,2024-01-17 17:09:35
7105,517ba409-6244-42b1-b94f-5f981f3fc6ea,156,HP,ProBook,Windows,s2hcIXpBS6Inh3dZ,242,ed2dadda-09ce-4e94-9107-f99e1ed8c9a6,2024-01-17 17:09:35
2577,8014eacc-9942-4d67-bdcb-88d072ea0090,65,Apple,iPhone 3GS,iOS,PME4Fn28zsS6fR2e,820,d9202a07-30c6-4b45-b45d-8cceefb766ee,2024-01-17 17:09:35
3473,5cbe1637-45d4-45b1-baa2-33ca0fea14ad,296,ASUS,ZenBook,Windows,LxY0lmHQfOAw4C9Q,165,2442dec7-3a87-4d94-aa23-ab44c76b4d5f,2024-01-17 17:09:35
4005,f4f6c0d8-581e-41ad-b9e3-2d1dc5539e4e,172,ASUS,VivoBook,Windows,sL0WzPRBPy2nEWPH,182,ce615021-431d-4a20-aeaf-d8e37330dd25,2024-01-17 17:09:35
4920,9299f8fb-d258-4698-b1a2-92031b2fbf21,165,Samsung,Galaxy S10,Android,vHoTBLIDHMgeKuTr,723,2a7de911-4ae0-4dbc-927c-fc5523a2eb01,2024-01-17 17:09:35
9144,79378760-5076-48dd-9688-355615c31dfb,363,Samsung,Galaxy S10,Android,OaWNqzZjbTDEH3eB,311,a9bffb59-1fd0-491d-baf2-89dcf68f15d5,2024-01-17 17:09:35
2079,bba3aafa-54f3-4aa2-8ae9-ad6cd2b7bb74,308,Apple,iPhone X,iOS,uUcF9oHWCrir3Xil,878,59419a33-0f7e-4ff5-abe7-53284898c612,2024-01-17 17:09:35
2840,1e0acbc9-c08b-4730-8d9f-f384ea157da6,352,HP,EliteBook,Windows,xrEoUdXSx4kKZeRe,836,4c32e9e1-a951-4bbb-9a47-81c15d4b4097,2024-01-17 17:09:35
5845,4931fcab-7b2e-44d3-9ccf-d159a0d50dcf,114,Samsung,Galaxy S10,Android,pBmfvbnO0akK3AYm,848,7922e6ad-46c0-45da-90b3-4a8cd0852530,2024-01-17 17:09:35
4410,2e1c8e05-55dc-4ca7-821e-6312915c91a3,355,Google,Pixel 4,Android,ejQsRVRx3R5VEEA0,272,3ae1c98e-64c0-4fc3-996a-0e58439af6fa,2024-01-17 17:09:35
7471,c86504f2-e4cd-495c-8f8a-1f52910955b4,367,Apple,iPhone X,iOS,CHHm7Vl7ykyX6xD9,866,6a780881-dfc3-4415-86c9-59213928e572,2024-01-17 17:09:35
4166,1af02a4e-5cca-4e5a-b1f0-1176b6c67cf8,113,Samsung,Galaxy Note 10,Android,LAxo6b4B6JJMMUUP,780,40869200-b277-4cdb-aa65-1847690673a1,2024-01-17 17:09:35
9677,feaffcc7-ad0e-4756-8142-0fc60545c9a8,113,Google,Pixel 4,Android,7UFfsddsNWjUmJIb,603,cfce04f8-575d-484d-909a-c3bb896c7d3e,2024-01-17 17:09:35
5131,fc30dac6-40f2-4fd5-8ae7-16ca9d622dbe,66,Google,Pixel 5,Android,uW0Z6ASn4VsXsaVu,274,f8161cd7-09bc-4a67-8a60-7f3ca5e3a873,2024-01-17 17:09:35
2254,089e55fc-d64d-48d6-9ed3-2f76c907569a,375,HP,ProBook,Windows,bufTtY2TRVhxtkK5,456,8b544838-169e-4dce-a186-a5f837390bc4,2024-01-17 17:09:35
6644,dc0fcae1-a71c-434f-b629-bc61abcae405,134,ASUS,VivoBook,Windows,F3DNa0WkkN9VX33g,852,6f286029-f95f-45a5-ae77-6f74fea34c65,2024-01-17 17:09:35
1166,819a247b-3c51-46d6-bcc0-c4c4bff22224,198,HP,EliteBook,Windows,chVCzKx0tqhhClsQ,717,f41b947d-7d9e-4277-b76f-0ff107e1c68f,2024-01-17 17:09:35
8253,4fdefaf8-8cb4-4a48-9de0-0713cae7a2f6,274,ASUS,ZenBook,Windows,VNEocbhjl3EUktCA,164,fd733daf-21b0-4109-b609-28870a53fff5,2024-01-17 17:09:35
1084,f43146d7-9a1e-4dd4-bfb9-438085784d9f,494,ASUS,VivoBook,Windows,ogrJxfa7YhEjKmgJ,509,9704d1a5-b350-430e-a742-9a12eeb4e9b7,2024-01-17 17:09:35
2088,5ae7524c-8204-495e-83b0-847afa10349a,140,Apple,iPhone 11,iOS,4IWjMScqH5qCExHt,814,24eeea71-316e-4492-bc39-9a2a5b9c0011,2024-01-17 17:09:35
4369,17af23e6-365e-4acb-a1d3-5ad315927a74,67,ASUS,ZenBook,Windows,BbxLecvi6Tr9H9l1,118,8b9e6a5a-d904-4f5f-bfe5-78ddb793653a,2024-01-17 17:09:35
8627,387aafb8-0267-41be-a115-02d2c2bd83cd,233,Apple,iPhone X,iOS,Rf4UsOPlj7H37WCX,641,5981e045-a62b-4df9-8c92-2baac45a9fc5,2024-01-17 17:09:35
8448,a3afc859-d23d-45a2-9d33-122a3823d377,372,Samsung,Galaxy S10,Android,UknXA4wRlVVkupqN,159,124a2070-33d7-47c7-bcbe-2d0b3a6c5611,2024-01-17 17:09:35
8240,c7d05079-e4cc-4b37-8e8f-0015704e5921,442,HP,EliteBook,Windows,PyYKABsyhNJ6vMC3,185,ebfb555c-c899-423d-98e0-cd5543937377,2024-01-17 17:09:35
2281,20ec2c75-e3d2-47e2-b063-8f48227b25f2,458,HP,EliteBook,Windows,gDNxgYXTIbLVKCby,969,471248e9-df80-4992-82d9-50c544700983,2024-01-17 17:09:35
8750,4b272921-932a-4cb0-a44b-baec96808c45,186,ASUS,ZenBook,Windows,rRPyCCu5xPGItFeV,771,4e230943-0634-489f-9e62-d25730853e45,2024-01-17 17:09:35
2356,f3b9b075-54a4-4fdf-aa59-3125517151b2,105,Apple,iPhone X,iOS,n8lS7TeKn8lrS8M7,744,02bbefc4-401a-47e4-8462-dab274e41f40,2024-01-17 17:09:35
9472,c0c62d4c-45b4-4130-a0b8-044be3b0284e,367,ASUS,ZenBook,Windows,yT4F8Zq6Q8zUpITO,426,16c8232d-4a88-4237-8d9d-3d67dba8f2df,2024-01-17 17:09:35
7307,6dc2d9d6-5174-474b-a44a-bf727291d29c,363,ASUS,ZenBook,Windows,0UgGiTKFaEbMo8yO,429,788478b5-ffa7-4fbe-b814-b99a50f1a1c4,2024-01-17 17:09:35
9226,cc1373d8-ece8-4376-ab17-aec7b41ea75b,71,Google,Pixel 5,Android,u3mFqJiSUb45AWc3,374,bf425931-2a98-4096-97ce-5a6ab4da9c94,2024-01-17 17:09:35
9725,674d5ad9-78d7-4154-8866-63d39850a697,250,ASUS,VivoBook,Windows,PiGV3gikXndULLUj,625,2b4dccd5-be10-402f-a9e7-aa63f144ece8,2024-01-17 17:09:35
1461,cca18225-b682-4c62-b28f-5e0adfa32812,281,Samsung,Galaxy Note 10,Android,51XwBxzQkdoBUOkN,939,802dd58d-1410-4b2b-8449-8db2aed8db27,2024-01-17 17:09:35
5051,fb6fdc7e-89b2-4ed7-a407-80d42aa63dc3,154,ASUS,ZenBook,Windows,Qxm7lvUR00eSRSg1,882,42f6b369-0428-4bc9-a298-5394b44ccd7f,2024-01-17 17:09:35
4840,dc8f0aec-075f-4776-b848-a87d222f3d98,237,Google,Pixel 4,Android,JcXM7aqxyV0jzpfR,576,6abd0b7b-abcd-43ce-a52d-d1b4d1d1873a,2024-01-17 17:09:35
5447,9903a236-3fa1-4e33-aa7b-09471ffb6cc5,60,ASUS,ZenBook,Windows,Fv8u9eToHqSaqkzA,719,498b821d-ec61-4094-a11d-63b5f9479638,2024-01-17 17:09:35
9421,97a5ddef-f0eb-44df-b9bd-cbc4d3525818,363,HP,ProBook,Windows,PssJCi3DrIL35P2y,267,5f425ecb-65c4-46a9-a190-6a68e8c55418,2024-01-17 17:09:35
9037,38221e52-a0af-4b8b-9f81-50d6a0af5696,360,Google,Pixel 4,Android,xK4mh7uk0meD9kfA,148,167120fc-aa57-495f-95c2-3fde36d48071,2024-01-17 17:09:35
3020,0ac8b64d-6074-4e5a-9cfa-fca4a7e20a4d,258,Samsung,Galaxy Note 10,Android,eellL08ob7KKsHd6,376,1a3f04d0-f558-420e-a98f-520ea9b99e9f,2024-01-17 17:09:35
2767,2f4b3ed4-dd9e-446f-ac5b-716f46a7111f,249,Apple,iPhone 11,iOS,tjg4AOBrf5BRYGVp,988,6a1ca0dd-c1f2-4041-bb89-f2b464995c94,2024-01-17 17:09:35
8918,30a6f4e3-4984-4d37-8c15-5833fb908a38,393,Apple,iPhone X,iOS,sMhNgaEY2F00UrPu,745,1349a254-2315-4b03-8d00-78916c2539a6,2024-01-17 17:09:35
1922,ec895781-a945-46a2-873d-e1bb46bf21fe,150,Samsung,Galaxy Note 10,Android,p3DR9Z3wFytvjnoF,766,560d5e99-5c01-478e-b7fe-d9ee9942762d,2024-01-17 17:09:35
9189,064b320d-1cc8-4f8b-83b6-4d3ee496e779,173,Google,Pixel 5,Android,x8BOkcX9W8MzOKzn,824,726a2cd8-d431-4757-bf84-8f4be8eb095f,2024-01-17 17:09:35
7935,042d112b-8ad7-43bf-94e4-f52b1f086790,267,Google,Pixel 5,Android,H8rW7TnqDRCEiaEk,950,2330f58a-3274-494a-9106-576aca118a22,2024-01-17 17:09:35
3105,61542bc9-1325-4f39-9e2f-59dfe5bb1972,117,Samsung,Galaxy S10,Android,JvWpghEUrs5bL74a,630,446332d9-6e5a-4911-ae86-8685f75c63ef,2024-01-17 17:09:35
7936,c4fff412-76f1-4e6e-ab9b-7d539ed51dde,335,Google,Pixel 5,Android,JGgwcTxZZ6iqYRTn,360,21d55943-15ec-42b7-b36c-22c875a33ee7,2024-01-17 17:09:35
7543,dfc966b3-a609-451c-8f00-4ac0cd5c5303,316,Apple,iPhone 11,iOS,RpKY6LvqnMopWix3,929,06c8536d-235d-4c06-91ab-18b8a4bc05dc,2024-01-17 17:09:35
3476,8fddb92f-f7c4-435b-8217-98f3de1964a4,105,HP,ProBook,Windows,8DPHrFw9hRhIx52X,549,b035909b-9e90-408b-9ca5-1c1d461513e4,2024-01-17 17:09:35
6393,1b0da7d7-dc01-4a04-9f18-f5b4320e4d6e,445,Apple,iPhone X,iOS,oFLfhMqFoBiyuJxS,436,af4e84e1-aa18-446e-a382-ea4ea645366c,2024-01-17 17:09:35
6846,6bceee3f-fcb5-4374-9d6a-3cfc8f2892b5,479,HP,ProBook,Windows,5BDw9DBluWuEgyPG,407,5c5ff3d3-78ff-4454-869d-4a2d4286840a,2024-01-17 17:09:35
2287,715616b5-2253-4fb0-bb88-954548f0af51,220,Samsung,Galaxy Note 10,Android,QwY6xezXsiTtQDhD,890,01bd1878-23fc-47d2-80a2-398455b20e6a,2024-01-17 17:09:35
7742,f4916bac-72c4-44b1-a293-29fdc0c0f3d5,276,Apple,iPhone X,iOS,8D42OEFvfGdYN0k0,834,b15971c9-d904-4b73-ae2e-834198c7f51a,2024-01-17 17:09:35
1059,bec9a416-768b-4509-adba-572ebbb47225,317,HP,EliteBook,Windows,sEjGiNpsSFtxNw8g,962,757a3e8e-b76a-408a-8f5e-7fd407e7abec,2024-01-17 17:09:35
3139,1d9222fd-4f3e-4f81-a496-644bee96f136,131,Google,Pixel 4,Android,HbzGO36ZRrNioBpM,871,22c4d37f-29c7-4dfb-aadb-ccde43a78b8b,2024-01-17 17:09:35
6559,366f09ef-d1c6-4ad5-b810-c165c47004af,273,HP,ProBook,Windows,jy0lYIuzTK7SYMb0,448,73f6adf8-a33e-47ce-832a-51f15d0e0a2d,2024-01-17 17:09:35
8399,f6270e86-8804-479d-9ce6-522555760c88,298,Samsung,Galaxy S10,Android,2hovb9gkXoF7OKo5,323,5647b2c9-5711-4a65-8f61-afcd3f274878,2024-01-17 17:09:35
8695,dc4a03a1-237d-4bb9-a78d-0453d47871fc,208,Apple,iPhone 11,iOS,3WuzBI1jCMonjCqA,204,6db57a5f-f586-460b-9f13-4f445bccd14e,2024-01-17 17:09:35
9674,b0d2edcb-4159-4b96-9311-e0f58e8fb44c,365,Google,Pixel 4,Android,nMQA5CL2rIRcX0TK,723,95675d73-9403-4f8c-8277-3fa1836aa5d5,2024-01-17 17:09:35
2311,45625250-3923-405e-8c7f-ef1109b96928,257,HP,ProBook,Windows,3W6kI4fitUY2mWmG,512,de245399-512d-48b1-b454-9bb1f55217b3,2024-01-17 17:09:35
3106,3cfde782-0a28-4968-81e4-3757b7d30cb9,216,HP,EliteBook,Windows,iYidRPooF5gvduxt,955,fecb7633-9d14-41ba-af1a-d75ea948c66c,2024-01-17 17:09:35
1014,fb9c45b1-e9ec-4e4d-8db3-2754951fc971,261,Apple,iPhone 11,iOS,IulaHgMfF1NfCAQ6,913,01517a9b-2ae9-4e76-b099-fbf70a1c79a3,2024-01-17 17:09:35
1588,25948784-1fd6-4b45-883c-0cae804d138d,408,Samsung,Galaxy S10,Android,LbHscYzzpwtOAjpM,575,946bc9d1-6fc3-4179-a202-2ee44b5bfa2e,2024-01-17 17:09:35
1419,ee83ac0b-d3c2-494d-9f93-253d6fa6c039,299,Samsung,Galaxy Note 10,Android,fGKNBe0j1Ppd0Irw,496,52114217-6081-403f-8424-8f208318df0d,2024-01-17 17:09:35
9096,e0e15581-a307-4830-a8d2-15c59ed88e84,462,Samsung,Galaxy Note 10,Android,ng4tGtvWBVaZNk9c,897,e3afbaaf-f50e-4d22-a0b9-e999dda8f956,2024-01-17 17:09:35
2442,e8bb0fb3-9af3-4ad9-82f4-1c56b9f0212e,270,Google,Pixel 5,Android,NCAHZrDSTCy2TPLo,637,0a514e3f-5f25-4fc5-b95b-207d951a3c8f,2024-01-17 17:09:35
2521,fac56b1e-693c-4044-a249-188b063925b3,475,Samsung,Galaxy S10,Android,Zy5OQcFCRo4x4IHE,376,f0ce8775-6650-4ecc-af56-659551552459,2024-01-17 17:09:35
6096,4457833c-5d81-4041-8089-a3c6556791d3,162,Google,Pixel 4,Android,906qJ7vCpfZqjkg4,945,ee0c61aa-f2a6-45dc-b9c1-c797dfa59a47,2024-01-17 17:09:35
9771,76d367cc-05a0-42f4-bc44-3cd60c2b659a,188,ASUS,VivoBook,Windows,ERBSZLy5vJH165Ev,680,0f35a613-06e7-4612-a229-e24fa1db7108,2024-01-17 17:09:35
7277,58671393-b021-4a8f-b8f2-32b601f3bc04,274,Apple,iPhone 3GS,iOS,5YjIMzkgzHvZWD5y,420,03220aec-3a6e-4b75-aeb5-233da63cd4dd,2024-01-17 17:09:35
5594,41ace2a5-ab72-483f-bb4b-ecca472eef32,173,Apple,iPhone 11,iOS,1AaYOJybZfca5EYI,794,8221f891-c55e-4bfb-bf53-8c6eef9fc1be,2024-01-17 17:09:35
7785,b82788e6-9839-4020-8c58-dc4eb70dacad,312,HP,EliteBook,Windows,2kYcAcm9ybEb4IYo,591,affc5fa2-762d-4b98-b833-51ac056f1529,2024-01-17 17:09:35
2058,366e39a5-564a-4338-80ea-32018eef5a32,479,Apple,iPhone 3GS,iOS,poo87Z3RfV8PuNsi,374,6412be83-bd01-466f-b763-adbea1833880,2024-01-17 17:09:35
2034,c6e4f4f8-7877-40f9-a3c3-5a22c314f364,404,Samsung,Galaxy Note 10,Android,CZ0tPafXwrxVE6id,149,90f74189-c3c4-45c7-ab7d-77e30564df4b,2024-01-17 17:09:35
