id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
5951,yellow,Kitchen,Metal,Leather Wallet,230.71,230.71,DISCOUNT87,85dcfc8c-9351-49ae-b0ac-8bb96c25829d,2026-03-05 09:25:39
1413,green,Kitchen,Cotton,Running Shoes,177.27,177.27,DISCOUNT51,d73346a9-06d2-4cdd-860e-1794e40b0c41,2026-03-05 09:25:39
7909,blue,Kitchen,Rubber,Coffee Maker,183.6,183.60,DISCOUNT56,f8c45e7f-912c-4259-b6f0-160ef7cab9ee,2026-03-05 09:25:39
4961,green,Audio,Leather,Smart TV,136.22,136.22,DISCOUNT38,73c9886a-2147-4495-9463-3da330191558,2026-03-05 09:25:39
3434,blue,Fashion,Leather,Bluetooth Headphones,468.51,468.51,DISCOUNT51,4e32c830-ece1-424b-b214-cc476906d716,2026-03-05 09:25:39
9904,blue,Kitchen,Leather,Coffee Maker,428.5,428.50,DISCOUNT85,d8d217cb-3a70-404c-8f01-5e75f7e31500,2026-03-05 09:25:39
5840,yellow,Fashion,Cotton,Running Shoes,425.16,425.16,DISCOUNT62,0aed72e4-b783-4328-9633-25772106e1b1,2026-03-05 09:25:39
3344,yellow,Electronics,Leather,Leather Wallet,344.23,344.23,DISCOUNT37,bb9172f3-072f-49d7-a62b-6715305e1d42,2026-03-05 09:25:39
1520,purple,Fashion,Metal,Coffee Maker,475.73,475.73,DISCOUNT16,55be5e72-dee2-4c9e-8c66-e62fba58e650,2026-03-05 09:25:39
6648,green,Footwear,Metal,Smart TV,99.39,99.39,DISCOUNT61,dc8151b0-717d-4457-9d87-0d35ecf9b571,2026-03-05 09:25:39
6004,blue,Audio,Rubber,Leather Wallet,136.78,136.78,DISCOUNT63,a5f1508c-c03d-498e-8dcb-296e2ed19bec,2026-03-05 09:25:39
2399,green,Audio,Leather,Coffee Maker,183.29,183.29,DISCOUNT25,8be40b09-569c-4886-a2c8-890076adb450,2026-03-05 09:25:39
4156,purple,Footwear,Plastic,Smart TV,299.63,299.63,DISCOUNT89,3c591c15-ce7c-493c-b7dc-82789e20ae0a,2026-03-05 09:25:39
2887,purple,Fashion,Plastic,Leather Wallet,96.54,96.54,DISCOUNT18,73a0ea21-152b-45a8-85be-a84e21074c43,2026-03-05 09:25:39
3567,blue,Audio,Plastic,Smart TV,321.64,321.64,DISCOUNT55,486024df-b73a-4e04-83e9-04cd294f74ee,2026-03-05 09:25:39
5819,green,Electronics,Plastic,Smart TV,360.27,360.27,DISCOUNT85,d96f4f7e-5392-49d9-8882-c131b3a709b9,2026-03-05 09:25:39
9008,red,Audio,Plastic,Leather Wallet,111.51,111.51,DISCOUNT97,dd40adcc-f80f-4723-be8d-5c4241a6428e,2026-03-05 09:25:39
9242,blue,Audio,Cotton,Coffee Maker,209.49,209.49,DISCOUNT36,d81100b8-5d08-49aa-ae66-e9e727415c31,2026-03-05 09:25:39
6922,purple,Fashion,Rubber,Leather Wallet,441.61,441.61,DISCOUNT18,507bd1e6-20b5-4f35-9737-10bf6eb30eca,2026-03-05 09:25:39
4749,green,Electronics,Metal,Smart TV,374.46,374.46,DISCOUNT63,612bb4c3-b761-42e8-b05f-3ae10d3b7d7a,2026-03-05 09:25:39
5614,yellow,Footwear,Rubber,Coffee Maker,297.05,297.05,DISCOUNT88,0dc91a20-4585-4c42-bac7-23599b925adb,2026-03-05 09:25:39
4113,red,Electronics,Metal,Leather Wallet,350.05,350.05,DISCOUNT66,08a6b958-e166-42ed-ab67-0a3b5ef483a9,2026-03-05 09:25:39
1549,green,Electronics,Leather,Coffee Maker,494.22,494.22,DISCOUNT87,72425952-5017-444c-9a03-9501bf08a79e,2026-03-05 09:25:39
8813,yellow,Kitchen,Cotton,Running Shoes,184.73,184.73,DISCOUNT87,a934dd69-5c61-4909-9736-c9c660f8ec57,2026-03-05 09:25:39
3773,red,Electronics,Plastic,Leather Wallet,118.18,118.18,DISCOUNT82,623b26b0-70b2-40f2-988f-6de06326788a,2026-03-05 09:25:39
1486,green,Fashion,Metal,Leather Wallet,482.76,482.76,DISCOUNT88,d0804c26-558d-4ddb-a9f6-e8f30e902eed,2026-03-05 09:25:39
4949,yellow,Audio,Metal,Smart TV,279.64,279.64,DISCOUNT40,222afd38-7642-460e-aa22-f1a1561c5b72,2026-03-05 09:25:39
1151,yellow,Footwear,Plastic,Coffee Maker,241.71,241.71,DISCOUNT75,f9af01f8-c787-4a38-8735-7da775844621,2026-03-05 09:25:39
3881,green,Electronics,Plastic,Coffee Maker,161.44,161.44,DISCOUNT99,374aef95-904a-4551-b5bd-ce6e20ce6333,2026-03-05 09:25:39
2248,yellow,Kitchen,Leather,Smart TV,291.91,291.91,DISCOUNT23,9f9444a8-99dd-47c6-88c0-acbf9e364dd9,2026-03-05 09:25:39
9468,green,Footwear,Cotton,Smart TV,368.96,368.96,DISCOUNT48,09432377-abc0-4b90-ac7d-5fe798f5325a,2026-03-05 09:25:39
7031,yellow,Kitchen,Cotton,Smart TV,106.02,106.02,DISCOUNT81,7b720d00-4e53-4059-95c3-f414e572cd7b,2026-03-05 09:25:39
6772,blue,Kitchen,Metal,Bluetooth Headphones,253.35,253.35,DISCOUNT18,f98c669a-4d22-4f55-9c7f-33735ec3c93e,2026-03-05 09:25:39
2216,yellow,Fashion,Cotton,Coffee Maker,376.11,376.11,DISCOUNT48,bd2a5f50-e772-43c8-9b02-bb3eca3d28d5,2026-03-05 09:25:39
2502,blue,Fashion,Metal,Smart TV,497.88,497.88,DISCOUNT46,103edd2f-2e58-4b2e-84db-aab374e807a7,2026-03-05 09:25:39
1201,green,Kitchen,Rubber,Smart TV,269.64,269.64,DISCOUNT65,f7d27b4a-d06f-4dc8-9d72-da0fc5c9199b,2026-03-05 09:25:39
1817,green,Audio,Plastic,Coffee Maker,498.7,498.70,DISCOUNT54,3d428c42-03fe-4a2a-aaef-a6c765378f3e,2026-03-05 09:25:39
1252,green,Footwear,Leather,Running Shoes,147.98,147.98,DISCOUNT53,b9f78e55-fd72-4d55-9905-9bd819536fe1,2026-03-05 09:25:39
8804,green,Fashion,Cotton,Leather Wallet,489.53,489.53,DISCOUNT79,226cab3e-da5b-475c-808c-ef895c4cdbe3,2026-03-05 09:25:39
2892,yellow,Kitchen,Plastic,Bluetooth Headphones,139.89,139.89,DISCOUNT41,62e2b3ef-2f01-4477-a2f5-df6e11ac13f7,2026-03-05 09:25:39
8055,green,Footwear,Plastic,Running Shoes,229.29,229.29,DISCOUNT44,4c1b050b-0a43-4206-b5a2-5d6ea9792cd1,2026-03-05 09:25:39
2820,purple,Kitchen,Plastic,Running Shoes,444.42,444.42,DISCOUNT48,40026c3e-47de-4552-b038-b903f13695d1,2026-03-05 09:25:39
7852,green,Audio,Metal,Bluetooth Headphones,162.23,162.23,DISCOUNT63,a356149f-d501-4c68-b6a6-4f0fb173342f,2026-03-05 09:25:39
1182,red,Footwear,Leather,Smart TV,124.8,124.80,DISCOUNT41,1dc7df52-1476-4a05-b126-2efb6e9ff336,2026-03-05 09:25:39
2102,red,Audio,Plastic,Leather Wallet,446.91,446.91,DISCOUNT90,e7356ef6-474d-4859-9e30-314fc50fe3a1,2026-03-05 09:25:39
6140,red,Audio,Leather,Running Shoes,459.71,459.71,DISCOUNT35,b430d924-c960-4371-9fd1-bda42533b330,2026-03-05 09:25:39
2201,blue,Fashion,Leather,Coffee Maker,205.76,205.76,DISCOUNT89,95f310d6-d9e7-42c9-8667-fbe35814a630,2026-03-05 09:25:39
4615,red,Fashion,Rubber,Running Shoes,334.72,334.72,DISCOUNT20,00ae9fb8-88ed-425d-925e-40b725aa44ed,2026-03-05 09:25:39
7684,blue,Fashion,Cotton,Running Shoes,272.32,272.32,DISCOUNT24,82c56d5e-8402-46a4-99a8-c8f03017ff06,2026-03-05 09:25:39
3669,red,Footwear,Leather,Running Shoes,313.37,313.37,DISCOUNT52,4aa35d81-7a60-489a-884c-05e7fa357b42,2026-03-05 09:25:39
5592,yellow,Fashion,Leather,Bluetooth Headphones,185.4,185.40,DISCOUNT61,5a0cca12-4d0d-4412-99f5-de4c30ce1feb,2026-03-05 09:25:39
5474,purple,Audio,Cotton,Bluetooth Headphones,242.14,242.14,DISCOUNT80,e0bed7d8-187e-4da4-b0ab-601d9cbef2d4,2026-03-05 09:25:39
2359,blue,Kitchen,Rubber,Coffee Maker,442.44,442.44,DISCOUNT71,c4ba72f8-9b0f-47cb-826d-b96b711efc6e,2026-03-05 09:25:39
1682,red,Audio,Metal,Bluetooth Headphones,430.24,430.24,DISCOUNT84,6ad37f12-7312-413f-9e0b-27ae9ed2898a,2026-03-05 09:25:39
5900,blue,Electronics,Metal,Smart TV,366.26,366.26,DISCOUNT66,335443da-ead8-4e9f-84da-758477fc3a9b,2026-03-05 09:25:39
5010,purple,Electronics,Plastic,Smart TV,488.96,488.96,DISCOUNT55,2166c9fa-d367-4a8f-a4af-274f6a275510,2026-03-05 09:25:39
9885,green,Audio,Rubber,Running Shoes,211.6,211.60,DISCOUNT39,b855733d-0dd0-4c0e-b6e7-3097d60b9cfe,2026-03-05 09:25:39
6440,green,Kitchen,Plastic,Leather Wallet,98.55,98.55,DISCOUNT61,f6903ec5-3f47-4970-9f16-94bd02795429,2026-03-05 09:25:39
5167,yellow,Kitchen,Rubber,Bluetooth Headphones,373.5,373.50,DISCOUNT97,8182bcc5-34e0-4c09-a199-05c45c697743,2026-03-05 09:25:39
5258,purple,Audio,Metal,Bluetooth Headphones,309.9,309.90,DISCOUNT34,0a13486c-4820-4ecf-b5db-3486b6d33ad9,2026-03-05 09:25:39
7992,yellow,Kitchen,Cotton,Coffee Maker,158.44,158.44,DISCOUNT57,ba6576a0-9ff7-41a8-8c91-99afbe07e5b8,2026-03-05 09:25:39
1112,red,Kitchen,Plastic,Smart TV,489.94,489.94,DISCOUNT77,7c5007a6-bc7a-4c0f-8daf-d70b3b805788,2026-03-05 09:25:39
8330,green,Kitchen,Cotton,Running Shoes,347.47,347.47,DISCOUNT42,5d7d35a0-552c-4cd5-a508-b16d3c1436e4,2026-03-05 09:25:39
1033,yellow,Fashion,Rubber,Leather Wallet,305.77,305.77,DISCOUNT45,f07a0430-538b-49b9-8bf4-30a5d27b2a2a,2026-03-05 09:25:39
2252,yellow,Audio,Metal,Running Shoes,316.8,316.80,DISCOUNT81,91509fda-5377-41f5-97d9-42b0ad072705,2026-03-05 09:25:39
5468,green,Footwear,Plastic,Bluetooth Headphones,490.02,490.02,DISCOUNT36,e3f76a64-65de-462a-b1e5-f980f1d9f967,2026-03-05 09:25:39
8951,purple,Audio,Rubber,Running Shoes,135.15,135.15,DISCOUNT73,19a477dc-0c50-495f-9e73-c134ea3086e7,2026-03-05 09:25:39
7923,green,Fashion,Plastic,Bluetooth Headphones,458.78,458.78,DISCOUNT17,b7bf516d-1f00-4a8c-bb89-11d3cf67fecb,2026-03-05 09:25:39
2060,yellow,Fashion,Rubber,Smart TV,416.98,416.98,DISCOUNT81,271fa719-550f-4e88-be7c-7b0fdd2405d7,2026-03-05 09:25:39
9887,green,Footwear,Rubber,Leather Wallet,196.16,196.16,DISCOUNT82,3d5a3d97-3803-48dd-b688-1fe8fa1d7513,2026-03-05 09:25:39
7898,purple,Kitchen,Plastic,Bluetooth Headphones,436.8,436.80,DISCOUNT42,d6d2b6eb-89e5-4532-850f-d9cc95abe6fe,2026-03-05 09:25:39
5949,red,Footwear,Rubber,Coffee Maker,149.86,149.86,DISCOUNT60,f867aafd-8ac4-4993-974b-03322f0878d9,2026-03-05 09:25:39
9419,yellow,Footwear,Leather,Smart TV,311.2,311.20,DISCOUNT84,f5d85e77-c55e-4d6c-8013-ef6fe2556585,2026-03-05 09:25:39
3970,blue,Kitchen,Rubber,Bluetooth Headphones,197.43,197.43,DISCOUNT62,cab3ec9f-c838-46ab-ba70-0177beb43f86,2026-03-05 09:25:39
2903,purple,Footwear,Leather,Coffee Maker,487.84,487.84,DISCOUNT97,eace12c6-83ea-491e-8177-49cfddc4c05c,2026-03-05 09:25:39
9808,red,Footwear,Rubber,Coffee Maker,222.93,222.93,DISCOUNT44,f57aa759-2da4-4703-b760-8ac3de1fc2ea,2026-03-05 09:25:39
7694,blue,Kitchen,Rubber,Running Shoes,152.1,152.10,DISCOUNT93,31ca5223-1bfc-4f1a-a126-f7c531b7f761,2026-03-05 09:25:39
1819,purple,Fashion,Rubber,Bluetooth Headphones,365.75,365.75,DISCOUNT79,020f869a-d843-4783-b296-209cc8afaae0,2026-03-05 09:25:39
3159,red,Audio,Plastic,Smart TV,136.68,136.68,DISCOUNT21,ce9c0175-4126-4c07-8dac-cabe4e147eb6,2026-03-05 09:25:39
4252,blue,Kitchen,Plastic,Running Shoes,91.38,91.38,DISCOUNT12,60ab5ad7-933d-4177-a33a-986144d441c2,2026-03-05 09:25:39
5236,blue,Footwear,Rubber,Smart TV,266.75,266.75,DISCOUNT94,70c0d30b-eee5-46e6-be5d-fafce2891380,2026-03-05 09:25:39
8313,green,Footwear,Leather,Leather Wallet,417.52,417.52,DISCOUNT17,ba46ad84-8404-49b6-8b11-064cc8fa43fb,2026-03-05 09:25:39
2926,blue,Audio,Cotton,Smart TV,117.43,117.43,DISCOUNT83,b21ed9ee-0658-407f-8982-ec146d1bd162,2026-03-05 09:25:39
5796,blue,Electronics,Plastic,Running Shoes,346.48,346.48,DISCOUNT16,2539b81d-840f-459a-9577-766b8c902683,2026-03-05 09:25:39
4614,purple,Audio,Metal,Smart TV,151.15,151.15,DISCOUNT14,c1789273-df4e-4eae-9e18-3738dfc3f892,2026-03-05 09:25:39
5523,red,Fashion,Metal,Coffee Maker,76.17,76.17,DISCOUNT12,873a55c4-29aa-4bcb-a7a5-6d754a7e9a15,2026-03-05 09:25:39
1699,yellow,Kitchen,Cotton,Leather Wallet,164.07,164.07,DISCOUNT12,b8aec32b-29e1-473f-9249-2e0844017bf0,2026-03-05 09:25:39
7741,purple,Footwear,Cotton,Leather Wallet,187.43,187.43,DISCOUNT17,71cc73be-5938-4b80-a194-93486782b533,2026-03-05 09:25:39
7859,purple,Audio,Leather,Coffee Maker,127.18,127.18,DISCOUNT84,ecfdb1fc-7219-446d-bad2-f1f31853fb74,2026-03-05 09:25:39
2287,blue,Fashion,Rubber,Leather Wallet,64.29,64.29,DISCOUNT80,5598f67d-c0c5-4589-98f5-19edde1f8351,2026-03-05 09:25:39
8860,green,Audio,Leather,Leather Wallet,169.62,169.62,DISCOUNT85,505947a5-61ca-46d5-983b-9a1399c2f4a1,2026-03-05 09:25:39
1791,purple,Kitchen,Rubber,Leather Wallet,310.49,310.49,DISCOUNT18,f9b5fcab-6126-4257-8c61-99ce6456fe5c,2026-03-05 09:25:39
5597,yellow,Audio,Metal,Smart TV,341.93,341.93,DISCOUNT17,4b6c8681-84fb-491b-91bd-7dd1a130c4ae,2026-03-05 09:25:39
1504,green,Fashion,Metal,Bluetooth Headphones,69.25,69.25,DISCOUNT69,b17a05ab-dc08-4b18-96f5-14d1cfc70a5f,2026-03-05 09:25:39
3114,purple,Kitchen,Leather,Bluetooth Headphones,248.28,248.28,DISCOUNT54,3e274119-c9c9-40c8-b866-b4e1eec3f7a9,2026-03-05 09:25:39
4714,red,Footwear,Metal,Smart TV,301.85,301.85,DISCOUNT92,d21582f4-c20d-48d4-8153-85360cccbe43,2026-03-05 09:25:39
6595,blue,Electronics,Plastic,Smart TV,244.27,244.27,DISCOUNT53,ab918721-33d2-4bca-9861-7ebe4914eaee,2026-03-05 09:25:39
4401,yellow,Fashion,Rubber,Coffee Maker,360.25,360.25,DISCOUNT50,1dc29fbf-8bc5-46df-b60b-41c2d4db3e72,2026-03-05 09:25:39
1958,green,Fashion,Rubber,Leather Wallet,349.08,349.08,DISCOUNT12,049d3928-f728-4003-bf1e-336f64337ff1,2026-03-05 09:25:39
6419,blue,Audio,Metal,Coffee Maker,404.49,404.49,DISCOUNT61,8a46eaea-e117-4b70-ac7e-d47c81e86959,2026-03-05 09:25:39
4499,red,Audio,Cotton,Bluetooth Headphones,273.85,273.85,DISCOUNT37,0416f607-2efb-4e52-86cf-b39c1d8df9d8,2026-03-05 09:25:39
4320,purple,Audio,Leather,Coffee Maker,251.86,251.86,DISCOUNT14,87e28d49-3f8b-43ce-9fbb-da16f1bed017,2026-03-05 09:25:39
4144,green,Footwear,Metal,Coffee Maker,240.98,240.98,DISCOUNT20,cea0317b-341c-4e75-a741-6e048ab1fc5a,2026-03-05 09:25:39
7443,green,Footwear,Rubber,Smart TV,295.38,295.38,DISCOUNT55,ebcf7e09-326f-4217-9d0c-f3969dcbcd92,2026-03-05 09:25:39
4875,red,Kitchen,Rubber,Running Shoes,109.0,109.00,DISCOUNT16,5d8871e8-f732-4f71-8d18-2b7d553e81de,2026-03-05 09:25:39
1779,purple,Fashion,Plastic,Leather Wallet,88.72,88.72,DISCOUNT96,12f83d49-ff28-4225-ae59-c4c6c4dd7588,2026-03-05 09:25:39
2884,yellow,Footwear,Rubber,Smart TV,324.95,324.95,DISCOUNT55,ce48dd08-b7a5-4650-a3c9-9960750f89f9,2026-03-05 09:25:39
2898,yellow,Kitchen,Cotton,Running Shoes,407.31,407.31,DISCOUNT54,b939041f-3259-4252-ba0c-5ae63f62b5b3,2026-03-05 09:25:39
5929,yellow,Kitchen,Metal,Leather Wallet,282.53,282.53,DISCOUNT38,5198b6b5-c756-4b44-bd8b-b24ed8d37e02,2026-03-05 09:25:39
4659,yellow,Footwear,Leather,Smart TV,137.16,137.16,DISCOUNT99,435eae9e-0f78-475a-b995-85205f6e79e4,2026-03-05 09:25:39
2707,blue,Electronics,Plastic,Bluetooth Headphones,384.41,384.41,DISCOUNT98,7e7a7fde-dfed-4ea8-a61d-2e3a52e42532,2026-03-05 09:25:39
3024,green,Footwear,Metal,Coffee Maker,413.91,413.91,DISCOUNT46,a40a5a2f-214d-40f7-a58c-a77eb2afda89,2026-03-05 09:25:39
1409,blue,Footwear,Plastic,Running Shoes,475.28,475.28,DISCOUNT22,4c2e3d57-8c0c-434a-af78-2a037c15be09,2026-03-05 09:25:39
9716,red,Footwear,Leather,Bluetooth Headphones,136.92,136.92,DISCOUNT75,b2c2245f-bfff-4243-b7e6-6167f8cc686d,2026-03-05 09:25:39
9854,green,Electronics,Leather,Running Shoes,305.75,305.75,DISCOUNT90,f21f0ac8-28e1-44ae-8be3-7a49e90cb732,2026-03-05 09:25:39
4023,green,Audio,Rubber,Smart TV,253.42,253.42,DISCOUNT59,99ffa9a6-9e32-45a9-b9be-b729cc74c4c3,2026-03-05 09:25:39
7125,red,Electronics,Plastic,Smart TV,197.38,197.38,DISCOUNT54,3cb7a6e2-2d3b-4c27-bcc3-75d770dce77d,2026-03-05 09:25:39
1864,purple,Fashion,Metal,Leather Wallet,60.26,60.26,DISCOUNT62,4b97b05d-a86c-4bc7-a05a-378d10d844f0,2026-03-05 09:25:39
4888,yellow,Electronics,Plastic,Bluetooth Headphones,57.17,57.17,DISCOUNT88,70f3263f-db48-45f1-8eb6-20703116172d,2026-03-05 09:25:39
7200,green,Footwear,Leather,Leather Wallet,318.48,318.48,DISCOUNT22,370d408b-d241-4e9f-aa8a-0b5e4920b278,2026-03-05 09:25:39
7936,blue,Audio,Cotton,Smart TV,198.74,198.74,DISCOUNT99,2be3a2b5-6c65-4014-802f-b99b760f35a1,2026-03-05 09:25:39
6611,yellow,Footwear,Leather,Smart TV,381.66,381.66,DISCOUNT47,6b96d9dd-4c3e-4d85-adff-25e471f7c6e5,2026-03-05 09:25:39
7008,purple,Audio,Rubber,Running Shoes,458.02,458.02,DISCOUNT50,81b80184-9f3e-4863-b302-778b9a800984,2026-03-05 09:25:39
8312,blue,Footwear,Plastic,Smart TV,449.06,449.06,DISCOUNT86,b58d8c47-b627-458f-bbd6-bc888ee21ff7,2026-03-05 09:25:39
9941,purple,Footwear,Plastic,Leather Wallet,364.81,364.81,DISCOUNT66,4d736110-780a-4448-b13c-bcb03e918741,2026-03-05 09:25:39
7169,red,Kitchen,Leather,Running Shoes,157.72,157.72,DISCOUNT56,27a71f10-4889-4324-b2b5-e06d819a7150,2026-03-05 09:25:39
2890,red,Kitchen,Metal,Bluetooth Headphones,362.9,362.90,DISCOUNT73,72474896-d3d7-47f8-b62e-02d642e48332,2026-03-05 09:25:39
4245,blue,Footwear,Plastic,Leather Wallet,470.4,470.40,DISCOUNT57,8ee39398-551a-4a62-8d8d-0cbbb74f0497,2026-03-05 09:25:39
7979,blue,Fashion,Leather,Running Shoes,413.69,413.69,DISCOUNT51,4d4f281b-5952-4b1d-b72e-7047dd82e464,2026-03-05 09:25:39
5350,yellow,Audio,Metal,Coffee Maker,326.03,326.03,DISCOUNT68,dda3fa25-e275-4b9b-b5d6-fd5f0046fb96,2026-03-05 09:25:39
5694,red,Fashion,Leather,Coffee Maker,64.07,64.07,DISCOUNT85,506a31a8-e502-46dc-b523-566436c98995,2026-03-05 09:25:39
2813,green,Electronics,Cotton,Coffee Maker,88.24,88.24,DISCOUNT18,62d04f3a-7075-4b0a-a068-937418cdcce2,2026-03-05 09:25:39
2750,purple,Audio,Cotton,Bluetooth Headphones,203.11,203.11,DISCOUNT86,a9988284-649e-406f-9801-0604a41b3e93,2026-03-05 09:25:39
2828,blue,Audio,Metal,Smart TV,242.79,242.79,DISCOUNT29,0ac3a741-b4c8-4e81-8fc6-33c4b935472a,2026-03-05 09:25:39
1709,red,Audio,Leather,Running Shoes,79.37,79.37,DISCOUNT75,f926d608-5363-4813-b112-7e8014127db0,2026-03-05 09:25:39
3647,purple,Footwear,Cotton,Bluetooth Headphones,190.16,190.16,DISCOUNT46,369522e8-99e3-4508-aa35-2b2f435b827d,2026-03-05 09:25:39
7480,yellow,Fashion,Leather,Coffee Maker,353.8,353.80,DISCOUNT51,4aebf6fd-ce85-4e66-b734-dc737c7e7e0c,2026-03-05 09:25:39
4240,blue,Footwear,Leather,Running Shoes,285.82,285.82,DISCOUNT85,d3de12ea-f0e8-49d5-91ce-56d3b0c5b0e4,2026-03-05 09:25:39
4160,green,Audio,Metal,Leather Wallet,64.74,64.74,DISCOUNT83,12e857b4-71a6-4f4f-8039-f371959c93b7,2026-03-05 09:25:39
5748,purple,Fashion,Metal,Coffee Maker,449.28,449.28,DISCOUNT51,4278ed65-65ae-4cbb-b527-1c718d768fd5,2026-03-05 09:25:39
3653,blue,Kitchen,Cotton,Running Shoes,397.11,397.11,DISCOUNT29,df1af3f3-0d73-4a8d-812f-0c9639a5d267,2026-03-05 09:25:39
6852,blue,Electronics,Plastic,Bluetooth Headphones,167.27,167.27,DISCOUNT75,9e4fc4ad-abf4-4417-a78f-acf295ec31ad,2026-03-05 09:25:39
4194,purple,Footwear,Metal,Coffee Maker,195.32,195.32,DISCOUNT54,8ea94c83-3871-473b-af18-f012210b350a,2026-03-05 09:25:39
8431,green,Audio,Plastic,Smart TV,497.54,497.54,DISCOUNT95,4643ecd0-a161-4856-bfce-fb243756795b,2026-03-05 09:25:39
6057,blue,Electronics,Leather,Bluetooth Headphones,146.37,146.37,DISCOUNT33,88ffba3b-5633-44de-b425-caac4322591f,2026-03-05 09:25:39
1053,purple,Audio,Plastic,Bluetooth Headphones,51.98,51.98,DISCOUNT80,1a1a52f7-6913-4207-9575-54d8d2209912,2026-03-05 09:25:39
3344,blue,Kitchen,Leather,Leather Wallet,143.67,143.67,DISCOUNT41,ac394b42-96ce-43a8-935a-760a3c513125,2026-03-05 09:25:39
2684,yellow,Fashion,Rubber,Running Shoes,240.71,240.71,DISCOUNT20,a2c9b718-d3f9-4eea-a3e0-9dfb2157ffd1,2026-03-05 09:25:39
9213,purple,Footwear,Leather,Bluetooth Headphones,358.89,358.89,DISCOUNT18,fcab10cf-7d3f-4acd-a5a6-a47408ef9844,2026-03-05 09:25:39
3934,blue,Kitchen,Leather,Leather Wallet,261.03,261.03,DISCOUNT26,fc8fb89b-b495-496a-9274-111e5a269dd8,2026-03-05 09:25:39
8038,red,Audio,Cotton,Leather Wallet,476.89,476.89,DISCOUNT43,4b88359e-30c7-441f-aebd-3a74b7ac1a78,2026-03-05 09:25:39
7180,green,Kitchen,Leather,Leather Wallet,201.72,201.72,DISCOUNT88,8199e74e-28ad-433e-8ffc-d8179d34f846,2026-03-05 09:25:39
2210,green,Audio,Leather,Coffee Maker,452.17,452.17,DISCOUNT91,32025c6f-1c6a-4f37-bf1c-6e1cf5ea1cb5,2026-03-05 09:25:39
5487,green,Footwear,Cotton,Leather Wallet,238.5,238.50,DISCOUNT54,0a635655-5ac1-4ebb-9da1-33c96f0bca69,2026-03-05 09:25:39
8740,green,Kitchen,Plastic,Leather Wallet,392.19,392.19,DISCOUNT75,164e08a7-582a-432f-b882-116ffd76a432,2026-03-05 09:25:39
4612,blue,Fashion,Leather,Running Shoes,110.03,110.03,DISCOUNT29,6d5ccd47-fc9b-4b6f-b973-ebec2d6e7e5c,2026-03-05 09:25:39
5546,green,Kitchen,Leather,Smart TV,368.4,368.40,DISCOUNT81,960f0432-355b-4a57-82c5-768e02f254fc,2026-03-05 09:25:39
