id,uid,name,type,description,review,user_id,dt_current_timestamp
4197,07f67355-cf85-4732-a4eb-9f47b9788e85,Café Delight,Café,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",0cfd47b2-5724-4576-8dfc-af3cc54c8dd3,2024-01-17 20:01:41
7550,4308a79f-143c-4b4c-84e8-6be217b829a4,Café Delight,Café,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",fb24c384-57b4-49cb-8b8f-744712ab3955,2024-01-17 20:01:41
7361,63ac00c7-2931-4ad2-9ee1-eb26bd9615f7,66 BBQ,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,a64d4e8f-8c92-41dd-850b-999d32ab356f,2024-01-17 20:01:41
9621,d4978d7a-c794-4a03-bd7a-4bd99ced37ff,Mountain Retreat,Café,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",1d3e46b9-6033-4df1-88a0-4d364df83183,2024-01-17 20:01:41
6630,f35f47a3-1c05-471d-b18b-305f82f7f2ec,Mountain Retreat,Fine Dining,A perfect place for a romantic evening.,"Great location, but the service could be better.",478ab6e6-d34f-492c-abd4-122609e4ebe1,2024-01-17 20:01:41
4894,54aef08f-d2b7-4c8c-b236-d50ac70e5d75,Mountain Retreat,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",2f583958-0e38-4a13-83b9-a84ae893fd67,2024-01-17 20:01:41
4280,d5afa2f0-c58d-453f-8756-bf2d3e4833b7,Sweet Box,Café,A perfect place for a romantic evening.,Excellent food and friendly service!,2fed7efd-b80e-41e4-bb53-f9b530af95c7,2024-01-17 20:01:41
4365,babc6327-1329-4a7d-bcac-19ecdded6e6e,Sweet Box,Café,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,0c104669-9c2e-4ec7-9d8c-62729a0d7138,2024-01-17 20:01:41
4130,b52f5388-08bc-480f-9a9a-90ad2bddd70b,Mountain Retreat,Café,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,acd835a2-af25-4248-aab3-0d10e5c164bc,2024-01-17 20:01:41
6389,1a6350c1-4458-44cd-ad11-ede1c7b84ff1,Café Delight,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,0665e6b7-4473-4f8e-8efb-ceed13a56bf0,2024-01-17 20:01:41
3699,b9ac089a-c5cc-44a7-96f6-b99bc3efc4bf,Café Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",ee0e1914-ebb5-441d-ada0-208788563e1e,2024-01-17 20:01:41
1524,d87c1819-ece3-4818-b91c-9e90936a6e92,66 BBQ,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",5be51729-ebf9-4990-9bcc-a1b8fcc83e79,2024-01-17 20:01:41
2447,509bea4b-96b7-42d0-8cad-34ed98a2c679,Mountain Retreat,Fine Dining,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,efab600e-8e6d-40bb-b42f-6d8f700602ff,2024-01-17 20:01:41
7879,f030c96e-542c-4c67-927d-5ab8e7fff766,Sweet Box,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",71da65cf-48ce-4e01-b7f0-b15c8791803f,2024-01-17 20:01:41
9289,d54381a7-600c-40d8-9208-d3d8d64ffb92,Café Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",a7b01227-ca09-493f-8fd3-dc8d14a4195b,2024-01-17 20:01:41
8935,130427f4-1e75-451e-b8ac-8d82b077f011,Ocean View,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,ce518211-e4e5-4899-a936-9d43295a2b2e,2024-01-17 20:01:41
6587,e573e527-9094-468e-bffe-179f06311950,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",ade693b4-350d-4704-9dab-58cd60ca2668,2024-01-17 20:01:41
8354,1bdf0f14-bc30-45d4-b09d-32502515d3e5,Sweet Box,Café,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,5094c72b-6c23-4ad4-b2a9-769253ac342b,2024-01-17 20:01:41
5838,287a1a0f-8f5d-4eeb-a1a5-601bd635329e,Sweet Box,Fine Dining,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,40ad9fb1-0c57-4bc3-a4d3-50d4cfe58021,2024-01-17 20:01:41
2464,b678316c-115f-4bfe-8b42-703b873408c9,Café Delight,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",8ddeec69-b4fa-4246-acea-fc8f273b5c59,2024-01-17 20:01:41
8044,c3527fa6-44d7-4ede-9fef-e6537cfc1ee8,Ocean View,Bar,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,148a912a-5c2e-49d7-a4cf-6502aad4db4f,2024-01-17 20:01:41
8376,4ea38c2e-dbd8-4a43-afd8-023f66c0eac6,Café Delight,Fine Dining,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",60a8ef55-2666-407a-9d78-78b7e8c33e1f,2024-01-17 20:01:41
5703,c0a2305a-7ca9-461d-b37e-744af3170300,Ocean View,Fast Food,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",1622a9a5-e094-4f61-be0a-43faf36506f6,2024-01-17 20:01:41
9115,bf76d65f-0ed7-4d22-9fd2-2042b2d24f0c,66 BBQ,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,70dd62d3-0080-4b07-82dd-0a62628728bc,2024-01-17 20:01:41
9521,1ac4ce8a-04f7-4f66-90cd-ff737b77cf1e,Café Delight,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,e9a94db2-c927-4093-b403-ab55cdd58ab0,2024-01-17 20:01:41
5300,e1e4d8ce-2cdd-4890-954f-c61618e1c753,Mountain Retreat,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,fb6756f5-672e-4d83-aee5-9bd5a765bea5,2024-01-17 20:01:41
2159,6f6a0a26-23f7-4008-8e48-ccf16bbb6b8b,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,17bbbb39-be82-44ee-aadd-75ac699395f5,2024-01-17 20:01:41
9372,19597974-945f-478b-aec0-49a1cf856204,Sweet Box,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",1c968d84-763e-42d5-99bb-9369b8996019,2024-01-17 20:01:41
7562,8af19a6f-0272-47f6-9dcd-7a4ce8bf1f49,Mountain Retreat,Fine Dining,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",9d5eb260-b0c9-4cfa-a3d8-adeabf043f39,2024-01-17 20:01:41
9373,807e56f6-c69b-40d2-892f-6c571b8bf6e7,Ocean View,Fine Dining,A cozy place with home-style cooking.,A bit pricey but totally worth it.,c016fba7-7053-4a25-b4b3-2e4c3a40ccc1,2024-01-17 20:01:41
9957,4f02086b-7b44-43b4-9462-ae0f1adc3e83,Mountain Retreat,Fine Dining,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",152807b4-f8b8-4e1d-be76-2a45ef782659,2024-01-17 20:01:41
8728,fdd0735c-bee1-4014-9eda-2ca02bea6f0c,66 BBQ,Café,A perfect place for a romantic evening.,Excellent food and friendly service!,a0358dca-2a1b-4f8e-bc69-6e01594f5f3d,2024-01-17 20:01:41
3988,dae48c0c-e86f-4d43-9b64-972a8366607c,Mountain Retreat,Fast Food,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,d2a41ccb-be09-4765-becd-a55074c13ef6,2024-01-17 20:01:41
2768,be234c1c-bc34-4a1f-b81f-27a9d8934187,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,7186c85c-f2be-46ca-8065-98c4c0189bfe,2024-01-17 20:01:41
4496,a2b30403-eaaa-4023-a563-2580d97d66fb,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,"Great location, but the service could be better.",de1cb292-a6e7-4fd3-9038-9aaedef9b26d,2024-01-17 20:01:41
9571,43a32db3-9f57-482f-a283-23b1a1937dbb,Sweet Box,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,8b1d07f9-c73d-4bbc-b3be-a0a1187fa94e,2024-01-17 20:01:41
8475,53d7cc12-e7b3-4677-aa75-238ab6352409,66 BBQ,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",5e157048-3d84-4221-9126-9e0edfccba75,2024-01-17 20:01:41
8088,4a9ede0a-2b0d-476f-843a-75e16315bb42,Ocean View,Café,A cozy place with home-style cooking.,A bit pricey but totally worth it.,9e88d0b8-563f-4575-bf3f-d0e3c3525348,2024-01-17 20:01:41
3249,268c8426-b699-481c-9066-43723842fda3,Café Delight,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",74398328-a9b4-4c91-a205-8de841ba979f,2024-01-17 20:01:41
1695,81753353-bd96-4ad2-b803-400ce8189ea7,66 BBQ,Fast Food,A cozy place with home-style cooking.,"Great location, but the service could be better.",bf26ba48-fb77-42d7-9023-773b00f2b855,2024-01-17 20:01:41
1208,83e65bde-5fd7-425d-8414-8fe724d62e9b,Café Delight,Café,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,3178ff57-5bde-4212-a3f4-2bb42f730aec,2024-01-17 20:01:41
9353,0251bd13-2e99-4d53-815c-ca8af024b1b1,Café Delight,Bistro,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,2d085a55-ed5b-477f-98ac-0ce5b00f79ba,2024-01-17 20:01:41
9756,064c2ab4-5271-4dad-a8fe-f708d2afd696,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,90fc001c-7886-4dc5-8a36-a079890bf7df,2024-01-17 20:01:41
8576,f0a89562-d900-4f44-b8c0-36bfe1ac21f8,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",a8d84c09-9c27-49bc-a05b-da8b99b0f08a,2024-01-17 20:01:41
5253,5bc59e35-d092-4745-a314-4841b1954956,66 BBQ,Café,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,62798906-1543-416a-9483-cd43498c7a31,2024-01-17 20:01:41
5510,712017a7-3bac-4ba6-acfb-2331ed03a705,Mountain Retreat,Café,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,3dd043c1-59b3-40c8-b1c0-dc8c9e87b72d,2024-01-17 20:01:41
5330,44e1c6b3-9007-4f6d-b8e5-9ae046ae99f1,Ocean View,Fine Dining,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,8c172af4-3f12-4c2a-bac8-3bb6d3862a6d,2024-01-17 20:01:41
8312,61841a12-ba5b-4b5a-a1ad-435325b780a8,Sweet Box,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",dfbea2bf-8989-451b-abc6-eb56fb017b57,2024-01-17 20:01:41
5424,9c2fe485-b2b1-4803-8bf9-0a711fe51a58,Mountain Retreat,Fine Dining,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,b2d9f349-e263-49a0-99c1-3d8bf0173543,2024-01-17 20:01:41
2010,9d4a9997-d25d-404a-990c-8daeed851a43,66 BBQ,Bar,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",3a95201e-16e9-4181-8fbe-46f511cad3d6,2024-01-17 20:01:41
2009,8841c4a8-e9b9-423e-a92e-e0351055525b,Mountain Retreat,Café,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",8a7bf245-4d02-497d-9426-d95045a92090,2024-01-17 20:01:41
5474,0901d880-b188-4527-a101-d68c3e2d1820,Café Delight,Café,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,370f629d-bde9-4b0d-81bf-03d39b7aa00f,2024-01-17 20:01:41
6001,5cf00d41-5924-4440-bd66-ebca76fb10bd,Ocean View,Café,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,60aed699-92fb-4558-a465-52b33b271f83,2024-01-17 20:01:41
2516,ecfcb641-4169-4389-a57e-bad807c4bae0,Sweet Box,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,22c3a4be-010b-4201-b2c9-38b5730e7b92,2024-01-17 20:01:41
7698,3ecf9be9-4484-4956-ba03-ee3f850b18d9,Mountain Retreat,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,2e918cf3-1096-46bc-98b3-81ed9009e47e,2024-01-17 20:01:41
7195,95faaa06-ac41-4e42-90c2-2b9770a820af,66 BBQ,Bistro,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,6cbcbff7-5f5a-49c9-ae14-824e3edd8356,2024-01-17 20:01:41
9901,3b9c684d-16de-49b4-810d-8a7463dd21e0,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,2deac742-3e4b-453c-985d-17a13b5927d5,2024-01-17 20:01:41
7274,cc0c224e-52a3-4c6f-8720-c21938a7eecf,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",dd7f50c0-3a1e-44a8-beee-67fe6d9e7ee1,2024-01-17 20:01:41
7762,c87dc582-d9ac-4be6-b66f-b7988b6e26a3,Café Delight,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",eb138417-0e5b-4b50-b13f-1a4796a42839,2024-01-17 20:01:41
1627,c8494296-b233-4cfe-b08c-b99334f11ff6,66 BBQ,Café,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",28929484-47a3-4da4-bbe3-45bff8e48934,2024-01-17 20:01:41
6302,f8e0515a-0ff7-4bc4-a5e5-f99fdd000a99,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",23fe3aba-d2d6-4ee6-8247-6dc7f6366655,2024-01-17 20:01:41
9629,dc26e6b6-cfc3-48bc-af34-a4dc9d61efe6,Sweet Box,Bistro,A cozy place with home-style cooking.,Excellent food and friendly service!,420aca79-f3ab-4aae-9949-7e813a17e436,2024-01-17 20:01:41
7555,d159fbcf-4efe-4b6e-9284-33b51294a117,66 BBQ,Café,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",552bf07a-1c87-4741-97ce-fb1f3a9817e4,2024-01-17 20:01:41
6094,29361d76-145e-4f9f-9c81-4dc3447d2aca,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",8faebdb2-92bf-46c6-becb-4b9cd5a3f014,2024-01-17 20:01:41
4579,6033b8f7-4756-4bad-90f6-874bdab10f36,Ocean View,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",118d3683-ce10-4f5c-9789-6182b9bc9af7,2024-01-17 20:01:41
1234,eb90e419-fe7d-40de-9ed6-de47871771e5,Café Delight,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,d6b3062b-7710-450d-91bb-5e9ad1729bff,2024-01-17 20:01:41
5377,d9f1d029-ed61-475c-bf09-52a390298b10,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,cac78d65-1f64-4050-be5b-406bd3f52ae6,2024-01-17 20:01:41
6499,f8c98f6d-a496-4286-8b82-6b336416d486,66 BBQ,Café,A perfect place for a romantic evening.,A bit pricey but totally worth it.,123b4c17-f374-47f6-8727-6c7e0cc64d13,2024-01-17 20:01:41
1501,a2545ac4-4ddd-4702-ba04-5d6ade647d6a,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,b2174361-9414-4d6c-8547-345f293adce1,2024-01-17 20:01:41
5616,170b8c1f-05ba-41c4-9407-adfba343383c,Café Delight,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",87862ed2-41ff-416f-b1ad-b8434593594b,2024-01-17 20:01:41
2360,ad0f70ae-9dc1-4f14-90f5-6c03f4191b0d,Ocean View,Café,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",0f9e3bb4-32d2-4acf-be57-40de486cbffb,2024-01-17 20:01:41
4334,701146fe-d3f1-4360-8571-c36d0c5950e6,Mountain Retreat,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,6dc989de-8986-4a12-8f2d-cc76815fe0ae,2024-01-17 20:01:41
5492,f715c16d-f72a-485d-bdbf-26be4b490705,Sweet Box,Fast Food,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",80c52f1f-adf4-4e4f-8d3a-0b506347d4ff,2024-01-17 20:01:41
1583,aef080d5-3d87-44e6-9003-75ac98e73785,Café Delight,Fast Food,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",382d39f5-a06d-41dd-8ad3-597b635e8003,2024-01-17 20:01:41
4567,16fb5945-82c1-45d3-ab02-48c3ef708416,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",918ceef0-fc18-437e-9ed3-383868d70a78,2024-01-17 20:01:41
9644,aab77b78-11a0-48a3-9504-21ffa3243567,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",20d49bf1-f1cf-4a3b-acf1-f118d2dc621a,2024-01-17 20:01:41
7138,882924cd-0a1c-4eaf-8636-87d61d2d6c19,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,e039023c-bb0a-4667-9c20-0d311c55dcf2,2024-01-17 20:01:41
3078,9398b9c6-a13d-4976-acb3-3250b4b4fdc1,Mountain Retreat,Café,A perfect place for a romantic evening.,Excellent food and friendly service!,6e709265-61be-48c8-8865-65f1a0bc98e4,2024-01-17 20:01:41
2779,230e0c63-6b86-4a17-996b-92a997d57f77,Ocean View,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",e73142f4-3906-464b-a64b-119cbe42a779,2024-01-17 20:01:41
7875,698bdfe9-af91-457d-9a9e-b0ad60851840,Mountain Retreat,Café,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,afae0514-9b98-4ede-a049-a129d6ab5eec,2024-01-17 20:01:41
3267,e098bc88-ceef-4b6a-b652-25b7efaae140,Café Delight,Fine Dining,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,3836650b-9d84-4e8e-aba0-b80b51d06553,2024-01-17 20:01:41
2300,90b36ab0-526c-4ff2-9d7f-61c5db2c43e6,Café Delight,Café,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",ef17db95-619c-49a9-9657-1a51a3581e5d,2024-01-17 20:01:41
9003,809fe751-3598-4153-b184-5456011b97f1,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,63f114ca-2c7d-4cae-9c95-c14263b9a5e2,2024-01-17 20:01:41
6558,cff7ec26-872d-4653-af7b-29d32c9db2c7,66 BBQ,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,05899654-638f-49e6-a9f7-2b3c4827eb73,2024-01-17 20:01:41
2752,46f5198b-1e8b-4ed3-9fbc-c00cdbfb6375,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,277d905e-3e5f-49ef-9ade-f73426c335eb,2024-01-17 20:01:41
2561,878a6985-b783-467c-b5e1-fcddc11c6395,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,24e4edc4-ae4f-4a83-870e-79ebf3cfc4c4,2024-01-17 20:01:41
2534,52bbff1d-2fb8-4fdd-8163-c92a8d8ac9ff,Sweet Box,Bar,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",fb31505c-dfa5-4af1-8f92-773edf1ae8cb,2024-01-17 20:01:41
