id,uid,name,type,description,review,user_id,dt_current_timestamp
6098,10459bdc-3c0e-4a39-a4ee-e3894b9094a5,Ocean View,Cafe,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,f57aa759-2da4-4703-b760-8ac3de1fc2ea,2026-03-05 09:26:16
2816,d74c03ff-95cc-49cd-9e69-6ecf58121f1c,Cafe Delight,Cafe,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,31ca5223-1bfc-4f1a-a126-f7c531b7f761,2026-03-05 09:26:16
9466,cd65d01a-7343-4f93-b0ad-32003774ed03,Ocean View,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",020f869a-d843-4783-b296-209cc8afaae0,2026-03-05 09:26:16
9631,7859c847-c7c4-46e7-b561-371163e56dc5,66 BBQ,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",ce9c0175-4126-4c07-8dac-cabe4e147eb6,2026-03-05 09:26:16
8822,9d909bf1-177b-4367-8ce4-c978302368ae,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",60ab5ad7-933d-4177-a33a-986144d441c2,2026-03-05 09:26:16
4935,1996da86-d378-4691-b6bb-e0ba5b1f82fd,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",70c0d30b-eee5-46e6-be5d-fafce2891380,2026-03-05 09:26:16
2605,b9ea4382-f544-42ab-ac17-8a2459962352,Cafe Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,ba46ad84-8404-49b6-8b11-064cc8fa43fb,2026-03-05 09:26:16
6570,ab55b272-a458-4548-8bec-17e5e3d1d49e,Ocean View,Fast Food,A cozy place with home-style cooking.,"Great location, but the service could be better.",b21ed9ee-0658-407f-8982-ec146d1bd162,2026-03-05 09:26:16
7833,5fb082e3-d5ac-44a4-9993-a1141dd08bf8,Ocean View,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,2539b81d-840f-459a-9577-766b8c902683,2026-03-05 09:26:16
3907,89a1fbda-0310-44f9-b71a-89f30a3000ec,66 BBQ,Fast Food,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",c1789273-df4e-4eae-9e18-3738dfc3f892,2026-03-05 09:26:16
4664,1fb4c8b8-3461-4f1c-9af7-1bf2c4bd51de,Ocean View,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",873a55c4-29aa-4bcb-a7a5-6d754a7e9a15,2026-03-05 09:26:16
2601,51a742d9-c847-43a5-b8c9-3cbc3ac34e28,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",b8aec32b-29e1-473f-9249-2e0844017bf0,2026-03-05 09:26:16
1998,07a97ab5-4a5b-4a37-bb0d-00de784ea7f9,Cafe Delight,Fine Dining,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,71cc73be-5938-4b80-a194-93486782b533,2026-03-05 09:26:16
1156,4339eacc-c5b3-466f-929d-ee664349a1e1,66 BBQ,Fast Food,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,ecfdb1fc-7219-446d-bad2-f1f31853fb74,2026-03-05 09:26:16
3217,01e135bc-84a9-41ba-9305-3aa480e450bf,Sweet Box,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,5598f67d-c0c5-4589-98f5-19edde1f8351,2026-03-05 09:26:16
1522,0e9a956d-7750-4c79-8e91-64c6702ccb16,66 BBQ,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,505947a5-61ca-46d5-983b-9a1399c2f4a1,2026-03-05 09:26:16
6630,976da00d-6d8e-429e-98e1-9c16b2279285,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,f9b5fcab-6126-4257-8c61-99ce6456fe5c,2026-03-05 09:26:16
4119,f2836a57-0ea1-40f0-a8ad-4f0987c37a68,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",4b6c8681-84fb-491b-91bd-7dd1a130c4ae,2026-03-05 09:26:16
5856,69a25558-53c5-4d3a-bd61-bb8e04e5264e,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",b17a05ab-dc08-4b18-96f5-14d1cfc70a5f,2026-03-05 09:26:16
6839,9492d08f-c72b-4ffd-b1c4-281f4b83b084,Mountain Retreat,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,3e274119-c9c9-40c8-b866-b4e1eec3f7a9,2026-03-05 09:26:16
1792,e3a9deee-97eb-4ecb-9891-e8e33972590f,Ocean View,Cafe,A perfect place for a romantic evening.,"Great location, but the service could be better.",d21582f4-c20d-48d4-8153-85360cccbe43,2026-03-05 09:26:16
4926,a6aba206-df9b-419c-ad43-c606e2e96047,66 BBQ,Bar,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",ab918721-33d2-4bca-9861-7ebe4914eaee,2026-03-05 09:26:16
2382,8c8741b8-3cbd-4dfa-8692-eb5b3934b109,Ocean View,Cafe,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",1dc29fbf-8bc5-46df-b60b-41c2d4db3e72,2026-03-05 09:26:16
8252,44523ae3-aebb-4d8b-a58e-ed226cc6410f,Ocean View,Bistro,A perfect place for a romantic evening.,"Great location, but the service could be better.",049d3928-f728-4003-bf1e-336f64337ff1,2026-03-05 09:26:16
5591,b2110652-c729-42d3-9e86-a3b0d8d34b5c,Cafe Delight,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",8a46eaea-e117-4b70-ac7e-d47c81e86959,2026-03-05 09:26:16
8384,c9b229a1-1b37-4de0-905c-13827d157a06,Sweet Box,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",0416f607-2efb-4e52-86cf-b39c1d8df9d8,2026-03-05 09:26:16
5266,76e4c5c2-411e-48df-a593-2133b81a191c,Cafe Delight,Fine Dining,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,87e28d49-3f8b-43ce-9fbb-da16f1bed017,2026-03-05 09:26:16
3350,a07cdece-2ce0-444f-9fd5-cdf6bab6629c,Ocean View,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,cea0317b-341c-4e75-a741-6e048ab1fc5a,2026-03-05 09:26:16
8584,ca3c8d57-db44-4ba9-93ce-907fe518ab0c,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",ebcf7e09-326f-4217-9d0c-f3969dcbcd92,2026-03-05 09:26:16
4182,fcae4620-8a07-4ea8-ad5d-72cbb70b24db,Cafe Delight,Fast Food,A cozy place with home-style cooking.,A bit pricey but totally worth it.,5d8871e8-f732-4f71-8d18-2b7d553e81de,2026-03-05 09:26:16
9960,083002df-abff-4cb4-bc70-005037cbf107,Cafe Delight,Cafe,A cozy place with home-style cooking.,Excellent food and friendly service!,12f83d49-ff28-4225-ae59-c4c6c4dd7588,2026-03-05 09:26:16
