id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
8819,94cf5a15-0116-4f5b-95fd-c8b6fcd4a432,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,2 tablespoons,052acbd1-43f7-4d59-8213-f91fafc0bf98,2024-01-17 17:14:34
1601,b66037eb-498c-4af2-a9c8-3a5e2ef346c5,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,2 tablespoons,c4c04ad5-18c7-4095-853e-0875496ee797,2024-01-17 17:14:34
3061,567d79f6-30b9-48c7-8595-0c16337ab320,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,2 tablespoons,9d460064-ec5a-4881-a01b-ea4b2dd36bbf,2024-01-17 17:14:34
9968,8600f3f0-b546-4ef9-a4b1-323d540aec5a,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 cup,ffbc1596-f012-4146-9161-0e26b261e429,2024-01-17 17:14:34
1166,b162e473-c364-4eb2-8ecf-3b12a78b67c4,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,2 tablespoons,12012cfa-1418-443c-ba71-a2685df8f16d,2024-01-17 17:14:34
7728,54a4472b-7062-486d-81b5-dd1bf6d86420,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/4 pint,a4028cf7-f3fb-44f4-b4cb-eb3832b3a2fa,2024-01-17 17:14:34
4566,d2ccf442-da66-4e0c-b989-e4c9daca7f60,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 cup,506020a3-79fd-444a-9c36-f6f9e9c41406,2024-01-17 17:14:34
5543,0ea16fe3-270c-4ff4-a678-11c3628c6b75,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,1/4 pint,ba18e60c-ad21-4a5b-9d12-ddbe1301cc4f,2024-01-17 17:14:34
9906,f5be4ffa-ebf6-4dfb-9f4c-e1c2fddace02,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,2 tablespoons,46d228b2-a4f7-4d2b-954e-a34eda44265f,2024-01-17 17:14:34
4152,13fd2197-9127-429b-b573-d983e193cb84,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 cup,b51214d0-e547-4fee-8d14-9edc6ad2f307,2024-01-17 17:14:34
1278,8e84b3e1-e2e8-42c1-bcb1-5310916b34d3,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,1/4 pint,d50468f0-b34d-4c9f-8967-b3c955d69f4d,2024-01-17 17:14:34
3918,90280f58-3109-488d-b348-ce7f87f6aa34,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,2 tablespoons,ca5e9370-6fe5-4814-afea-9bdcc5e0f9c1,2024-01-17 17:14:34
7199,e0a8cdc3-dda4-4f82-b539-88b36c7e6c56,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,45f283fc-589c-41a6-9e7a-493a6ce70ab9,2024-01-17 17:14:34
3646,d72b550a-9732-46a7-b880-44e7335e6736,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 cup,835d9f2d-70ee-4636-8193-ac1567ccf3d6,2024-01-17 17:14:34
6869,e337e956-5fd6-401e-a28c-8e3b88b83cf4,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,2 tablespoons,ce60ae86-6ba3-454e-8ee4-769c7b51b8f6,2024-01-17 17:14:34
4342,d11881f6-1e3a-4d11-80c8-80fab61f4567,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,2 tablespoons,7590b474-617c-4de5-8340-c8d1ba524ead,2024-01-17 17:14:34
8311,fdcd3637-a93a-4d85-8162-2401d0e4481d,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/4 pint,912510c3-b8d7-4ab3-8c47-1a27849c56a9,2024-01-17 17:14:34
1675,ee3b628c-5cc4-4c04-8017-14490c2a5314,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 cup,cdb02f64-618c-4476-9312-ebba41c1af73,2024-01-17 17:14:34
6657,d2789699-3978-4473-b47a-3c50b3355652,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 cup,82181457-bcfb-497e-b488-b389e03e0e7c,2024-01-17 17:14:34
8169,58fd23bb-ff90-4db2-97e3-164da3830b06,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,2 tablespoons,295245a7-995c-4d42-b999-73d8971430fd,2024-01-17 17:14:34
2185,def900f9-1d57-4b58-a48c-a8ab5d208aef,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,2 tablespoons,b15abf57-30b6-4ee1-810d-80da94102743,2024-01-17 17:14:34
1465,f05656ca-1a7e-45de-bb9b-d7df3108cad4,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 gallon,c26209a7-2fdc-451a-be7f-93e9f16c3ff6,2024-01-17 17:14:34
2643,3653716a-e255-4e0e-a3a5-f706dd311edb,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 cup,016994b9-81b3-43bb-89c2-ad7b7ca618fb,2024-01-17 17:14:34
6525,5f8ce03c-62e9-4ff3-a2d5-e2c38eb92fe8,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 gallon,fdeb734d-1d9f-4e6a-8b40-be31107058cc,2024-01-17 17:14:34
7609,727de445-71d4-4dab-b1ea-bf2146a9c07b,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,2 tablespoons,0923af98-d7fe-4c1f-a709-0277141ca13a,2024-01-17 17:14:34
8177,c4b50379-796c-43eb-b7b6-0653fb20b898,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/4 pint,15f26fb1-7eb6-4e65-abac-237c7c3ad0ac,2024-01-17 17:14:34
6632,e3ded4f4-d1c7-4497-9453-76b035400919,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 cup,758a6310-8614-4f59-9840-1f6af29f1370,2024-01-17 17:14:34
1179,f468a0ab-4e1e-4127-91c7-4e5aee34340c,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 cup,749ccb51-c9d5-4ac3-9f54-f48aad27e001,2024-01-17 17:14:34
1245,ba18d653-917e-46f6-99f8-86ae56605098,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/4 pint,c3129008-781d-473a-ac4f-8e47a0187998,2024-01-17 17:14:34
1245,a3d953f7-8a91-4f88-b763-37a697bc7690,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/2 gallon,71df473c-4fb2-4df8-9c8e-1842ed7920ef,2024-01-17 17:14:34
7356,8b8f7f8e-bdbc-4341-bb66-bb42d92f4bb8,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,1/2 gallon,9e567f96-c066-47e6-b433-30b5e305e000,2024-01-17 17:14:34
4960,e534702f-ea8a-41e8-b942-bd83536de15e,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 gallon,6714133d-2bb6-4765-8db5-d4b8a4f091b7,2024-01-17 17:14:34
5968,b9f6bd75-df29-44ee-96db-6546d7c4eec8,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/4 pint,81315103-c5af-4e06-be4c-3b3383dade3e,2024-01-17 17:14:34
8045,07a24567-6b39-4dc1-8f7b-1774a0d3b811,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,1/2 gallon,4c0c21d0-7127-4223-98d3-9880b7731f80,2024-01-17 17:14:34
8627,58b5460c-3357-493b-be65-b28876216275,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Pinto Beans,1/2 gallon,9966fa29-71c3-4e3a-87f2-1d31c63c6ba2,2024-01-17 17:14:34
7733,b3e98bf6-6917-4cf3-a2f7-e8a842d2c3d5,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 gallon,0205c23e-4fac-4d32-a21c-38899666028c,2024-01-17 17:14:34
5539,47cd4d60-eabb-4ee3-9b72-900b7636b6c7,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,1/2 gallon,65a72509-c9f4-466e-bee6-abb194f9bf41,2024-01-17 17:14:34
2442,b3d03e33-9902-40ae-ad82-d9eb0dfac0b2,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,1/2 gallon,0db4e14a-1a61-47ba-9df7-05a0a1ea719a,2024-01-17 17:14:34
4431,035c0a07-a7e7-4204-b021-6b05d867fa1b,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,40071839-649d-4b22-b5d9-a84d02251bbc,2024-01-17 17:14:34
6621,d9c09563-df63-4fe3-b9f0-3d49b1dd4fe9,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 cup,78c5276f-b723-43ee-9d44-1761797e7db8,2024-01-17 17:14:34
2452,b7694eda-02c5-42f1-a64a-96248caf7677,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/4 pint,0fc4aae2-1ea9-4820-8445-da1208e79f5c,2024-01-17 17:14:34
4973,64e861f6-1938-45d9-99eb-21cf285a20ed,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 cup,0c9549c3-22f4-409c-a05f-da17a50e59e6,2024-01-17 17:14:34
2001,e53962e8-edac-45dd-8cc2-e09f5188fd33,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,1/2 cup,bc757163-4d07-4fe0-b8ba-de2bbac81d6c,2024-01-17 17:14:34
3455,4849c984-bfe4-4d63-bea8-273af244368d,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 cup,f12dd834-74ac-4518-b14e-0936fbdd9b34,2024-01-17 17:14:34
6215,f2bc494c-bd21-46d6-a3a2-2bdcd8c03c47,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,f4e640d8-8cf4-499d-bd2d-3e0bcd5221be,2024-01-17 17:14:34
4194,83fc27b7-482d-4d3b-9ef7-275d0d2023b7,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,2 tablespoons,f6ad3044-8c62-482a-a58c-3a165a9370e3,2024-01-17 17:14:34
6944,e93a42cd-8988-4adf-af85-c8461cc421f3,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/2 cup,490b6bfb-84cf-4995-9a2a-861f19ddac21,2024-01-17 17:14:34
8310,e2e55351-7c1a-4cd0-988f-8767ba8350d0,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 gallon,2f727d96-92a5-4650-84a0-9ae566c51313,2024-01-17 17:14:34
2451,dfff9dff-2ed3-4135-950d-3084ee7691f6,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,2 tablespoons,d8d7ec34-548e-4a39-bf85-3bd329592e70,2024-01-17 17:14:34
5307,95166810-be9b-4522-9c68-f16ace57b4a5,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,b646d32b-2179-4c95-a15d-10af31296143,2024-01-17 17:14:34
5095,14c0a5d4-0da2-43c8-bfca-8a5476fe58e9,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 cup,da5ef7c1-5c6f-4de3-869b-733dd2ae6b40,2024-01-17 17:14:34
8078,ed97e43d-a7b0-47bf-83ad-ff4d6b99cfb0,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/4 pint,a2326068-abed-4b99-b094-e157f9784528,2024-01-17 17:14:34
4426,21bec156-eadf-4d54-a333-b1bbaa595e67,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,1/2 gallon,ffcc2927-fe12-4ee9-af98-b5824ff74abc,2024-01-17 17:14:34
2124,4120864c-8526-4add-aa0f-ec90134eea87,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 cup,643f6cb3-80db-4a6e-a986-7937e71bacf3,2024-01-17 17:14:34
4079,1e3d1cc6-9386-42c6-abc0-3633854f6939,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 gallon,f30451be-fdde-448c-afc4-324a68325073,2024-01-17 17:14:34
4839,d3f6dabf-09da-4c04-81ee-9f70fb8a351f,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,2 tablespoons,124b6452-24e0-46de-81c6-b3b8be0ecc10,2024-01-17 17:14:34
4361,de6d3c92-d296-41e0-b964-bbd651c0e0f2,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Pinto Beans,1/4 pint,db112527-42d4-4f3f-b742-58a1b95659a1,2024-01-17 17:14:34
4513,488290c7-8701-4b62-8ee5-8c1d493374fd,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,1/2 cup,b0bb31fb-9f6b-4ecb-a619-305a3ebb9740,2024-01-17 17:14:34
5050,7e997986-04d7-429a-b2ce-afd46ee01295,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/2 gallon,3164f199-08ad-4f88-a64c-f5660ff52cc9,2024-01-17 17:14:34
4378,c3d1fdc5-b328-48aa-bcd5-e6e805de36e6,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 gallon,e494f3a1-3d8c-4e9c-a935-92322f2f701b,2024-01-17 17:14:34
1201,2e0908d1-593c-45d0-aef8-531087aa514d,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,2 tablespoons,25a19485-8cd6-4a5a-9a86-a883d17c5a7d,2024-01-17 17:14:34
3699,81fe1e50-19cf-4a18-9b84-1aad6cc849ac,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 gallon,d109c1c2-15a1-4429-a833-97547e725e3c,2024-01-17 17:14:34
7918,4adfa3bd-f0c8-417e-b132-b6a082571414,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,2 tablespoons,589a5336-e401-4b95-ae4b-dc48f8003284,2024-01-17 17:14:34
8024,ac54f779-ed84-410c-9bac-e8791c3b0c9c,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,2 tablespoons,59e0c81a-f19b-40ce-a7b9-4b1eca38a622,2024-01-17 17:14:34
7978,b25ac206-10b8-4e6b-8d3e-f3c9449ad705,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 cup,1baf9859-87ea-4f52-9f29-d4da117c3ab6,2024-01-17 17:14:34
1048,f25acd2c-0986-4205-a52e-2383e9c2221d,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 gallon,62bd6333-219e-471a-a43a-ed770713e6e8,2024-01-17 17:14:34
4980,26369273-a175-4034-a64b-4c2d4cf91953,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,2 tablespoons,f84dc086-79c4-447f-893e-9b4d2d3ba031,2024-01-17 17:14:34
9718,a934f9f3-931f-46f5-912b-55be49237974,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/4 pint,3ac4508d-f00a-431a-a548-dde089a06c1f,2024-01-17 17:14:34
7623,6dd9ad74-4e69-4c28-a789-c642283430bf,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,9bb2b53c-6e07-466c-9202-2842e1999ad9,2024-01-17 17:14:34
2515,56b85ad2-2c79-4fa8-a3c2-2a053a88a1a7,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,2 tablespoons,98f2fabc-f989-4bd1-af68-8456e04645ee,2024-01-17 17:14:34
3036,c8e465d1-1a74-4e98-8801-91526a0ed895,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 gallon,2af54acc-4cb4-47bc-9ee2-4070d95288ea,2024-01-17 17:14:34
2104,b35e877a-8ee5-4236-bfae-5ac3d9756fbd,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/4 pint,eb42f705-f065-403e-9318-9964ffd0021e,2024-01-17 17:14:34
7284,d34de22a-06d6-4113-9738-155e97f73fdf,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 gallon,1a1caa0f-05ef-42e2-85e1-eafa52943e62,2024-01-17 17:14:34
3663,55988e41-dea2-4eea-80ff-8425a75d93c8,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 gallon,bee9ed1f-5f76-4978-9d63-862b95fa3b59,2024-01-17 17:14:34
8315,ab440d71-f008-442e-96b0-79d4e88064e5,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,2 tablespoons,2d87a057-1c60-43ac-83ee-922f9dadb526,2024-01-17 17:14:34
6292,03c7d5f9-b6e8-4276-97c5-e375d1b46d05,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/4 pint,c018a098-f916-41aa-aaa8-46145c9b969b,2024-01-17 17:14:34
4693,48c955a2-eabe-41cb-93d4-2c1bbf62674c,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/4 pint,5297fd80-457d-4287-b0ca-a2e319e0e36a,2024-01-17 17:14:34
1610,77ce3354-6d75-487a-b84e-50da250e8b71,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,1/4 pint,265cfb47-fac9-454f-853c-b931fe336b17,2024-01-17 17:14:34
7695,6f94a375-569e-432d-a187-11f325fb6f85,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,2 tablespoons,47fcf337-c1a4-4fdd-8931-92b05329cc7f,2024-01-17 17:14:34
1123,cf48a2ee-073a-491f-b0ae-0ca7509d055f,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,1/4 pint,186597e5-119c-4e99-9173-6b6781a2d864,2024-01-17 17:14:34
8628,bcda354b-47d8-4c6f-97b2-2d81587777cb,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,2 tablespoons,86d35c05-2901-4bca-a5ad-9c6658db9be0,2024-01-17 17:14:34
7623,a2c2b43a-34ec-4162-9167-dc3d14f7534d,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 gallon,5473fcd7-03d6-4d3d-86e3-babddea68183,2024-01-17 17:14:34
3326,fcbd9884-ecd2-4f31-9644-58bcea3bcdbf,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,2 tablespoons,d0f6cbf3-2829-43f7-a212-6479c44cc3fe,2024-01-17 17:14:34
9811,1a230bcc-8755-41f1-8c00-6912dc4ace22,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 cup,89cde4a9-db65-46e1-a91a-640b4e166b65,2024-01-17 17:14:34
9940,7694de20-2087-4d81-a3d1-487025a888ed,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 gallon,710a1182-6028-45f3-956a-a7a83d3dde98,2024-01-17 17:14:34
9112,8e49167a-c472-4aa7-9368-5b24938c07a0,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,2 tablespoons,a10c5c14-daee-4a7f-9410-9aec06a7c2dc,2024-01-17 17:14:34
