brand,name,style,hop,yeast,malts,ibu,alcohol,blg,user_id,dt_current_timestamp
Carlsberg,Lager,Belgian Dubbel,Millennium,WLP001 - California Ale,Munich,40 IBU,4.3%,17.0°Blg,39b3ad0a-10bd-4546-8d30-22efb6eb1263,2026-03-05 09:25:32
Guinness,Porter,Session IPA,Millennium,1056 - American Ale,Victory,26 IBU,7.6%,14.6°Blg,66232383-80da-48be-9ad6-55f2db82aef4,2026-03-05 09:25:32
Brewdog,Lager,Belgian Dubbel,Saaz,WLP001 - California Ale,Pilsner,63 IBU,4.7%,18.2°Blg,dbffa27a-e897-4005-8b63-305b6a75e613,2026-03-05 09:25:32
Brewdog,Pale Ale,Session IPA,Millennium,WLP001 - California Ale,Munich,41 IBU,7.9%,14.3°Blg,790b2af4-3114-4781-826f-3773ac38678d,2026-03-05 09:25:32
Guinness,Imperial Stout,Strong Ale,Mosaic,S04 - English Ale,Chocolate,40 IBU,8.5%,18.3°Blg,d368579c-4464-49a7-bb8b-95dbf23aceff,2026-03-05 09:25:32
Guinness,Imperial Stout,Sour Ale,Millennium,WLP001 - California Ale,Victory,49 IBU,6.3%,11.3°Blg,4dd770f9-fc92-4a69-8520-42eaf6345f3c,2026-03-05 09:25:32
Carlsberg,Pale Ale,Session IPA,Saaz,S04 - English Ale,Caramel,67 IBU,5.0%,12.7°Blg,a4bfa4e0-60cc-462b-a223-a96f515306a3,2026-03-05 09:25:32
Brewdog,Lager,Sour Ale,Saaz,S04 - English Ale,Chocolate,30 IBU,5.6%,12.2°Blg,ac5daead-2443-4c20-975d-439866b443cb,2026-03-05 09:25:32
Guinness,Pilsner,Wheat Beer,Millennium,W34/70 - Lager,Chocolate,65 IBU,4.1%,13.6°Blg,2cd1026a-ca7b-492c-a6a4-94682414cd53,2026-03-05 09:25:32
Guinness,Porter,Session IPA,Cascade,S04 - English Ale,Chocolate,31 IBU,6.3%,12.7°Blg,2e4d7096-b5fb-413b-9129-702e5e6fc0c2,2026-03-05 09:25:32
Carlsberg,Lager,Wheat Beer,Millennium,S04 - English Ale,Pilsner,61 IBU,8.5%,13.0°Blg,d16dee01-9e32-49a8-bcb1-e70be4f1e4f5,2026-03-05 09:25:32
Guinness,Pilsner,Belgian Dubbel,Millennium,1056 - American Ale,Caramel,52 IBU,7.5%,11.6°Blg,e4d00e5b-1455-4eaf-9903-34c7bcf37a8a,2026-03-05 09:25:32
Carlsberg,Lager,Strong Ale,Cascade,W34/70 - Lager,Pilsner,63 IBU,7.6%,20.0°Blg,cf1d90fd-21fd-4ebb-aaa8-d607a678ed17,2026-03-05 09:25:32
Carlsberg,Porter,Belgian Dubbel,Millennium,S04 - English Ale,Caramel,29 IBU,7.3%,11.5°Blg,9e65fb0a-86a0-4986-9676-9df087e4f21d,2026-03-05 09:25:32
Guinness,Imperial Stout,Belgian Dubbel,Millennium,1056 - American Ale,Munich,36 IBU,7.1%,19.1°Blg,13eb67ed-5b86-470e-a2d0-a13936ffabb6,2026-03-05 09:25:32
Guinness,Imperial Stout,Sour Ale,Galaxy,W34/70 - Lager,Munich,37 IBU,7.2%,12.9°Blg,8c1070f8-07ab-4721-916f-3742b28760a9,2026-03-05 09:25:32
Budweiser,Pilsner,Session IPA,Galaxy,W34/70 - Lager,Caramel,29 IBU,4.3%,14.1°Blg,d391f38e-1feb-47a6-aa9e-6f2c1593d417,2026-03-05 09:25:32
Carlsberg,Pale Ale,Sour Ale,Galaxy,S04 - English Ale,Chocolate,41 IBU,6.3%,10.9°Blg,00c59ef5-1234-42a0-8fbd-2b3bb2925e13,2026-03-05 09:25:32
Budweiser,Lager,Strong Ale,Cascade,S04 - English Ale,Caramel,65 IBU,6.2%,15.0°Blg,82e7a68e-9c6e-4dde-888c-18dab6fe103f,2026-03-05 09:25:32
Brewdog,Lager,Session IPA,Millennium,S04 - English Ale,Chocolate,59 IBU,5.2%,13.8°Blg,fcbcc200-443a-4c68-b081-2c4849ce1da1,2026-03-05 09:25:32
Budweiser,Porter,Sour Ale,Cascade,WLP001 - California Ale,Pilsner,26 IBU,7.6%,14.1°Blg,23e44219-cbfb-4f5a-94b9-c4ba1334c630,2026-03-05 09:25:32
Budweiser,Lager,Wheat Beer,Millennium,1056 - American Ale,Caramel,39 IBU,5.1%,13.5°Blg,84cb7e2b-ab9c-47a2-b40e-5f7166d55ad0,2026-03-05 09:25:32
Heineken,Pilsner,Wheat Beer,Millennium,1388 - Belgian Strong Ale,Caramel,24 IBU,6.0%,11.2°Blg,22f25bf3-0ad3-41f6-9d05-957107dad75f,2026-03-05 09:25:32
Guinness,Porter,Sour Ale,Millennium,1056 - American Ale,Caramel,62 IBU,7.6%,13.5°Blg,5897bb0c-ddf4-4259-8cab-68539828c132,2026-03-05 09:25:32
Budweiser,Imperial Stout,Sour Ale,Saaz,1056 - American Ale,Victory,23 IBU,5.3%,18.9°Blg,a004d646-b1bc-41a1-bf66-170f695c5315,2026-03-05 09:25:32
Carlsberg,Lager,Strong Ale,Cascade,1056 - American Ale,Caramel,63 IBU,6.7%,15.2°Blg,b223c00f-be76-472b-9414-a43d9b56a5f7,2026-03-05 09:25:32
Brewdog,Pale Ale,Strong Ale,Mosaic,S04 - English Ale,Victory,62 IBU,8.4%,11.9°Blg,023ef014-70ab-48ac-8dbb-3e2cf6330e19,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Strong Ale,Saaz,1388 - Belgian Strong Ale,Munich,27 IBU,6.3%,15.3°Blg,4988de9d-35cf-4acd-9a09-ec67c350ad34,2026-03-05 09:25:32
Brewdog,Pale Ale,Session IPA,Mosaic,1388 - Belgian Strong Ale,Munich,47 IBU,6.4%,15.8°Blg,772ed993-78a3-448c-ab29-5d5efe771c3a,2026-03-05 09:25:32
Carlsberg,Lager,Sour Ale,Cascade,1056 - American Ale,Victory,69 IBU,9.8%,13.2°Blg,eaf572e9-dd2f-4123-97f1-9cc0abc62fda,2026-03-05 09:25:32
Brewdog,Pale Ale,Strong Ale,Millennium,1388 - Belgian Strong Ale,Caramel,37 IBU,8.6%,12.8°Blg,fe6da023-3889-4389-b607-c527a73a006b,2026-03-05 09:25:32
Budweiser,Imperial Stout,Sour Ale,Millennium,W34/70 - Lager,Victory,54 IBU,4.9%,18.4°Blg,35078ab2-072e-4a61-89a4-e26fdcc651eb,2026-03-05 09:25:32
Carlsberg,Porter,Strong Ale,Galaxy,WLP001 - California Ale,Munich,20 IBU,4.2%,16.0°Blg,de2e45ca-13af-4e52-ba48-cdc2bc661137,2026-03-05 09:25:32
Carlsberg,Pilsner,Strong Ale,Millennium,S04 - English Ale,Caramel,53 IBU,8.5%,14.7°Blg,60a3cba2-8e6c-4ba4-8eaa-d09bbc217b7c,2026-03-05 09:25:32
Budweiser,Pilsner,Session IPA,Saaz,1388 - Belgian Strong Ale,Caramel,20 IBU,7.3%,18.2°Blg,387abe7c-bc60-418c-b730-eaf9918e4f92,2026-03-05 09:25:32
Guinness,Lager,Session IPA,Mosaic,1388 - Belgian Strong Ale,Caramel,29 IBU,6.8%,10.3°Blg,83445ec1-e0ba-4ab0-9246-6d241c72f671,2026-03-05 09:25:32
Carlsberg,Pale Ale,Belgian Dubbel,Cascade,1388 - Belgian Strong Ale,Caramel,68 IBU,8.8%,13.3°Blg,5882bc13-7749-4417-9f62-76d964b5558a,2026-03-05 09:25:32
Guinness,Pale Ale,Wheat Beer,Mosaic,1056 - American Ale,Munich,34 IBU,4.3%,12.7°Blg,fd006eec-5cfe-4f81-9a9b-3ce26c20519c,2026-03-05 09:25:32
Heineken,Porter,Belgian Dubbel,Galaxy,1056 - American Ale,Munich,20 IBU,9.3%,18.1°Blg,bc240365-789d-4583-a01b-b5e1becda6fc,2026-03-05 09:25:32
Budweiser,Porter,Strong Ale,Galaxy,S04 - English Ale,Victory,36 IBU,4.4%,16.4°Blg,05269db4-fee9-4689-9d56-25e792846f66,2026-03-05 09:25:32
Budweiser,Pale Ale,Session IPA,Saaz,WLP001 - California Ale,Victory,29 IBU,8.6%,19.9°Blg,680beeb1-3a07-40a5-b880-43768db3e54d,2026-03-05 09:25:32
Budweiser,Pale Ale,Sour Ale,Mosaic,S04 - English Ale,Chocolate,27 IBU,8.6%,10.8°Blg,1afe0a27-0d66-4d94-8c93-a8cb541ae3d9,2026-03-05 09:25:32
Guinness,Pale Ale,Sour Ale,Cascade,S04 - English Ale,Victory,57 IBU,6.2%,18.8°Blg,c10758ab-251f-422c-bf23-4d33a1cc8ed4,2026-03-05 09:25:32
Guinness,Pilsner,Belgian Dubbel,Saaz,1388 - Belgian Strong Ale,Munich,57 IBU,6.0%,12.9°Blg,0e23c768-5a01-444a-b352-f826154e1746,2026-03-05 09:25:32
Brewdog,Imperial Stout,Session IPA,Saaz,1056 - American Ale,Chocolate,24 IBU,4.5%,11.2°Blg,80272b08-346f-4df2-aa34-edf8d8cce942,2026-03-05 09:25:32
Carlsberg,Porter,Sour Ale,Millennium,S04 - English Ale,Munich,70 IBU,8.7%,19.8°Blg,41035551-e412-4ce4-81c7-6f353558dd98,2026-03-05 09:25:32
Brewdog,Pale Ale,Session IPA,Millennium,WLP001 - California Ale,Munich,51 IBU,9.9%,14.5°Blg,b91d7e01-601f-4a1a-ad6a-7c795c107552,2026-03-05 09:25:32
Budweiser,Porter,Session IPA,Cascade,W34/70 - Lager,Chocolate,41 IBU,7.2%,17.6°Blg,b82dc3be-cc18-4614-a185-50a8595b6f73,2026-03-05 09:25:32
Brewdog,Porter,Sour Ale,Mosaic,WLP001 - California Ale,Munich,45 IBU,6.1%,17.3°Blg,65ed750b-98c0-42a9-a76b-80c050675121,2026-03-05 09:25:32
Heineken,Lager,Wheat Beer,Cascade,1056 - American Ale,Munich,50 IBU,6.1%,11.9°Blg,bcde36d5-deea-4484-933d-9f296adf9f1c,2026-03-05 09:25:32
Budweiser,Pilsner,Strong Ale,Galaxy,WLP001 - California Ale,Caramel,70 IBU,6.7%,10.3°Blg,34109829-65f8-4937-ac7d-30e9afd0ef1a,2026-03-05 09:25:32
Budweiser,Pilsner,Belgian Dubbel,Saaz,1388 - Belgian Strong Ale,Caramel,70 IBU,4.2%,11.6°Blg,8b4e8f7e-fc89-4327-832c-8d07122568a4,2026-03-05 09:25:32
Guinness,Pilsner,Strong Ale,Cascade,1056 - American Ale,Pilsner,38 IBU,4.2%,16.9°Blg,2132e43f-7538-4f17-a0c3-f7c603684da4,2026-03-05 09:25:32
Carlsberg,Lager,Belgian Dubbel,Cascade,1056 - American Ale,Victory,64 IBU,9.6%,13.5°Blg,daa45e68-b079-441c-ac8d-82a2268994e5,2026-03-05 09:25:32
Brewdog,Pilsner,Strong Ale,Galaxy,1056 - American Ale,Victory,52 IBU,7.0%,17.9°Blg,57f2eda4-1636-49e7-a766-691d554b789e,2026-03-05 09:25:32
Brewdog,Imperial Stout,Strong Ale,Galaxy,W34/70 - Lager,Chocolate,20 IBU,6.1%,18.8°Blg,477131ab-bd10-44d8-a6c4-7b38be559c4d,2026-03-05 09:25:32
Budweiser,Pilsner,Wheat Beer,Galaxy,S04 - English Ale,Chocolate,51 IBU,8.2%,13.4°Blg,73d51cb9-c094-462b-8f11-6a56c5c964e1,2026-03-05 09:25:32
Heineken,Porter,Strong Ale,Saaz,W34/70 - Lager,Munich,57 IBU,5.4%,10.2°Blg,716388bd-980b-4893-8fde-7ff0e89c6252,2026-03-05 09:25:32
Budweiser,Lager,Strong Ale,Cascade,1388 - Belgian Strong Ale,Munich,23 IBU,9.7%,15.8°Blg,c1ae16ba-3607-4065-8bf3-a4f4bf3f023b,2026-03-05 09:25:32
Heineken,Lager,Belgian Dubbel,Cascade,S04 - English Ale,Caramel,66 IBU,6.7%,12.5°Blg,c340cf32-f353-4ad9-bd00-ad551d0b5ec9,2026-03-05 09:25:32
Guinness,Pale Ale,Session IPA,Millennium,1056 - American Ale,Victory,33 IBU,4.4%,13.2°Blg,e7ec564f-6885-4b7e-ad55-819eab3c148a,2026-03-05 09:25:32
Carlsberg,Lager,Session IPA,Saaz,S04 - English Ale,Victory,37 IBU,9.8%,18.5°Blg,d1a456e3-852e-471e-9f72-0125518b79e0,2026-03-05 09:25:32
Guinness,Lager,Belgian Dubbel,Millennium,WLP001 - California Ale,Chocolate,48 IBU,6.0%,10.3°Blg,7c0d4e46-1381-40d6-bf9c-f1661c4f3e10,2026-03-05 09:25:32
Heineken,Imperial Stout,Wheat Beer,Galaxy,S04 - English Ale,Chocolate,28 IBU,8.2%,19.2°Blg,1875ee8f-0818-42fa-8f3e-484c3fc623f6,2026-03-05 09:25:32
Heineken,Pilsner,Wheat Beer,Galaxy,W34/70 - Lager,Pilsner,32 IBU,7.4%,17.2°Blg,0c74124c-5d18-43bc-bb79-2eb9c7da9f5c,2026-03-05 09:25:32
Brewdog,Lager,Sour Ale,Saaz,1388 - Belgian Strong Ale,Victory,23 IBU,4.3%,11.7°Blg,b8515dff-d9af-46f4-a7dd-5b454e84ff6e,2026-03-05 09:25:32
Guinness,Pale Ale,Wheat Beer,Mosaic,WLP001 - California Ale,Victory,62 IBU,9.1%,14.0°Blg,6fa850d0-1f70-4dba-826a-bfa892545723,2026-03-05 09:25:32
Carlsberg,Pilsner,Session IPA,Saaz,S04 - English Ale,Victory,67 IBU,4.6%,13.7°Blg,e01b4c64-ed11-4789-a91a-3e1489768d81,2026-03-05 09:25:32
Budweiser,Pale Ale,Session IPA,Cascade,1388 - Belgian Strong Ale,Munich,46 IBU,9.5%,20.0°Blg,fc461e67-9197-4a35-8bda-dec02172b446,2026-03-05 09:25:32
Budweiser,Imperial Stout,Strong Ale,Galaxy,S04 - English Ale,Victory,21 IBU,7.4%,12.1°Blg,d0458c33-29f9-42eb-9bdb-557e189e06f2,2026-03-05 09:25:32
Brewdog,Pale Ale,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Chocolate,35 IBU,8.9%,12.3°Blg,06cc6397-a2e3-4e76-a0b0-943e7c232036,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Belgian Dubbel,Galaxy,1056 - American Ale,Victory,45 IBU,6.6%,16.6°Blg,07cf4ea3-7f07-4e97-9231-d4e61aff44d0,2026-03-05 09:25:32
Heineken,Imperial Stout,Strong Ale,Mosaic,1056 - American Ale,Victory,60 IBU,7.6%,18.4°Blg,773469fb-11a6-4723-b8b5-56f6210fc5d4,2026-03-05 09:25:32
Guinness,Imperial Stout,Session IPA,Mosaic,WLP001 - California Ale,Victory,45 IBU,7.7%,10.5°Blg,c97faabc-4be8-4356-a549-d9d2ebbd24cd,2026-03-05 09:25:32
Heineken,Pale Ale,Wheat Beer,Saaz,WLP001 - California Ale,Pilsner,27 IBU,5.4%,13.0°Blg,ea798b13-9851-4857-8691-19e5aa3b5147,2026-03-05 09:25:32
Carlsberg,Porter,Strong Ale,Saaz,1056 - American Ale,Munich,51 IBU,9.8%,10.3°Blg,1dbb2940-f1e1-4496-a991-92267369fc2d,2026-03-05 09:25:32
Carlsberg,Lager,Session IPA,Galaxy,1056 - American Ale,Caramel,55 IBU,7.0%,12.4°Blg,4bb2989d-cf20-4a31-a6da-79da3c701694,2026-03-05 09:25:32
Guinness,Pilsner,Strong Ale,Saaz,S04 - English Ale,Victory,27 IBU,8.6%,10.4°Blg,ba6ccc7b-abde-4cbc-887c-300fe6a26539,2026-03-05 09:25:32
Brewdog,Imperial Stout,Wheat Beer,Saaz,S04 - English Ale,Munich,69 IBU,5.4%,14.0°Blg,62525d6f-d767-4c7b-94b1-ae50c3556632,2026-03-05 09:25:32
Guinness,Pale Ale,Belgian Dubbel,Mosaic,1056 - American Ale,Victory,30 IBU,9.1%,15.4°Blg,1d82d3be-de59-4876-b8ef-644cacd33e30,2026-03-05 09:25:32
Budweiser,Imperial Stout,Belgian Dubbel,Cascade,S04 - English Ale,Pilsner,59 IBU,5.1%,15.9°Blg,89732f71-3b60-4b16-a8b3-e2d73b011fcf,2026-03-05 09:25:32
Brewdog,Imperial Stout,Strong Ale,Cascade,1388 - Belgian Strong Ale,Munich,43 IBU,5.0%,16.6°Blg,e880eca6-5b25-4efd-bbc0-f4a9f98f66ca,2026-03-05 09:25:32
Brewdog,Pilsner,Session IPA,Galaxy,1388 - Belgian Strong Ale,Munich,42 IBU,7.5%,14.8°Blg,294b43e0-4b7e-403d-a085-9b47315ac050,2026-03-05 09:25:32
Guinness,Porter,Belgian Dubbel,Galaxy,S04 - English Ale,Caramel,38 IBU,6.3%,19.3°Blg,d091978b-8a8c-414e-a8c4-703afc31cdce,2026-03-05 09:25:32
Carlsberg,Lager,Belgian Dubbel,Galaxy,S04 - English Ale,Victory,60 IBU,4.0%,19.7°Blg,cbc8ac9b-ffeb-499f-a9b9-fa2d4987ec6b,2026-03-05 09:25:32
Heineken,Pilsner,Strong Ale,Cascade,1056 - American Ale,Munich,31 IBU,6.8%,15.5°Blg,35e860c9-86ba-4e9b-abbd-86bc7018cdff,2026-03-05 09:25:32
Carlsberg,Porter,Session IPA,Mosaic,WLP001 - California Ale,Pilsner,63 IBU,9.6%,17.6°Blg,9e8ba38b-d756-4a14-a4d5-e67b355ee0d2,2026-03-05 09:25:32
Brewdog,Pale Ale,Belgian Dubbel,Saaz,WLP001 - California Ale,Victory,57 IBU,4.0%,18.1°Blg,90e840f2-c7cf-47dc-b04c-f59037a60a08,2026-03-05 09:25:32
Guinness,Imperial Stout,Belgian Dubbel,Millennium,S04 - English Ale,Pilsner,26 IBU,8.8%,19.4°Blg,b09442af-b3da-47a2-9dd9-a27524b8c5e9,2026-03-05 09:25:32
Brewdog,Pilsner,Wheat Beer,Millennium,1056 - American Ale,Caramel,32 IBU,7.3%,17.0°Blg,435f8414-4874-47f4-90b7-933db3f32c1d,2026-03-05 09:25:32
Heineken,Lager,Belgian Dubbel,Millennium,WLP001 - California Ale,Pilsner,66 IBU,8.9%,19.6°Blg,39bdfe27-6b3f-4357-af91-5df2fe014371,2026-03-05 09:25:32
Heineken,Pale Ale,Wheat Beer,Galaxy,WLP001 - California Ale,Chocolate,20 IBU,5.8%,12.5°Blg,53a77e7e-7101-49ae-b502-ef8763a1f9db,2026-03-05 09:25:32
Heineken,Pale Ale,Wheat Beer,Galaxy,S04 - English Ale,Chocolate,55 IBU,5.0%,14.4°Blg,1fb79255-618f-4db9-b049-936212babea7,2026-03-05 09:25:32
Brewdog,Lager,Sour Ale,Cascade,1056 - American Ale,Caramel,52 IBU,6.5%,14.3°Blg,ca5655c4-2144-4bdd-ae54-9fc8712024c5,2026-03-05 09:25:32
Budweiser,Porter,Belgian Dubbel,Saaz,1056 - American Ale,Pilsner,52 IBU,9.7%,11.5°Blg,c0d83c76-2c33-4bc8-b6f5-0609399d2d31,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Sour Ale,Saaz,1056 - American Ale,Chocolate,24 IBU,9.3%,13.7°Blg,a085c795-1f50-4347-b921-3416fc8c276c,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Strong Ale,Cascade,S04 - English Ale,Pilsner,44 IBU,8.3%,12.2°Blg,756b3ad7-4d51-467b-93cd-02ae4fbfad58,2026-03-05 09:25:32
Budweiser,Pilsner,Wheat Beer,Galaxy,S04 - English Ale,Munich,30 IBU,9.5%,16.0°Blg,6f4359f0-f13b-4f49-ac7b-936755731cb6,2026-03-05 09:25:32
Guinness,Imperial Stout,Sour Ale,Mosaic,S04 - English Ale,Victory,63 IBU,6.7%,18.1°Blg,126bfdb4-bfc0-47e0-9697-88e976da712e,2026-03-05 09:25:32
Heineken,Imperial Stout,Sour Ale,Saaz,1388 - Belgian Strong Ale,Munich,35 IBU,7.8%,14.2°Blg,f820c334-79ba-4326-8fa6-e5c8e720e412,2026-03-05 09:25:32
Budweiser,Pilsner,Strong Ale,Millennium,1056 - American Ale,Chocolate,34 IBU,4.2%,13.9°Blg,9f8e50f7-d3fd-40ee-a670-01f16d2515e0,2026-03-05 09:25:32
Heineken,Porter,Strong Ale,Cascade,WLP001 - California Ale,Pilsner,61 IBU,9.0%,12.2°Blg,4f90448a-cc1c-43ce-9639-b83c189c4876,2026-03-05 09:25:32
Guinness,Pilsner,Session IPA,Saaz,1388 - Belgian Strong Ale,Chocolate,64 IBU,4.7%,11.8°Blg,fc4fa644-50c6-47fb-b551-5f5e0f8ef8a1,2026-03-05 09:25:32
Brewdog,Imperial Stout,Strong Ale,Saaz,S04 - English Ale,Caramel,57 IBU,4.1%,16.5°Blg,e17e5455-f72b-492d-86c7-d4bf8af1de44,2026-03-05 09:25:32
Budweiser,Porter,Belgian Dubbel,Galaxy,WLP001 - California Ale,Caramel,28 IBU,8.4%,17.0°Blg,c58b1f4f-6220-4899-b23e-feab06dabaec,2026-03-05 09:25:32
Guinness,Pilsner,Strong Ale,Cascade,1388 - Belgian Strong Ale,Caramel,39 IBU,7.3%,10.2°Blg,a6ff6a79-e185-4722-9b50-24997ce02577,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Session IPA,Millennium,1388 - Belgian Strong Ale,Caramel,67 IBU,4.2%,10.6°Blg,54f0e4e9-3636-4fe1-b325-755f85cbe5a0,2026-03-05 09:25:32
Brewdog,Imperial Stout,Session IPA,Mosaic,S04 - English Ale,Munich,60 IBU,4.9%,13.4°Blg,a3e4370c-1d1e-41b3-880c-db3f70a5235f,2026-03-05 09:25:32
