brand,name,style,hop,yeast,malts,ibu,alcohol,blg,user_id,dt_current_timestamp
Carlsberg,Pale Ale,Session IPA,Galaxy,WLP001 - California Ale,Chocolate,43 IBU,5.5%,14.4°Blg,08421037-7590-4104-b0ef-85a4215f5f72,2026-03-05 09:25:33
Carlsberg,Pilsner,Session IPA,Mosaic,S04 - English Ale,Victory,45 IBU,6.1%,11.8°Blg,ffd49b47-caf8-4423-b950-9489d9eeddac,2026-03-05 09:25:33
Carlsberg,Pale Ale,Session IPA,Cascade,S04 - English Ale,Pilsner,55 IBU,7.4%,19.6°Blg,8b0dfb2f-813b-4214-985d-1f5f2c5dce2e,2026-03-05 09:25:33
Heineken,Porter,Sour Ale,Cascade,S04 - English Ale,Chocolate,41 IBU,9.1%,15.5°Blg,11aaaab4-6be6-46c0-af94-c366c0e41e83,2026-03-05 09:25:33
Brewdog,Imperial Stout,Sour Ale,Galaxy,W34/70 - Lager,Munich,25 IBU,4.5%,14.8°Blg,92aef3fe-8aaa-442b-aaf3-cd0a941eda59,2026-03-05 09:25:33
Budweiser,Pilsner,Sour Ale,Cascade,W34/70 - Lager,Munich,58 IBU,9.1%,16.0°Blg,763c9fe2-39e8-49b1-8728-2bd2e94a8687,2026-03-05 09:25:33
Carlsberg,Pale Ale,Belgian Dubbel,Galaxy,1056 - American Ale,Victory,30 IBU,9.6%,16.4°Blg,262cbad1-89dd-4b25-a76f-dade9d46ab29,2026-03-05 09:25:33
Brewdog,Porter,Session IPA,Mosaic,1388 - Belgian Strong Ale,Victory,48 IBU,8.1%,11.4°Blg,981d5075-df39-4bf3-b9e6-db8fafe73f94,2026-03-05 09:25:33
Budweiser,Imperial Stout,Strong Ale,Cascade,1388 - Belgian Strong Ale,Victory,65 IBU,8.1%,18.7°Blg,7ec3e962-39ef-4915-a3dd-0fb51b977669,2026-03-05 09:25:33
Budweiser,Imperial Stout,Session IPA,Mosaic,W34/70 - Lager,Victory,41 IBU,9.0%,14.8°Blg,7b52d72f-f528-4285-ba0e-4ebcdcc94fd4,2026-03-05 09:25:33
Brewdog,Porter,Strong Ale,Millennium,1056 - American Ale,Victory,23 IBU,5.0%,16.2°Blg,e40019f2-5a22-4bee-a5f4-aaf10d2a2969,2026-03-05 09:25:33
Brewdog,Porter,Strong Ale,Galaxy,S04 - English Ale,Munich,23 IBU,8.6%,10.8°Blg,b44af23d-dc69-46f5-9759-11c097db0712,2026-03-05 09:25:33
Heineken,Imperial Stout,Session IPA,Cascade,S04 - English Ale,Caramel,67 IBU,8.0%,10.3°Blg,90941495-5f7f-4128-b6f0-6d3fab8d1a30,2026-03-05 09:25:33
Guinness,Pale Ale,Belgian Dubbel,Mosaic,W34/70 - Lager,Munich,51 IBU,6.9%,17.8°Blg,0e961c76-77df-4456-9f7a-57d4a3f8d0b2,2026-03-05 09:25:33
Guinness,Pale Ale,Wheat Beer,Galaxy,1056 - American Ale,Chocolate,66 IBU,4.2%,17.7°Blg,d9ed0d57-7f11-4a7c-83be-7b80d722ca06,2026-03-05 09:25:33
Budweiser,Pale Ale,Session IPA,Saaz,1388 - Belgian Strong Ale,Chocolate,50 IBU,8.9%,10.3°Blg,8930ef12-8963-47ea-82a5-86376a81d777,2026-03-05 09:25:33
Guinness,Pilsner,Belgian Dubbel,Saaz,1056 - American Ale,Victory,35 IBU,6.8%,14.4°Blg,01b846de-46eb-4491-9722-7927c173c1a7,2026-03-05 09:25:33
Heineken,Pilsner,Belgian Dubbel,Mosaic,WLP001 - California Ale,Chocolate,29 IBU,4.9%,15.9°Blg,05221366-5d3b-497b-a32c-8618a40b95cc,2026-03-05 09:25:33
Budweiser,Pilsner,Sour Ale,Cascade,1388 - Belgian Strong Ale,Munich,24 IBU,5.9%,12.1°Blg,6214c6ce-e2b9-463f-8532-c596f42873d1,2026-03-05 09:25:33
Heineken,Pale Ale,Sour Ale,Cascade,1388 - Belgian Strong Ale,Chocolate,41 IBU,5.3%,11.4°Blg,739da70e-c285-4bfd-89ef-3f1ddef7d6d7,2026-03-05 09:25:33
Guinness,Lager,Strong Ale,Millennium,1056 - American Ale,Chocolate,32 IBU,4.3%,15.1°Blg,7d5d5209-7515-4f37-a841-1a82845d0dc7,2026-03-05 09:25:33
Guinness,Imperial Stout,Sour Ale,Galaxy,WLP001 - California Ale,Pilsner,30 IBU,4.7%,20.0°Blg,a2e56bf5-0935-4e60-aa3e-9d96713423ff,2026-03-05 09:25:33
Brewdog,Pale Ale,Strong Ale,Millennium,WLP001 - California Ale,Pilsner,37 IBU,7.5%,18.3°Blg,0b095f9c-18ad-44cc-86c9-4db664c124b1,2026-03-05 09:25:33
Guinness,Imperial Stout,Session IPA,Millennium,1388 - Belgian Strong Ale,Victory,51 IBU,6.4%,18.5°Blg,854387a4-4d54-4cd2-93dc-0a5f4b2308e1,2026-03-05 09:25:33
Guinness,Lager,Wheat Beer,Galaxy,S04 - English Ale,Victory,35 IBU,7.4%,13.3°Blg,64180e3e-20cc-4feb-a283-c747ccf46bd3,2026-03-05 09:25:33
Carlsberg,Pale Ale,Wheat Beer,Cascade,WLP001 - California Ale,Caramel,37 IBU,4.5%,14.6°Blg,38c41973-686f-4be0-88c8-5604211db670,2026-03-05 09:25:33
Budweiser,Lager,Strong Ale,Cascade,S04 - English Ale,Munich,55 IBU,7.8%,14.5°Blg,53eaab10-4c06-44d9-a039-cf95cfd6500b,2026-03-05 09:25:33
Brewdog,Pilsner,Session IPA,Galaxy,1388 - Belgian Strong Ale,Munich,49 IBU,9.7%,11.8°Blg,3a86fb09-9ce7-4f92-aaa3-158e6e64e996,2026-03-05 09:25:33
Brewdog,Pale Ale,Strong Ale,Millennium,W34/70 - Lager,Pilsner,21 IBU,6.0%,10.0°Blg,0143ed7d-8bf7-473a-b22e-f661b7d8076a,2026-03-05 09:25:33
Brewdog,Pilsner,Belgian Dubbel,Cascade,WLP001 - California Ale,Victory,58 IBU,6.2%,13.5°Blg,8749168b-df37-478c-bf65-467ee988a611,2026-03-05 09:25:33
Heineken,Pale Ale,Belgian Dubbel,Millennium,S04 - English Ale,Pilsner,37 IBU,5.1%,12.3°Blg,332d703d-46ad-42e8-9fdb-416963aae74b,2026-03-05 09:25:33
Guinness,Imperial Stout,Strong Ale,Galaxy,W34/70 - Lager,Pilsner,41 IBU,8.7%,19.1°Blg,48b1e182-e138-4d4d-9b85-20eca7288acb,2026-03-05 09:25:33
Brewdog,Pilsner,Sour Ale,Millennium,1056 - American Ale,Chocolate,57 IBU,5.7%,19.0°Blg,dfb425cf-a9fe-4750-91b6-f17dddf885a9,2026-03-05 09:25:33
Budweiser,Porter,Belgian Dubbel,Millennium,1056 - American Ale,Munich,66 IBU,5.0%,16.1°Blg,069c0849-9133-4788-b346-26796d6fc1c4,2026-03-05 09:25:33
Heineken,Imperial Stout,Session IPA,Cascade,WLP001 - California Ale,Victory,27 IBU,8.9%,15.3°Blg,df387b0a-40de-4784-871c-b2899e70d7b2,2026-03-05 09:25:33
Heineken,Lager,Strong Ale,Millennium,W34/70 - Lager,Pilsner,38 IBU,5.4%,17.8°Blg,751288d4-3cf5-4462-9886-dcc96e7dc7d0,2026-03-05 09:25:33
Budweiser,Pale Ale,Belgian Dubbel,Cascade,W34/70 - Lager,Chocolate,24 IBU,6.4%,13.1°Blg,4933ba5c-3542-4382-9b82-4a1f01f3f029,2026-03-05 09:25:33
Carlsberg,Lager,Wheat Beer,Mosaic,W34/70 - Lager,Caramel,24 IBU,7.3%,16.7°Blg,742ccd98-2019-4121-9360-54dc8bb5def4,2026-03-05 09:25:33
Heineken,Lager,Sour Ale,Saaz,W34/70 - Lager,Victory,32 IBU,8.9%,15.3°Blg,f7849073-0149-4ab6-ab31-0172fa8e90a2,2026-03-05 09:25:33
Carlsberg,Lager,Sour Ale,Mosaic,W34/70 - Lager,Chocolate,60 IBU,4.9%,14.3°Blg,0d0607ac-c289-474f-a192-d9e4dcf9661b,2026-03-05 09:25:33
Heineken,Pale Ale,Sour Ale,Galaxy,1056 - American Ale,Munich,27 IBU,7.4%,11.8°Blg,37f00695-cb8b-4472-b223-a3576c69534c,2026-03-05 09:25:33
Guinness,Imperial Stout,Session IPA,Saaz,WLP001 - California Ale,Victory,52 IBU,6.3%,11.6°Blg,61fafacc-8f5f-40b5-9fc5-c3d40d4b8d46,2026-03-05 09:25:33
Carlsberg,Lager,Sour Ale,Cascade,1388 - Belgian Strong Ale,Caramel,42 IBU,6.8%,18.5°Blg,b5ca421b-b44c-4fc6-a3f5-55a05a475636,2026-03-05 09:25:33
Carlsberg,Lager,Wheat Beer,Mosaic,S04 - English Ale,Victory,69 IBU,4.7%,19.0°Blg,3086bac1-8072-4ae9-9b0c-3df76bd0491d,2026-03-05 09:25:33
Budweiser,Pale Ale,Wheat Beer,Saaz,1056 - American Ale,Victory,27 IBU,5.8%,16.5°Blg,4a97baee-0a5a-49bb-91dd-dd1ed526c8fe,2026-03-05 09:25:33
Guinness,Lager,Wheat Beer,Mosaic,W34/70 - Lager,Munich,59 IBU,4.5%,19.7°Blg,418b58e4-f942-4cc0-ae9d-12bced87884c,2026-03-05 09:25:33
Guinness,Imperial Stout,Session IPA,Cascade,1388 - Belgian Strong Ale,Pilsner,28 IBU,8.8%,15.2°Blg,3b1c0331-955b-4213-822b-4288f823a908,2026-03-05 09:25:33
Carlsberg,Lager,Strong Ale,Mosaic,1388 - Belgian Strong Ale,Caramel,51 IBU,8.8%,14.6°Blg,d16cf4e5-0e9b-4da2-ab91-05a11d6ee347,2026-03-05 09:25:33
Guinness,Pale Ale,Session IPA,Cascade,W34/70 - Lager,Pilsner,33 IBU,9.8%,14.0°Blg,4ef2636f-c0fc-427c-b7ff-bb294fc35b38,2026-03-05 09:25:33
Heineken,Porter,Strong Ale,Mosaic,W34/70 - Lager,Chocolate,54 IBU,8.0%,17.1°Blg,a78d3d32-4bf1-45b2-aa28-3ea2fd210f61,2026-03-05 09:25:33
Carlsberg,Lager,Wheat Beer,Mosaic,1056 - American Ale,Chocolate,61 IBU,4.3%,17.2°Blg,e370b946-bc46-408c-91a9-823d72dd3300,2026-03-05 09:25:33
Heineken,Pilsner,Strong Ale,Galaxy,WLP001 - California Ale,Caramel,20 IBU,6.1%,16.8°Blg,e4c01b76-4e91-4ac4-8c5c-534952077266,2026-03-05 09:25:33
Guinness,Imperial Stout,Wheat Beer,Galaxy,1388 - Belgian Strong Ale,Munich,70 IBU,9.0%,16.3°Blg,7631a93b-2081-4a34-ad13-2aa4313b6597,2026-03-05 09:25:33
Guinness,Pilsner,Belgian Dubbel,Saaz,S04 - English Ale,Caramel,47 IBU,4.3%,16.1°Blg,5620a5b5-4106-4f86-91a5-852fbbc17db9,2026-03-05 09:25:33
Guinness,Pale Ale,Session IPA,Millennium,1056 - American Ale,Munich,68 IBU,8.7%,13.0°Blg,a3cd0789-5088-4af1-a2d7-9192dd2b7a75,2026-03-05 09:25:33
Budweiser,Lager,Sour Ale,Galaxy,W34/70 - Lager,Victory,36 IBU,7.2%,10.8°Blg,16c131ba-d2e6-4615-97d7-4bce8c74e14f,2026-03-05 09:25:33
Budweiser,Imperial Stout,Wheat Beer,Galaxy,1056 - American Ale,Victory,53 IBU,4.4%,12.5°Blg,72e21b03-24ad-47a9-8cde-29f540814770,2026-03-05 09:25:33
Brewdog,Porter,Belgian Dubbel,Cascade,S04 - English Ale,Chocolate,69 IBU,5.2%,15.8°Blg,e10a81a0-4b89-4bea-8f4f-46cc417bd480,2026-03-05 09:25:33
Guinness,Imperial Stout,Sour Ale,Millennium,1056 - American Ale,Munich,70 IBU,8.9%,19.4°Blg,d75b8e28-b3ff-4199-b074-cd7d585b6f1a,2026-03-05 09:25:33
Budweiser,Pale Ale,Sour Ale,Mosaic,S04 - English Ale,Pilsner,69 IBU,9.0%,18.5°Blg,7fdff080-3fb3-4cf9-8b8b-8f13f9c292c7,2026-03-05 09:25:33
Guinness,Lager,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Victory,64 IBU,7.9%,18.2°Blg,7657962e-b1fe-4478-960c-6851f4f9ce3d,2026-03-05 09:25:33
Guinness,Pale Ale,Belgian Dubbel,Cascade,S04 - English Ale,Caramel,58 IBU,6.7%,15.3°Blg,45ad120a-f3a4-4dc0-9c9f-35b5eb255a89,2026-03-05 09:25:33
Guinness,Pale Ale,Wheat Beer,Galaxy,WLP001 - California Ale,Victory,70 IBU,5.4%,11.5°Blg,0a2b5ebb-959b-4d88-aed7-fce17e1042ab,2026-03-05 09:25:33
Carlsberg,Imperial Stout,Wheat Beer,Millennium,S04 - English Ale,Caramel,50 IBU,8.7%,10.8°Blg,95bdcbdf-3da5-403b-af1c-2d371d048ced,2026-03-05 09:25:33
Carlsberg,Imperial Stout,Session IPA,Cascade,W34/70 - Lager,Munich,58 IBU,5.0%,14.3°Blg,3879fe93-780a-41e9-bb53-e9bac8b9cb50,2026-03-05 09:25:33
Brewdog,Pilsner,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Pilsner,41 IBU,9.2%,11.9°Blg,14002aa3-1c9d-4498-bed5-4d93e9876bca,2026-03-05 09:25:33
Budweiser,Lager,Strong Ale,Millennium,WLP001 - California Ale,Chocolate,61 IBU,4.4%,12.8°Blg,effffa19-cadc-4513-b445-15eb1e72151b,2026-03-05 09:25:33
Heineken,Pilsner,Wheat Beer,Cascade,1056 - American Ale,Chocolate,30 IBU,7.6%,18.4°Blg,8f7b9739-15ec-45ba-b762-8ccecd795cc9,2026-03-05 09:25:33
Carlsberg,Lager,Belgian Dubbel,Mosaic,WLP001 - California Ale,Pilsner,23 IBU,4.0%,18.3°Blg,2616fdb7-e0ca-4163-b8e3-cfd2a0f8491d,2026-03-05 09:25:33
Budweiser,Lager,Wheat Beer,Saaz,1388 - Belgian Strong Ale,Caramel,69 IBU,9.1%,13.2°Blg,ce2aef1f-c504-41da-8bd7-46a0544e6e3a,2026-03-05 09:25:33
Carlsberg,Porter,Wheat Beer,Mosaic,1056 - American Ale,Victory,60 IBU,5.8%,17.2°Blg,22fac536-64c3-42a2-afbd-126c8198e950,2026-03-05 09:25:33
Heineken,Lager,Session IPA,Galaxy,WLP001 - California Ale,Pilsner,69 IBU,5.7%,12.6°Blg,e966e6a1-cdbc-4370-a7a9-3f3368ece04b,2026-03-05 09:25:33
Budweiser,Pilsner,Wheat Beer,Millennium,S04 - English Ale,Munich,59 IBU,7.7%,12.9°Blg,41a30ece-0a94-4b82-9f23-7307377e1b52,2026-03-05 09:25:33
Budweiser,Porter,Wheat Beer,Saaz,S04 - English Ale,Munich,20 IBU,4.4%,16.4°Blg,7e436bc8-dd39-444b-9150-0826355f0662,2026-03-05 09:25:33
Guinness,Pale Ale,Wheat Beer,Millennium,WLP001 - California Ale,Pilsner,55 IBU,5.1%,16.4°Blg,069e0d81-e432-436a-a3a2-59e1b2db4fc0,2026-03-05 09:25:33
Heineken,Pilsner,Sour Ale,Millennium,W34/70 - Lager,Pilsner,63 IBU,9.3%,16.3°Blg,60ba6a49-a20e-4a24-a8f0-61e8bcc41427,2026-03-05 09:25:33
Carlsberg,Lager,Belgian Dubbel,Saaz,1056 - American Ale,Pilsner,32 IBU,7.5%,17.0°Blg,2ec961f3-037a-4376-80f8-a62b5d756b68,2026-03-05 09:25:33
Budweiser,Porter,Belgian Dubbel,Saaz,W34/70 - Lager,Munich,26 IBU,9.7%,11.2°Blg,7229ab2f-4ae5-4818-8d0b-fda9f764b96d,2026-03-05 09:25:33
Heineken,Pale Ale,Belgian Dubbel,Galaxy,WLP001 - California Ale,Chocolate,23 IBU,9.1%,15.4°Blg,3f47b867-ab92-41bd-993c-80b0ac9d1963,2026-03-05 09:25:33
Brewdog,Imperial Stout,Strong Ale,Galaxy,WLP001 - California Ale,Munich,38 IBU,5.9%,17.5°Blg,a4f16f2f-5a2f-4314-830b-f7b0bcea8917,2026-03-05 09:25:33
Heineken,Imperial Stout,Sour Ale,Saaz,W34/70 - Lager,Victory,52 IBU,7.5%,14.4°Blg,7ca6446c-ec27-4986-8259-ccd03320bca9,2026-03-05 09:25:33
Brewdog,Porter,Belgian Dubbel,Mosaic,S04 - English Ale,Caramel,34 IBU,7.0%,12.5°Blg,8f666036-7566-448a-95ea-eb03a8f7adaf,2026-03-05 09:25:33
Guinness,Porter,Strong Ale,Millennium,W34/70 - Lager,Victory,64 IBU,4.2%,10.8°Blg,77c014fb-eff4-4c0d-a5bb-7d4abbdb3706,2026-03-05 09:25:33
Heineken,Imperial Stout,Belgian Dubbel,Millennium,S04 - English Ale,Chocolate,44 IBU,9.4%,16.7°Blg,595867ec-66d7-4065-84d9-4a0cb1f114b5,2026-03-05 09:25:33
Heineken,Porter,Belgian Dubbel,Millennium,W34/70 - Lager,Victory,39 IBU,9.5%,17.1°Blg,45cc0aa2-2f12-4965-ac19-6e1d2a1ee6fb,2026-03-05 09:25:33
Heineken,Pilsner,Wheat Beer,Galaxy,S04 - English Ale,Chocolate,56 IBU,7.4%,10.5°Blg,822ca7f0-89ca-43e8-b268-87abaeaca127,2026-03-05 09:25:33
Brewdog,Pale Ale,Belgian Dubbel,Cascade,1056 - American Ale,Munich,29 IBU,9.5%,14.4°Blg,bee70e47-5568-4dc9-9ef5-2b592c5eb1ff,2026-03-05 09:25:33
Brewdog,Porter,Belgian Dubbel,Cascade,1056 - American Ale,Caramel,65 IBU,10.0%,19.7°Blg,2c95eb39-7e78-4076-9a01-575c9c3d99a9,2026-03-05 09:25:33
Brewdog,Porter,Sour Ale,Cascade,1056 - American Ale,Chocolate,33 IBU,9.3%,10.4°Blg,a0209eb6-17d6-4656-9a5a-81fe31e32cd6,2026-03-05 09:25:33
Carlsberg,Lager,Sour Ale,Saaz,S04 - English Ale,Munich,32 IBU,6.8%,12.6°Blg,3baa4f19-58df-46e7-a92d-ec14130d3cf8,2026-03-05 09:25:33
Guinness,Pilsner,Sour Ale,Millennium,W34/70 - Lager,Chocolate,31 IBU,6.5%,13.0°Blg,eb357048-142d-4936-99ef-0fbc4dc74484,2026-03-05 09:25:33
Heineken,Porter,Belgian Dubbel,Cascade,1388 - Belgian Strong Ale,Pilsner,36 IBU,6.5%,18.2°Blg,a4816445-f27d-4119-a8a5-0676d19425c7,2026-03-05 09:25:33
Brewdog,Porter,Wheat Beer,Millennium,S04 - English Ale,Munich,50 IBU,5.0%,11.7°Blg,43d35583-c4c8-48d5-9aad-28b072e97c8b,2026-03-05 09:25:33
Carlsberg,Imperial Stout,Strong Ale,Mosaic,WLP001 - California Ale,Pilsner,31 IBU,7.5%,12.2°Blg,89322783-fea2-407c-a311-6acebfe95216,2026-03-05 09:25:33
Budweiser,Lager,Session IPA,Mosaic,W34/70 - Lager,Chocolate,70 IBU,5.8%,17.4°Blg,197fa526-4af7-44c2-a0bb-5d72a5a8c1d6,2026-03-05 09:25:33
Brewdog,Pale Ale,Session IPA,Cascade,1388 - Belgian Strong Ale,Pilsner,28 IBU,4.6%,16.1°Blg,ce4a6705-53da-4f58-9e74-da29b9e69b23,2026-03-05 09:25:33
Budweiser,Porter,Strong Ale,Cascade,S04 - English Ale,Munich,67 IBU,7.8%,15.7°Blg,196093c4-96cd-4986-9bbe-3a2ecfefaf3c,2026-03-05 09:25:33
Heineken,Pilsner,Session IPA,Saaz,WLP001 - California Ale,Chocolate,28 IBU,7.4%,17.3°Blg,80c6c06a-d447-4113-baa4-c8c1f3335700,2026-03-05 09:25:33
Guinness,Lager,Belgian Dubbel,Galaxy,1056 - American Ale,Caramel,68 IBU,6.8%,16.8°Blg,f1c624be-dd3a-4b7a-8f9f-e5c9319fbd99,2026-03-05 09:25:33
Heineken,Pale Ale,Session IPA,Saaz,1388 - Belgian Strong Ale,Munich,42 IBU,9.3%,13.8°Blg,ac927175-a05e-4e28-8613-dc28238e5a9d,2026-03-05 09:25:33
Carlsberg,Pilsner,Belgian Dubbel,Galaxy,WLP001 - California Ale,Caramel,22 IBU,6.1%,18.7°Blg,c4bde75c-05e4-4a11-bba8-b1f71a96e3a7,2026-03-05 09:25:33
Guinness,Porter,Belgian Dubbel,Mosaic,WLP001 - California Ale,Pilsner,28 IBU,9.8%,17.8°Blg,2033c7c2-6005-40b2-9806-1ccbd12d6967,2026-03-05 09:25:33
Guinness,Porter,Belgian Dubbel,Galaxy,1056 - American Ale,Munich,63 IBU,6.1%,12.2°Blg,80962b8b-aff7-4d31-b5b8-5667280bacdf,2026-03-05 09:25:33
Brewdog,Lager,Belgian Dubbel,Galaxy,S04 - English Ale,Victory,27 IBU,4.9%,10.6°Blg,82463d33-7c31-4d48-bcb9-8cc89ca9551b,2026-03-05 09:25:33
Carlsberg,Pilsner,Sour Ale,Cascade,W34/70 - Lager,Victory,30 IBU,9.4%,10.6°Blg,084a77b5-1c85-41d5-8c06-0e040b7da9eb,2026-03-05 09:25:33
Brewdog,Porter,Wheat Beer,Cascade,1056 - American Ale,Chocolate,61 IBU,7.1%,15.6°Blg,33fa6966-eebc-45ea-a50b-6b30bfd1512a,2026-03-05 09:25:33
Budweiser,Lager,Wheat Beer,Mosaic,1388 - Belgian Strong Ale,Caramel,32 IBU,6.8%,13.0°Blg,600c1ace-ac44-4678-9860-cd6976f722d8,2026-03-05 09:25:33
Brewdog,Pilsner,Strong Ale,Millennium,1056 - American Ale,Caramel,33 IBU,9.1%,15.3°Blg,28d0fc78-c1ed-4d6f-a239-685de367bd6c,2026-03-05 09:25:33
Carlsberg,Pale Ale,Session IPA,Mosaic,1056 - American Ale,Pilsner,47 IBU,5.6%,13.1°Blg,241d57f4-fa39-4978-98d9-22715a3f4cff,2026-03-05 09:25:33
Guinness,Porter,Sour Ale,Saaz,1388 - Belgian Strong Ale,Pilsner,22 IBU,8.6%,17.0°Blg,35c2169c-e70d-4400-b5d7-849df20e0cea,2026-03-05 09:25:33
Carlsberg,Pale Ale,Session IPA,Millennium,S04 - English Ale,Pilsner,70 IBU,6.9%,12.9°Blg,6929e01a-a086-41c9-982c-de037162ebda,2026-03-05 09:25:33
Brewdog,Lager,Sour Ale,Cascade,1056 - American Ale,Munich,68 IBU,7.1%,13.3°Blg,1969622d-c738-4b86-b744-faa0e526f1d6,2026-03-05 09:25:33
Brewdog,Imperial Stout,Strong Ale,Cascade,WLP001 - California Ale,Caramel,25 IBU,6.5%,10.6°Blg,081d9d27-6a7c-4a10-9765-45678167687c,2026-03-05 09:25:33
Carlsberg,Imperial Stout,Belgian Dubbel,Millennium,1388 - Belgian Strong Ale,Munich,41 IBU,9.9%,16.1°Blg,80f2f14e-9967-4453-ace2-7c6364f57679,2026-03-05 09:25:33
