id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
2811,92741cb3-4773-4b5e-9452-a4b7e7f890b2,"Armstrong, Little and Cartwright",LLC,Dairy,Revolutionary dynamic strategy,AI,enhance interactive platforms,51-8108556,93-702-3295,https://example.com/fake-logos/2.png,Private,+168 842-1422-6520,"Suite 260 44658 Random Street, SomeCity, SomeCountry",-46.263604,25.770475,5be51729-ebf9-4990-9bcc-a1b8fcc83e79,2024-01-17 16:52:31
5075,0979edfc-6799-4e69-8e73-cf1f3f5ea4ca,Doe Associates,PLC,Education,Seamless innovative synergy,AI,revolutionize integrated markets,31-2248533,62-972-2921,https://example.com/fake-logos/2.png,Private,+55 368-5110-3921,"Suite 233 38262 Random Street, SomeCity, SomeCountry",83.688892,142.714025,efab600e-8e6d-40bb-b42f-6d8f700602ff,2024-01-17 16:52:31
5600,410d46ab-3ad1-4b39-96bd-b3241beb8a8e,"Welch, Hagenes and Halvorson",LLC,Technology,Revolutionary dynamic strategy,Big Data,optimize next-gen technologies,51-4665819,77-421-5993,https://example.com/fake-logos/10.png,Private,+328 880-9242-1532,"Suite 185 4729 Random Street, SomeCity, SomeCountry",26.364178,-67.74962,71da65cf-48ce-4e01-b7f0-b15c8791803f,2024-01-17 16:52:31
6369,1d0dcf92-fed9-479a-b4b2-fe09f32a0cbc,"Welch, Hagenes and Halvorson",LLC,Healthcare,Proactive global mission,Big Data,revolutionize integrated markets,71-1821694,26-745-5990,https://example.com/fake-logos/9.png,Private,+322 204-4108-9028,"Suite 664 86587 Random Street, SomeCity, SomeCountry",-63.012731,23.979901,a7b01227-ca09-493f-8fd3-dc8d14a4195b,2024-01-17 16:52:31
7501,09f14d97-d137-450c-8e90-84c859dd18da,"Armstrong, Little and Cartwright",PLC,Investment Management,Efficient scalable solution,Synergy,revolutionize integrated markets,24-2694956,58-783-7220,https://example.com/fake-logos/10.png,Private,+839 790-4909-1864,"Suite 476 29230 Random Street, SomeCity, SomeCountry",-81.77645,-89.329849,ce518211-e4e5-4899-a936-9d43295a2b2e,2024-01-17 16:52:31
5539,faf0a491-478c-46db-bb39-051597aa37f1,Smith Inc,Inc,Healthcare,Seamless innovative synergy,Big Data,revolutionize integrated markets,45-3081274,65-150-9716,https://example.com/fake-logos/9.png,Private,+884 835-4309-4853,"Suite 514 68219 Random Street, SomeCity, SomeCountry",61.235867,-82.492729,ade693b4-350d-4704-9dab-58cd60ca2668,2024-01-17 16:52:31
1397,fb15440f-356d-4489-8c9c-1360c0fc59cf,Smith Inc,Ltd,Technology,Efficient scalable solution,Big Data,streamline cloud solutions,79-7545953,50-888-7844,https://example.com/fake-logos/5.png,Private,+730 826-1831-1178,"Suite 901 51933 Random Street, SomeCity, SomeCountry",-83.654594,-151.408959,5094c72b-6c23-4ad4-b2a9-769253ac342b,2024-01-17 16:52:31
9309,da1b5f64-eddc-4376-a4bc-247f86720541,Smith Inc,Inc,Healthcare,Revolutionary dynamic strategy,Synergy,revolutionize integrated markets,21-5669434,56-692-4343,https://example.com/fake-logos/9.png,Private,+571 485-1713-9703,"Suite 198 14516 Random Street, SomeCity, SomeCountry",-71.06204,-71.735031,40ad9fb1-0c57-4bc3-a4d3-50d4cfe58021,2024-01-17 16:52:31
3979,cd68e8cf-b62e-4cd6-8d04-9fd3e9a053ab,Smith Inc,Ltd,Investment Management,Revolutionary dynamic strategy,Big Data,optimize next-gen technologies,71-2317805,90-834-9574,https://example.com/fake-logos/9.png,Private,+608 939-9125-1585,"Suite 173 16783 Random Street, SomeCity, SomeCountry",8.055163,-66.483552,8ddeec69-b4fa-4246-acea-fc8f273b5c59,2024-01-17 16:52:31
7812,0c29adad-34c1-47d4-a3c0-ce1c146f6b9b,Smith Inc,LLC,Technology,Proactive global mission,Synergy,enhance interactive platforms,59-4409438,36-330-4601,https://example.com/fake-logos/2.png,Private,+720 840-9375-2877,"Suite 242 51510 Random Street, SomeCity, SomeCountry",-84.917784,61.102878,148a912a-5c2e-49d7-a4cf-6502aad4db4f,2024-01-17 16:52:31
2723,05ca5f94-f61d-4704-8816-1767c18197f4,"Armstrong, Little and Cartwright",Inc,Education,Revolutionary dynamic strategy,Blockchain,enhance interactive platforms,63-9972235,62-701-2319,https://example.com/fake-logos/6.png,Private,+790 289-9557-1778,"Suite 564 27062 Random Street, SomeCity, SomeCountry",18.870893,-112.436185,60a8ef55-2666-407a-9d78-78b7e8c33e1f,2024-01-17 16:52:31
6611,9587d616-6a19-497e-a85b-30f734bf7365,"Armstrong, Little and Cartwright",Ltd,Healthcare,Revolutionary dynamic strategy,Big Data,revolutionize integrated markets,15-5447672,50-464-4367,https://example.com/fake-logos/5.png,Private,+866 283-1530-6613,"Suite 554 80179 Random Street, SomeCity, SomeCountry",11.912584,-113.341907,1622a9a5-e094-4f61-be0a-43faf36506f6,2024-01-17 16:52:31
9985,c3992a87-a06a-4b09-aa16-1b4918d1aad3,Smith Inc,Inc,Dairy,Proactive global mission,Synergy,optimize next-gen technologies,33-6737540,33-858-5064,https://example.com/fake-logos/3.png,Private,+128 362-6585-4207,"Suite 402 70341 Random Street, SomeCity, SomeCountry",-43.082051,-116.58639,70dd62d3-0080-4b07-82dd-0a62628728bc,2024-01-17 16:52:31
1250,eb85c373-e42a-4827-8efe-e3042003b186,Johnson Corp,Inc,Healthcare,Seamless innovative synergy,Blockchain,revolutionize integrated markets,25-7381356,88-533-1350,https://example.com/fake-logos/3.png,Private,+624 522-5397-3622,"Suite 434 19088 Random Street, SomeCity, SomeCountry",-62.996351,-45.128801,e9a94db2-c927-4093-b403-ab55cdd58ab0,2024-01-17 16:52:31
2169,d0ebeb8c-ea4e-47a3-9203-7ec5d443a164,Smith Inc,Ltd,Investment Management,Seamless innovative synergy,Big Data,streamline cloud solutions,15-6479803,73-747-2974,https://example.com/fake-logos/8.png,Private,+51 368-3659-5396,"Suite 613 5873 Random Street, SomeCity, SomeCountry",61.406567,31.11252,fb6756f5-672e-4d83-aee5-9bd5a765bea5,2024-01-17 16:52:31
6612,132d0dc3-86ed-467b-bcb9-d4e1ec2b9131,Doe Associates,LLC,Healthcare,Seamless innovative synergy,AI,streamline cloud solutions,31-8701724,16-715-7424,https://example.com/fake-logos/4.png,Private,+17 711-9083-4295,"Suite 89 85549 Random Street, SomeCity, SomeCountry",9.130675,-106.950134,17bbbb39-be82-44ee-aadd-75ac699395f5,2024-01-17 16:52:31
3209,b9ac4289-f571-47f7-a2d5-37dc77518a3f,Johnson Corp,Inc,Education,Efficient scalable solution,AI,streamline cloud solutions,46-8825069,22-759-8030,https://example.com/fake-logos/1.png,Private,+664 436-6369-8741,"Suite 166 10191 Random Street, SomeCity, SomeCountry",61.703852,-6.534836,1c968d84-763e-42d5-99bb-9369b8996019,2024-01-17 16:52:31
2403,82c87ffa-849f-46ed-9576-12a5b4895219,"Armstrong, Little and Cartwright",Ltd,Investment Management,Revolutionary dynamic strategy,VR,revolutionize integrated markets,35-2774245,44-887-6270,https://example.com/fake-logos/9.png,Private,+168 280-2783-3327,"Suite 791 66278 Random Street, SomeCity, SomeCountry",-74.910267,-29.945903,9d5eb260-b0c9-4cfa-a3d8-adeabf043f39,2024-01-17 16:52:31
7696,9099a807-5951-4d1b-93b2-ff271fe4861f,Johnson Corp,Inc,Investment Management,Seamless innovative synergy,VR,revolutionize integrated markets,40-3164426,71-424-7109,https://example.com/fake-logos/5.png,Private,+963 175-4726-6475,"Suite 2 98114 Random Street, SomeCity, SomeCountry",61.455947,79.849352,c016fba7-7053-4a25-b4b3-2e4c3a40ccc1,2024-01-17 16:52:31
4473,016c8d96-9eb9-41bb-8828-d647f0c6fde2,Doe Associates,LLC,Technology,Efficient scalable solution,AI,revolutionize integrated markets,81-3204927,39-778-1850,https://example.com/fake-logos/6.png,Private,+369 572-2736-5084,"Suite 99 33769 Random Street, SomeCity, SomeCountry",79.50937,103.679871,152807b4-f8b8-4e1d-be76-2a45ef782659,2024-01-17 16:52:31
7002,09373714-c6aa-4db3-a13a-5b02e5856086,"Welch, Hagenes and Halvorson",Inc,Healthcare,Proactive global mission,AI,optimize next-gen technologies,32-9025474,54-586-3215,https://example.com/fake-logos/2.png,Private,+517 347-8531-5572,"Suite 645 78812 Random Street, SomeCity, SomeCountry",77.175907,125.777735,a0358dca-2a1b-4f8e-bc69-6e01594f5f3d,2024-01-17 16:52:31
8293,b07651d5-4298-4bd9-9924-4094ae81f12f,Doe Associates,PLC,Education,Proactive global mission,Blockchain,streamline cloud solutions,67-4357404,79-847-7954,https://example.com/fake-logos/4.png,Private,+363 721-6857-4484,"Suite 742 84337 Random Street, SomeCity, SomeCountry",77.134908,11.456256,d2a41ccb-be09-4765-becd-a55074c13ef6,2024-01-17 16:52:31
1977,80e10d99-687d-4900-ae75-a87696d3ae39,Doe Associates,Inc,Healthcare,Revolutionary dynamic strategy,VR,optimize next-gen technologies,63-3176035,97-836-8128,https://example.com/fake-logos/2.png,Private,+95 821-5734-6747,"Suite 239 46532 Random Street, SomeCity, SomeCountry",42.135145,-90.058439,7186c85c-f2be-46ca-8065-98c4c0189bfe,2024-01-17 16:52:31
9634,925fdfe2-dc9f-4d25-bd94-f0d549b0cf76,"Welch, Hagenes and Halvorson",LLC,Investment Management,Seamless innovative synergy,AI,optimize next-gen technologies,95-6821631,58-890-6156,https://example.com/fake-logos/9.png,Private,+845 688-6342-2968,"Suite 989 15644 Random Street, SomeCity, SomeCountry",31.805935,16.994804,de1cb292-a6e7-4fd3-9038-9aaedef9b26d,2024-01-17 16:52:31
9107,a01c7bb0-0f10-4a62-aa7f-9944a7664d24,Doe Associates,Inc,Healthcare,Revolutionary dynamic strategy,Blockchain,optimize next-gen technologies,18-7138494,27-856-2789,https://example.com/fake-logos/3.png,Private,+944 219-8202-3598,"Suite 479 55303 Random Street, SomeCity, SomeCountry",-85.315265,-130.74231,8b1d07f9-c73d-4bbc-b3be-a0a1187fa94e,2024-01-17 16:52:31
5291,c0b28560-2de4-4dc4-b650-83f8d1f8a85f,Johnson Corp,Group,Education,Seamless innovative synergy,AI,streamline cloud solutions,48-9727528,37-471-7485,https://example.com/fake-logos/3.png,Private,+779 971-8489-7363,"Suite 778 69446 Random Street, SomeCity, SomeCountry",36.984033,150.580516,5e157048-3d84-4221-9126-9e0edfccba75,2024-01-17 16:52:31
1331,0e342ee1-02f6-4eec-a6e3-1f0be9f92260,Smith Inc,Ltd,Technology,Revolutionary dynamic strategy,AI,revolutionize integrated markets,27-3437093,32-246-1713,https://example.com/fake-logos/1.png,Private,+868 350-6357-9425,"Suite 213 12633 Random Street, SomeCity, SomeCountry",12.722957,106.169522,9e88d0b8-563f-4575-bf3f-d0e3c3525348,2024-01-17 16:52:31
7919,71261874-31cd-42a1-807d-9195043a7540,"Welch, Hagenes and Halvorson",PLC,Education,Revolutionary dynamic strategy,AI,revolutionize integrated markets,88-2090014,53-207-5706,https://example.com/fake-logos/1.png,Private,+308 460-6987-5944,"Suite 760 34679 Random Street, SomeCity, SomeCountry",74.794294,8.656126,74398328-a9b4-4c91-a205-8de841ba979f,2024-01-17 16:52:31
1575,bf05579d-751e-40df-854e-0339e0711233,Johnson Corp,LLC,Investment Management,Seamless innovative synergy,AI,enhance interactive platforms,40-7150354,78-475-7829,https://example.com/fake-logos/3.png,Private,+312 211-4322-9331,"Suite 330 14483 Random Street, SomeCity, SomeCountry",88.185814,-75.568879,bf26ba48-fb77-42d7-9023-773b00f2b855,2024-01-17 16:52:31
3949,3c4df743-2534-4c02-b9da-13edf0e4a6a7,Doe Associates,PLC,Technology,Proactive global mission,Synergy,revolutionize integrated markets,62-5535375,57-330-9937,https://example.com/fake-logos/7.png,Private,+540 341-7374-4969,"Suite 775 42697 Random Street, SomeCity, SomeCountry",-9.29563,-14.322284,3178ff57-5bde-4212-a3f4-2bb42f730aec,2024-01-17 16:52:31
2109,8de03837-5d32-44e5-b0ad-7ea8af2b0510,"Armstrong, Little and Cartwright",Ltd,Technology,Efficient scalable solution,Synergy,optimize next-gen technologies,76-8140805,86-964-9444,https://example.com/fake-logos/1.png,Private,+648 479-7183-7132,"Suite 187 25470 Random Street, SomeCity, SomeCountry",4.287647,41.512862,2d085a55-ed5b-477f-98ac-0ce5b00f79ba,2024-01-17 16:52:31
3187,876e5458-c2ce-415e-a5a5-c3d34e81a590,Smith Inc,PLC,Investment Management,Seamless innovative synergy,Big Data,streamline cloud solutions,11-7615499,74-222-4318,https://example.com/fake-logos/2.png,Private,+969 915-4862-1385,"Suite 159 66134 Random Street, SomeCity, SomeCountry",-63.706066,-72.530493,90fc001c-7886-4dc5-8a36-a079890bf7df,2024-01-17 16:52:31
7029,e93e4a72-f023-4d6b-9db4-69282a9168fb,"Welch, Hagenes and Halvorson",Ltd,Technology,Revolutionary dynamic strategy,Blockchain,revolutionize integrated markets,64-3999826,28-175-7091,https://example.com/fake-logos/3.png,Private,+811 578-9843-4521,"Suite 583 90237 Random Street, SomeCity, SomeCountry",28.89818,40.876007,a8d84c09-9c27-49bc-a05b-da8b99b0f08a,2024-01-17 16:52:31
2302,7f0a94e4-c98f-4bc2-b1fa-7870a5315000,Doe Associates,PLC,Healthcare,Efficient scalable solution,AI,optimize next-gen technologies,94-5545959,22-986-3570,https://example.com/fake-logos/10.png,Private,+764 578-8058-7294,"Suite 90 78348 Random Street, SomeCity, SomeCountry",-32.825229,-149.507416,62798906-1543-416a-9483-cd43498c7a31,2024-01-17 16:52:31
9548,2e6bf152-9a90-43cf-8e43-74398106b8bd,"Armstrong, Little and Cartwright",Group,Healthcare,Proactive global mission,Synergy,revolutionize integrated markets,81-7891331,72-945-8814,https://example.com/fake-logos/10.png,Private,+175 423-2711-2079,"Suite 822 81982 Random Street, SomeCity, SomeCountry",76.330142,-17.500672,3dd043c1-59b3-40c8-b1c0-dc8c9e87b72d,2024-01-17 16:52:31
4403,160fb4bd-81dc-48ae-be99-d0b2cea06cb0,Doe Associates,Group,Technology,Proactive global mission,Blockchain,streamline cloud solutions,60-6427164,18-516-4697,https://example.com/fake-logos/2.png,Private,+693 432-6395-9945,"Suite 323 77136 Random Street, SomeCity, SomeCountry",-23.819095,-172.10795,8c172af4-3f12-4c2a-bac8-3bb6d3862a6d,2024-01-17 16:52:31
7855,8569057e-18a8-47d7-a5e0-69fa68967a34,Doe Associates,Ltd,Investment Management,Efficient scalable solution,Blockchain,streamline cloud solutions,38-2104471,77-581-4412,https://example.com/fake-logos/2.png,Private,+980 840-5349-2989,"Suite 556 15619 Random Street, SomeCity, SomeCountry",-89.967044,97.670192,dfbea2bf-8989-451b-abc6-eb56fb017b57,2024-01-17 16:52:31
7833,75c1f208-d5bc-48d3-9900-1ae06178b91f,"Welch, Hagenes and Halvorson",Ltd,Dairy,Revolutionary dynamic strategy,AI,optimize next-gen technologies,90-9001505,26-351-6974,https://example.com/fake-logos/2.png,Private,+247 468-3611-4977,"Suite 569 82730 Random Street, SomeCity, SomeCountry",-4.663892,94.642313,b2d9f349-e263-49a0-99c1-3d8bf0173543,2024-01-17 16:52:31
9374,ff2ec547-88b2-4e5c-a5d3-550cae124ec3,"Armstrong, Little and Cartwright",LLC,Dairy,Efficient scalable solution,Blockchain,optimize next-gen technologies,81-1334342,47-886-8326,https://example.com/fake-logos/1.png,Private,+650 464-1913-6545,"Suite 609 26386 Random Street, SomeCity, SomeCountry",67.24773,-24.280889,3a95201e-16e9-4181-8fbe-46f511cad3d6,2024-01-17 16:52:31
4220,7c5cf53e-1f08-430c-a669-a5649f7801e6,Smith Inc,LLC,Education,Seamless innovative synergy,Big Data,optimize next-gen technologies,19-4079087,66-114-8659,https://example.com/fake-logos/7.png,Private,+183 346-6719-1509,"Suite 22 70576 Random Street, SomeCity, SomeCountry",85.212032,113.497855,8a7bf245-4d02-497d-9426-d95045a92090,2024-01-17 16:52:31
9040,d0b101a2-1ba1-4d1a-997d-7fc66c4c68e8,Smith Inc,Group,Technology,Proactive global mission,Big Data,enhance interactive platforms,27-3016590,54-137-8893,https://example.com/fake-logos/4.png,Private,+959 320-7324-8016,"Suite 974 26961 Random Street, SomeCity, SomeCountry",40.016051,-103.091765,370f629d-bde9-4b0d-81bf-03d39b7aa00f,2024-01-17 16:52:31
9812,aa2116f1-a442-46f8-8ff8-ea63b99c60f9,Smith Inc,PLC,Technology,Proactive global mission,Big Data,optimize next-gen technologies,79-9120923,89-787-2190,https://example.com/fake-logos/8.png,Private,+293 226-2629-1916,"Suite 993 49374 Random Street, SomeCity, SomeCountry",42.78539,-1.975185,60aed699-92fb-4558-a465-52b33b271f83,2024-01-17 16:52:31
4089,480966b6-25a0-4bd0-96d7-d8e796f493f0,"Armstrong, Little and Cartwright",Inc,Investment Management,Proactive global mission,Blockchain,enhance interactive platforms,20-2336718,82-991-8528,https://example.com/fake-logos/1.png,Private,+949 330-9884-4541,"Suite 418 42871 Random Street, SomeCity, SomeCountry",-28.465257,-62.719877,22c3a4be-010b-4201-b2c9-38b5730e7b92,2024-01-17 16:52:31
1773,9ae1dfb5-285f-498b-8fdb-9729b8f4af6e,Johnson Corp,Inc,Dairy,Seamless innovative synergy,Blockchain,streamline cloud solutions,92-6138472,67-612-8888,https://example.com/fake-logos/6.png,Private,+673 992-7768-9358,"Suite 693 93194 Random Street, SomeCity, SomeCountry",55.82053,52.122005,2e918cf3-1096-46bc-98b3-81ed9009e47e,2024-01-17 16:52:31
8950,ad607784-d3c9-43b5-8762-73b9aeb29a74,Doe Associates,Ltd,Education,Proactive global mission,VR,revolutionize integrated markets,36-7045474,63-481-9732,https://example.com/fake-logos/3.png,Private,+313 621-9718-5568,"Suite 183 71341 Random Street, SomeCity, SomeCountry",-29.01959,-175.202377,6cbcbff7-5f5a-49c9-ae14-824e3edd8356,2024-01-17 16:52:31
